Node	Gene	Type	CIN_surv	Invasive_surv	MSIorCIMP_surv
ARL8B_mrna	ARL8B	mrna	died	died	died
ARMC10_prot	ARMC10	prot	died	died	died
ARMC5_mrna	ARMC5	mrna	died	died	died
ARMCX1_mrna	ARMCX1	mrna	died	died	died
ARMCX2_mrna	ARMCX2	mrna	died	died	died
ARMCX3_mrna	ARMCX3	mrna	died	died	died
ARMCX3_prot	ARMCX3	prot	died	died	died
ARNT2_mrna	ARNT2	mrna	died	died	died
ARNTL2_mrna	ARNTL2	mrna	mrna	died	died
ARNT_mrna	ARNT	mrna	died	died	died
ARPC1A_mrna	ARPC1A	mrna	died	died	died
ARPC1A_prot	ARPC1A	prot	died	died	died
ARPC1B_mrna	ARPC1B	mrna	died	died	died
ARPC1B_prot	ARPC1B	prot	died	died	prot
ARPC2_mrna	ARPC2	mrna	died	died	died
ARPC2_prot	ARPC2	prot	died	died	died
ARPC3_mrna	ARPC3	mrna	died	died	died
ARPC3_prot	ARPC3	prot	died	died	died
ARPC4_mrna	ARPC4	mrna	died	died	died
ARPC4_prot	ARPC4	prot	died	died	died
ARPC5L_mrna	ARPC5L	mrna	died	mrna	died
ARPC5L_prot	ARPC5L	prot	died	died	died
ARPC5_mrna	ARPC5	mrna	died	died	died
ARPC5_prot	ARPC5	prot	died	died	died
ARR3_mrna	ARR3	mrna	died	died	died
ARRDC2_mrna	ARRDC2	mrna	died	died	died
ARRDC3_mrna	ARRDC3	mrna	died	died	died
ARSE_prot	ARSE	prot	died	died	died
ARSK_mrna	ARSK	mrna	died	died	died
AR_mrna	AR	mrna	died	died	died
ASAH1_mrna	ASAH1	mrna	died	died	died
ASAH1_prot	ASAH1	prot	died	died	died
ASCC3_mrna	ASCC3	mrna	died	died	died
ASCL5_mrna	ASCL5	mrna	died	died	died
ASF1B_mrna	ASF1B	mrna	died	died	died
ASH1L_mrna	ASH1L	mrna	died	died	died
ASL_mrna	ASL	mrna	died	died	died
ASL_prot	ASL	prot	died	died	died
ASMTL_prot	ASMTL	prot	died	died	died
ASNA1_mrna	ASNA1	mrna	died	died	died
ASNA1_prot	ASNA1	prot	died	died	died
ASNSD1_mrna	ASNSD1	mrna	died	died	died
ASNS_mrna	ASNS	mrna	mrna	died	died
ASNS_prot	ASNS	prot	died	died	died
ASPHD1_mrna	ASPHD1	mrna	died	died	died
ASPH_prot	ASPH	prot	died	died	died
ASPM_mrna	ASPM	mrna	died	died	died
ASPN_mrna	ASPN	mrna	died	mrna	died
ASPSCR1_prot	ASPSCR1	prot	died	died	died
ASS1_mrna	ASS1	mrna	died	died	died
ASS1_prot	ASS1	prot	died	died	died
ASTN2_mrna	ASTN2	mrna	died	died	died
ASXL1_mrna	ASXL1	mrna	died	died	died
ASXL2_mrna	ASXL2	mrna	died	died	died
ASXL3_mrna	ASXL3	mrna	mrna	died	died
ATAD1_prot	ATAD1	prot	died	died	died
ATAD2B_mrna	ATAD2B	mrna	died	died	died
ATAD2_mrna	ATAD2	mrna	died	died	died
ATAD3A_prot	ATAD3A	prot	died	died	prot
ATAD5_mrna	ATAD5	mrna	died	died	died
ATE1_mrna	ATE1	mrna	died	died	died
ATF1_mrna	ATF1	mrna	died	died	died
ATF2_mrna	ATF2	mrna	died	died	died
ATF3_mrna	ATF3	mrna	died	died	died
ATF4_mrna	ATF4	mrna	died	died	died
ATF5_mrna	ATF5	mrna	died	died	died
ATF7IP_mrna	ATF7IP	mrna	died	died	died
ATG10_mrna	ATG10	mrna	died	died	died
ATG12_mrna	ATG12	mrna	died	died	died
ATG13_mrna	ATG13	mrna	died	died	died
ATG16L2_mrna	ATG16L2	mrna	died	died	died
ATG2B_mrna	ATG2B	mrna	died	died	died
ATG3_prot	ATG3	prot	died	died	died
ATG4A_mrna	ATG4A	mrna	died	died	died
ATG5_prot	ATG5	prot	died	died	died
ATG7_mrna	ATG7	mrna	died	died	died
ATG7_prot	ATG7	prot	died	died	died
ATIC_mrna	ATIC	mrna	died	mrna	died
ATIC_prot	ATIC	prot	prot	died	prot
ATL2_mrna	ATL2	mrna	died	died	died
ATL2_prot	ATL2	prot	died	died	died
ATL3_prot	ATL3	prot	died	died	died
ATMIN_mrna	ATMIN	mrna	died	died	died
ATM_mrna	ATM	mrna	died	died	died
ATN1_mrna	ATN1	mrna	died	died	died
ATOH7_mrna	ATOH7	mrna	died	died	died
ATP11A_mrna	ATP11A	mrna	died	died	died
ATP11B_mrna	ATP11B	mrna	died	died	died
ATP12A_mrna	ATP12A	mrna	died	died	died
ATP13A1_prot	ATP13A1	prot	died	died	died
ATP13A3_mrna	ATP13A3	mrna	died	died	died
ATP1A1_prot	ATP1A1	prot	died	died	died
ATP1B1_mrna	ATP1B1	mrna	died	died	died
ATP1B1_prot	ATP1B1	prot	died	prot	died
ATP1B3_mrna	ATP1B3	mrna	died	died	died
ATP1B3_prot	ATP1B3	prot	died	died	died
ATP2A2_mrna	ATP2A2	mrna	died	died	died
ATP2A2_prot	ATP2A2	prot	died	died	died
ATP2A3_prot	ATP2A3	prot	died	died	died
ATP2B1_prot	ATP2B1	prot	died	died	died
ATP2B4_mrna	ATP2B4	mrna	died	died	died
ATP2B4_prot	ATP2B4	prot	died	died	died
ATP2C1_mrna	ATP2C1	mrna	died	died	died
ATP5A1_mrna	ATP5A1	mrna	died	died	died
ATP5A1_prot	ATP5A1	prot	died	died	died
ATP5B_mrna	ATP5B	mrna	died	died	died
ATP5B_prot	ATP5B	prot	died	died	died
ATP5C1_mrna	ATP5C1	mrna	died	died	died
ATP5C1_prot	ATP5C1	prot	died	died	died
ATP5D_mrna	ATP5D	mrna	died	died	died
ATP5D_prot	ATP5D	prot	died	died	died
ATP5E_mrna	ATP5E	mrna	died	died	died
ATP5E_prot	ATP5E	prot	died	died	died
ATP5F1_mrna	ATP5F1	mrna	died	died	died
ATP5F1_prot	ATP5F1	prot	died	died	died
ATP5G1_mrna	ATP5G1	mrna	died	died	died
ATP5G2_mrna	ATP5G2	mrna	died	died	died
ATP5G3_mrna	ATP5G3	mrna	mrna	died	died
ATP5H_prot	ATP5H	prot	died	died	died
ATP5I_prot	ATP5I	prot	died	died	died
ATP5J2_mrna	ATP5J2	mrna	died	mrna	died
ATP5J_mrna	ATP5J	mrna	died	died	died
ATP5J_prot	ATP5J	prot	died	died	died
ATP5L_prot	ATP5L	prot	died	died	died
ATP5O_mrna	ATP5O	mrna	died	died	died
ATP5O_prot	ATP5O	prot	died	died	died
ATP5S_mrna	ATP5S	mrna	died	died	died
ATP6AP2_mrna	ATP6AP2	mrna	died	died	died
ATP6V0A1_prot	ATP6V0A1	prot	died	died	died
ATP6V0A2_mrna	ATP6V0A2	mrna	died	died	died
ATP6V0B_mrna	ATP6V0B	mrna	died	died	died
ATP6V0C_mrna	ATP6V0C	mrna	died	died	died
ATP6V0D1_prot	ATP6V0D1	prot	died	died	died
ATP6V0D2_mrna	ATP6V0D2	mrna	died	died	died
ATP6V0E1_mrna	ATP6V0E1	mrna	died	died	died
ATP6V0E2_mrna	ATP6V0E2	mrna	died	died	died
ATP6V1A_mrna	ATP6V1A	mrna	died	died	died
ATP6V1A_prot	ATP6V1A	prot	died	died	died
ATP6V1B2_prot	ATP6V1B2	prot	died	died	died
ATP6V1C1_mrna	ATP6V1C1	mrna	died	died	died
ATP6V1C1_prot	ATP6V1C1	prot	died	died	died
ATP6V1D_mrna	ATP6V1D	mrna	died	died	died
ATP6V1E1_prot	ATP6V1E1	prot	died	died	died
ATP6V1E2_mrna	ATP6V1E2	mrna	died	died	died
ATP6V1G1_mrna	ATP6V1G1	mrna	died	died	died
ATP6V1H_prot	ATP6V1H	prot	died	died	died
ATP7B_mrna	ATP7B	mrna	died	died	died
ATP8A1_mrna	ATP8A1	mrna	died	died	died
ATP8B1_mrna	ATP8B1	mrna	died	died	died
ATP8B1_prot	ATP8B1	prot	died	died	died
ATP9A_prot	ATP9A	prot	died	died	died
ATPAF2_mrna	ATPAF2	mrna	died	died	died
ATPIF1_mrna	ATPIF1	mrna	died	died	died
ATRIP_mrna	ATRIP	mrna	died	died	died
ATRX_mrna	ATRX	mrna	died	died	died
ATXN10_prot	ATXN10	prot	died	died	died
ATXN1_mrna	ATXN1	mrna	died	died	died
ATXN2L_prot	ATXN2L	prot	died	died	died
ATXN3_mrna	ATXN3	mrna	died	died	died
ATXN7_mrna	ATXN7	mrna	died	died	died
AUH_mrna	AUH	mrna	died	died	died
AUP1_prot	AUP1	prot	died	died	died
AURKA_mrna	AURKA	mrna	mrna	died	died
AURKB_mrna	AURKB	mrna	died	died	died
AVPI1_mrna	AVPI1	mrna	died	died	died
AZGP1_prot	AZGP1	prot	died	died	died
AZI2_mrna	AZI2	mrna	died	died	died
AZU1_prot	AZU1	prot	died	died	died
B2M_prot	B2M	prot	died	died	died
B3GAT3_mrna	B3GAT3	mrna	died	died	died
B3GLCT_mrna	B3GLCT	mrna	died	died	died
B3GNT3_prot	B3GNT3	prot	died	prot	died
B4GALT1_mrna	B4GALT1	mrna	died	died	died
B4GALT3_mrna	B4GALT3	mrna	died	died	died
B4GALT7_mrna	B4GALT7	mrna	died	died	died
B9D1_mrna	B9D1	mrna	died	died	died
B9D2_mrna	B9D2	mrna	died	died	died
BACE1_mrna	BACE1	mrna	mrna	died	died
BACH1_mrna	BACH1	mrna	died	died	died
BACH2_mrna	BACH2	mrna	died	died	died
BAD_mrna	BAD	mrna	died	died	died
BAG1_mrna	BAG1	mrna	died	died	died
BAG2_mrna	BAG2	mrna	died	died	died
BAG2_prot	BAG2	prot	died	died	died
BAG3_mrna	BAG3	mrna	died	died	died
BAG3_prot	BAG3	prot	prot	died	died
BAG4_mrna	BAG4	mrna	died	died	died
BAG5_prot	BAG5	prot	died	prot	died
BAG6_prot	BAG6	prot	died	died	died
BAIAP2L1_prot	BAIAP2L1	prot	died	died	died
BAIAP2_mrna	BAIAP2	mrna	died	died	died
BAIAP2_prot	BAIAP2	prot	died	died	died
BAK1_mrna	BAK1	mrna	mrna	died	died
BAMBI_mrna	BAMBI	mrna	died	died	died
BANF1_mrna	BANF1	mrna	died	died	died
BANF1_prot	BANF1	prot	died	died	died
BANP_mrna	BANP	mrna	died	died	died
BAP1_mrna	BAP1	mrna	died	died	died
BARD1_mrna	BARD1	mrna	died	died	died
BASP1_mrna	BASP1	mrna	died	mrna	died
BASP1_prot	BASP1	prot	died	died	died
BATF_mrna	BATF	mrna	died	died	died
BAX_mrna	BAX	mrna	died	died	died
BAX_prot	BAX	prot	died	prot	died
BAZ1A_mrna	BAZ1A	mrna	died	died	died
BAZ1B_mrna	BAZ1B	mrna	died	died	died
BAZ1B_prot	BAZ1B	prot	died	died	died
BAZ2B_mrna	BAZ2B	mrna	died	mrna	died
BBIP1_mrna	BBIP1	mrna	died	died	died
BBS12_mrna	BBS12	mrna	died	mrna	died
BBS1_mrna	BBS1	mrna	died	died	died
BBS7_mrna	BBS7	mrna	died	died	died
BBX_mrna	BBX	mrna	died	died	died
BCAM_mrna	BCAM	mrna	died	died	died
BCAM_prot	BCAM	prot	prot	died	died
BCAN_mrna	BCAN	mrna	died	died	died
BCAP31_mrna	BCAP31	mrna	died	died	died
BCAP31_prot	BCAP31	prot	died	died	died
BCAS1_mrna	BCAS1	mrna	mrna	died	died
BCAS1_prot	BCAS1	prot	died	died	died
BCAS4_mrna	BCAS4	mrna	died	died	died
BCAT1_mrna	BCAT1	mrna	died	died	died
BCAT2_mrna	BCAT2	mrna	died	died	died
BCAT2_prot	BCAT2	prot	died	died	died
BCCIP_mrna	BCCIP	mrna	died	mrna	died
BCCIP_prot	BCCIP	prot	died	died	died
BCKDHA_mrna	BCKDHA	mrna	died	died	died
BCKDHA_prot	BCKDHA	prot	died	died	died
BCKDHB_prot	BCKDHB	prot	died	died	died
BCL10_mrna	BCL10	mrna	died	died	died
BCL2A1_mrna	BCL2A1	mrna	died	died	died
BCL2L10_mrna	BCL2L10	mrna	died	mrna	died
BCL2L11_mrna	BCL2L11	mrna	died	died	died
BCL2L12_mrna	BCL2L12	mrna	died	died	died
BCL2L13_mrna	BCL2L13	mrna	died	died	died
BCL2L13_prot	BCL2L13	prot	died	died	died
BCL2L15_prot	BCL2L15	prot	died	died	died
BCL2L1_mrna	BCL2L1	mrna	died	died	died
BCL2_mrna	BCL2	mrna	died	died	died
BCL3_mrna	BCL3	mrna	died	died	died
BCL6B_mrna	BCL6B	mrna	died	died	died
BCL6_mrna	BCL6	mrna	died	mrna	mrna
BCL7B_mrna	BCL7B	mrna	died	died	died
BCLAF1_mrna	BCLAF1	mrna	died	died	died
BCLAF1_prot	BCLAF1	prot	prot	died	died
BCS1L_mrna	BCS1L	mrna	died	died	died
BCS1L_prot	BCS1L	prot	died	died	died
BDH1_prot	BDH1	prot	died	died	died
BDH2_prot	BDH2	prot	died	died	died
BDKRB1_mrna	BDKRB1	mrna	died	died	died
BDP1_mrna	BDP1	mrna	died	died	died
BEST1_mrna	BEST1	mrna	died	died	died
BET1_mrna	BET1	mrna	died	died	died
BEX4_mrna	BEX4	mrna	died	died	died
BFSP2_mrna	BFSP2	mrna	died	died	died
BGLAP_mrna	BGLAP	mrna	died	died	died
BGN_mrna	BGN	mrna	died	mrna	died
BGN_prot	BGN	prot	died	died	died
BICD1_mrna	BICD1	mrna	died	died	died
BICD2_mrna	BICD2	mrna	died	died	died
BID_mrna	BID	mrna	died	died	died
BID_prot	BID	prot	died	died	died
BIN1_prot	BIN1	prot	died	died	died
BIN2_mrna	BIN2	mrna	died	died	died
BIRC2_mrna	BIRC2	mrna	died	died	died
BIRC3_mrna	BIRC3	mrna	mrna	died	died
BIRC5_mrna	BIRC5	mrna	died	mrna	died
BIRC6_mrna	BIRC6	mrna	died	died	died
BIRC6_prot	BIRC6	prot	died	died	died
BLMH_mrna	BLMH	mrna	died	died	died
BLM_mrna	BLM	mrna	died	died	died
BLOC1S2_mrna	BLOC1S2	mrna	died	died	died
BLVRA_prot	BLVRA	prot	died	died	died
BLVRB_prot	BLVRB	prot	died	died	died
BMI1_mrna	BMI1	mrna	died	died	died
BMP1_mrna	BMP1	mrna	died	mrna	died
BMP2_mrna	BMP2	mrna	died	died	died
BMP7_mrna	BMP7	mrna	died	died	died
BMS1_mrna	BMS1	mrna	died	died	died
BMS1_prot	BMS1	prot	died	died	died
BNIP1_mrna	BNIP1	mrna	died	died	died
BOLA2_prot	BOLA2	prot	died	died	died
BOLA3_mrna	BOLA3	mrna	mrna	mrna	died
BOP1_prot	BOP1	prot	prot	prot	died
BPGM_prot	BPGM	prot	died	died	died
BPHL_prot	BPHL	prot	prot	died	died
BPNT1_prot	BPNT1	prot	prot	died	died
BPTF_mrna	BPTF	mrna	died	died	died
BRAP_mrna	BRAP	mrna	died	died	died
BRAT1_prot	BRAT1	prot	died	died	died
BRCA1_mrna	BRCA1	mrna	died	died	died
BRCA2_mrna	BRCA2	mrna	died	died	died
BRCC3_mrna	BRCC3	mrna	died	died	died
BRD2_mrna	BRD2	mrna	died	died	died
BRD4_mrna	BRD4	mrna	died	died	died
BRD7_mrna	BRD7	mrna	died	died	died
BRI3BP_mrna	BRI3BP	mrna	died	died	died
BRIP1_mrna	BRIP1	mrna	died	died	died
BRIX1_prot	BRIX1	prot	died	died	died
BRK1_mrna	BRK1	mrna	died	died	died
BRMS1_mrna	BRMS1	mrna	died	died	died
BROX_mrna	BROX	mrna	died	died	died
BROX_prot	BROX	prot	died	died	died
BRPF3_mrna	BRPF3	mrna	died	died	died
BRSK1_mrna	BRSK1	mrna	died	died	died
BRSK2_mrna	BRSK2	mrna	died	died	died
BRWD3_mrna	BRWD3	mrna	died	died	died
BSCL2_mrna	BSCL2	mrna	died	died	died
BSG_mrna	BSG	mrna	died	died	died
BSG_prot	BSG	prot	died	prot	died
BSN_mrna	BSN	mrna	died	died	died
BST1_mrna	BST1	mrna	died	died	died
BST2_mrna	BST2	mrna	mrna	died	died
BTAF1_prot	BTAF1	prot	died	died	died
BTBD9_mrna	BTBD9	mrna	died	died	died
BTF3_mrna	BTF3	mrna	died	died	died
BTF3_prot	BTF3	prot	prot	died	died
BTG2_mrna	BTG2	mrna	died	died	died
BTK_mrna	BTK	mrna	died	died	died
BTN2A1_mrna	BTN2A1	mrna	died	died	died
BTRC_mrna	BTRC	mrna	died	died	died
BUB1B_mrna	BUB1B	mrna	died	died	died
BUB1_mrna	BUB1	mrna	mrna	died	died
BUB3_mrna	BUB3	mrna	mrna	died	died
BUB3_prot	BUB3	prot	prot	died	prot
BUD31_mrna	BUD31	mrna	mrna	died	died
BUD31_prot	BUD31	prot	died	died	died
BYSL_mrna	BYSL	mrna	died	died	died
BZW1_prot	BZW1	prot	died	died	died
BZW2_mrna	BZW2	mrna	died	died	died
BZW2_prot	BZW2	prot	prot	died	died
C10orf10_mrna	C10orf10	mrna	died	died	died
C10orf2_mrna	C10orf2	mrna	died	died	died
C11orf1_mrna	C11orf1	mrna	died	died	died
C11orf31_mrna	C11orf31	mrna	died	died	died
C11orf49_mrna	C11orf49	mrna	died	died	died
C11orf53_mrna	C11orf53	mrna	died	died	died
C11orf54_prot	C11orf54	prot	died	died	died
C11orf58_mrna	C11orf58	mrna	died	died	died
C11orf73_mrna	C11orf73	mrna	died	mrna	died
C11orf80_mrna	C11orf80	mrna	died	died	died
C12orf10_mrna	C12orf10	mrna	died	died	died
C12orf29_mrna	C12orf29	mrna	died	died	died
C12orf45_mrna	C12orf45	mrna	died	died	died
C12orf5_prot	C12orf5	prot	died	died	died
C12orf60_mrna	C12orf60	mrna	died	died	died
C12orf66_mrna	C12orf66	mrna	died	died	died
C14orf119_mrna	C14orf119	mrna	died	died	died
C14orf166_mrna	C14orf166	mrna	died	mrna	died
C14orf1_mrna	C14orf1	mrna	died	died	died
C14orf2_mrna	C14orf2	mrna	died	mrna	died
C14orf37_mrna	C14orf37	mrna	died	died	died
C14orf80_mrna	C14orf80	mrna	died	died	died
C16orf13_mrna	C16orf13	mrna	died	died	died
C16orf46_mrna	C16orf46	mrna	died	died	died
C16orf59_mrna	C16orf59	mrna	died	died	died
C16orf62_prot	C16orf62	prot	died	died	died
C16orf70_mrna	C16orf70	mrna	died	died	died
C16orf72_mrna	C16orf72	mrna	died	died	died
C16orf86_mrna	C16orf86	mrna	died	died	died
C16orf91_mrna	C16orf91	mrna	died	died	died
C16orf93_mrna	C16orf93	mrna	died	died	died
C16orf95_mrna	C16orf95	mrna	died	died	died
C17orf50_mrna	C17orf50	mrna	died	died	died
C17orf51_mrna	C17orf51	mrna	died	died	died
C17orf75_mrna	C17orf75	mrna	died	died	died
C17orf80_mrna	C17orf80	mrna	died	died	died
C17orf89_mrna	C17orf89	mrna	died	died	died
C18orf25_mrna	C18orf25	mrna	died	died	died
C18orf54_mrna	C18orf54	mrna	died	died	died
C19orf24_mrna	C19orf24	mrna	died	died	died
C19orf43_mrna	C19orf43	mrna	died	died	died
C19orf44_mrna	C19orf44	mrna	died	died	died
C19orf48_mrna	C19orf48	mrna	died	died	died
C19orf52_mrna	C19orf52	mrna	died	died	died
C19orf53_mrna	C19orf53	mrna	died	died	died
C19orf81_mrna	C19orf81	mrna	died	died	died
C1GALT1_mrna	C1GALT1	mrna	died	died	died
C1QBP_mrna	C1QBP	mrna	died	mrna	died
C1QBP_prot	C1QBP	prot	died	died	died
C1QB_prot	C1QB	prot	died	prot	prot
C1QC_prot	C1QC	prot	died	prot	died
C1R_mrna	C1R	mrna	died	mrna	died
C1R_prot	C1R	prot	died	prot	died
C1S_mrna	C1S	mrna	died	mrna	died
C1S_prot	C1S	prot	died	prot	died
C1orf101_mrna	C1orf101	mrna	died	died	died
C1orf109_mrna	C1orf109	mrna	mrna	died	died
C1orf112_mrna	C1orf112	mrna	died	died	died
C1orf115_mrna	C1orf115	mrna	died	died	died
C1orf127_mrna	C1orf127	mrna	died	died	died
C1orf131_mrna	C1orf131	mrna	died	died	died
C1orf174_mrna	C1orf174	mrna	died	died	died
C1orf204_mrna	C1orf204	mrna	died	died	died
C1orf27_mrna	C1orf27	mrna	died	died	died
C1orf43_mrna	C1orf43	mrna	died	died	died
C1orf52_mrna	C1orf52	mrna	died	died	died
C1orf61_mrna	C1orf61	mrna	died	mrna	died
C20orf194_mrna	C20orf194	mrna	died	mrna	died
C20orf196_mrna	C20orf196	mrna	died	died	died
C20orf24_mrna	C20orf24	mrna	died	died	died
C20orf27_mrna	C20orf27	mrna	died	died	died
C21orf2_mrna	C21orf2	mrna	mrna	died	died
C22orf39_mrna	C22orf39	mrna	died	died	died
C22orf46_mrna	C22orf46	mrna	died	died	died
C2orf15_mrna	C2orf15	mrna	died	died	died
C2orf44_mrna	C2orf44	mrna	died	died	died
C2orf47_mrna	C2orf47	mrna	died	died	died
C2orf49_mrna	C2orf49	mrna	died	mrna	died
C2orf61_mrna	C2orf61	mrna	died	died	died
C2orf70_mrna	C2orf70	mrna	died	died	died
C3AR1_mrna	C3AR1	mrna	died	mrna	died
C3_prot	C3	prot	died	prot	died
C3orf17_mrna	C3orf17	mrna	died	died	died
C3orf18_mrna	C3orf18	mrna	died	mrna	died
C3orf36_mrna	C3orf36	mrna	died	died	died
C3orf38_mrna	C3orf38	mrna	died	died	died
C3orf67_mrna	C3orf67	mrna	died	died	died
C4BPA_prot	C4BPA	prot	prot	prot	prot
C4BPB_prot	C4BPB	prot	died	died	died
C4orf3_mrna	C4orf3	mrna	died	died	died
C4orf48_mrna	C4orf48	mrna	died	died	died
C5_prot	C5	prot	died	died	died
C5orf15_mrna	C5orf15	mrna	died	died	died
C5orf22_mrna	C5orf22	mrna	died	died	died
C5orf24_mrna	C5orf24	mrna	died	died	died
C5orf28_mrna	C5orf28	mrna	died	died	died
C5orf34_mrna	C5orf34	mrna	died	died	died
C5orf42_mrna	C5orf42	mrna	died	died	died
C6_prot	C6	prot	died	prot	died
C6orf106_mrna	C6orf106	mrna	died	died	died
C6orf120_mrna	C6orf120	mrna	died	died	died
C6orf1_mrna	C6orf1	mrna	died	died	died
C6orf201_mrna	C6orf201	mrna	died	died	died
C6orf211_prot	C6orf211	prot	died	died	died
C6orf62_mrna	C6orf62	mrna	died	died	died
C6orf89_mrna	C6orf89	mrna	died	died	died
C7_prot	C7	prot	died	died	died
C7orf26_mrna	C7orf26	mrna	died	died	died
C7orf31_mrna	C7orf31	mrna	died	died	died
C7orf50_mrna	C7orf50	mrna	died	died	died
C7orf73_mrna	C7orf73	mrna	died	died	died
C8A_prot	C8A	prot	died	died	died
C8B_prot	C8B	prot	died	prot	died
C8G_prot	C8G	prot	died	died	died
C8orf44_mrna	C8orf44	mrna	died	died	died
C8orf76_mrna	C8orf76	mrna	died	died	died
C8orf82_prot	C8orf82	prot	prot	died	died
C8orf88_mrna	C8orf88	mrna	died	died	died
C9_prot	C9	prot	died	prot	died
C9orf114_mrna	C9orf114	mrna	mrna	died	died
C9orf156_mrna	C9orf156	mrna	died	died	died
C9orf16_mrna	C9orf16	mrna	died	died	died
C9orf172_mrna	C9orf172	mrna	died	died	died
C9orf40_mrna	C9orf40	mrna	died	died	died
C9orf43_mrna	C9orf43	mrna	died	died	died
C9orf64_mrna	C9orf64	mrna	died	died	died
C9orf64_prot	C9orf64	prot	died	died	died
C9orf85_mrna	C9orf85	mrna	died	died	died
C9orf89_mrna	C9orf89	mrna	died	died	died
CA12_prot	CA12	prot	died	died	died
CA1_prot	CA1	prot	died	died	died
CA2_prot	CA2	prot	died	died	died
CA4_prot	CA4	prot	died	died	died
CA9_prot	CA9	prot	died	died	died
CAB39L_prot	CAB39L	prot	died	died	died
CAB39_mrna	CAB39	mrna	died	died	died
CAB39_prot	CAB39	prot	died	died	died
CABIN1_mrna	CABIN1	mrna	died	died	died
CABP4_mrna	CABP4	mrna	died	died	died
CACNA1B_mrna	CACNA1B	mrna	died	died	died
CACNA1C_mrna	CACNA1C	mrna	died	died	died
CACNA1F_mrna	CACNA1F	mrna	died	died	died
CACNA1G_mrna	CACNA1G	mrna	died	died	died
CACNA1I_mrna	CACNA1I	mrna	died	died	died
CACNA2D1_prot	CACNA2D1	prot	died	died	died
CACNA2D3_mrna	CACNA2D3	mrna	died	died	died
CACNB1_mrna	CACNB1	mrna	died	died	died
CACNB3_mrna	CACNB3	mrna	died	died	died
CACYBP_mrna	CACYBP	mrna	died	died	died
CACYBP_prot	CACYBP	prot	died	died	died
CADM3_mrna	CADM3	mrna	died	died	died
CADM4_mrna	CADM4	mrna	died	died	died
CAD_mrna	CAD	mrna	died	died	died
CAD_prot	CAD	prot	died	died	died
CALB2_prot	CALB2	prot	died	died	died
CALCOCO1_mrna	CALCOCO1	mrna	mrna	died	died
CALCOCO2_mrna	CALCOCO2	mrna	died	died	died
CALD1_mrna	CALD1	mrna	died	died	died
CALD1_prot	CALD1	prot	died	prot	died
CALM1_mrna	CALM1	mrna	died	died	died
CALM2_prot	CALM2	prot	died	died	died
CALML4_mrna	CALML4	mrna	died	mrna	died
CALR_mrna	CALR	mrna	died	died	died
CALR_prot	CALR	prot	died	died	died
CALU_mrna	CALU	mrna	mrna	died	mrna
CALU_prot	CALU	prot	died	died	died
CALY_mrna	CALY	mrna	died	died	died
CAMK2B_mrna	CAMK2B	mrna	died	died	died
CAMK2D_prot	CAMK2D	prot	died	died	died
CAMK2G_mrna	CAMK2G	mrna	died	died	died
CAMK2G_prot	CAMK2G	prot	died	died	died
CAMK4_mrna	CAMK4	mrna	died	died	died
CAMKK1_mrna	CAMKK1	mrna	died	died	died
CAMKK2_mrna	CAMKK2	mrna	died	died	died
CAMSAP2_mrna	CAMSAP2	mrna	died	died	died
CAND1_mrna	CAND1	mrna	died	died	died
CAND1_prot	CAND1	prot	died	died	died
CANT1_prot	CANT1	prot	died	died	died
CANX_mrna	CANX	mrna	died	died	died
CANX_prot	CANX	prot	prot	died	prot
CAP1_mrna	CAP1	mrna	died	died	died
CAP1_prot	CAP1	prot	died	died	died
CAP2_mrna	CAP2	mrna	died	died	died
CAP2_prot	CAP2	prot	died	died	died
CAPG_prot	CAPG	prot	died	died	died
CAPN1_mrna	CAPN1	mrna	died	died	died
CAPN1_prot	CAPN1	prot	died	died	died
CAPN2_mrna	CAPN2	mrna	died	died	died
CAPN2_prot	CAPN2	prot	died	died	died
CAPN5_prot	CAPN5	prot	died	died	died
CAPN6_prot	CAPN6	prot	died	died	died
CAPN7_mrna	CAPN7	mrna	died	died	died
CAPNS1_mrna	CAPNS1	mrna	died	died	died
CAPNS1_prot	CAPNS1	prot	died	died	died
CAPRIN1_mrna	CAPRIN1	mrna	died	died	died
CAPRIN1_prot	CAPRIN1	prot	died	died	died
CAPRIN2_mrna	CAPRIN2	mrna	died	died	died
CAPZA1_mrna	CAPZA1	mrna	died	died	died
CAPZA1_prot	CAPZA1	prot	died	died	died
CAPZA2_mrna	CAPZA2	mrna	died	died	died
CAPZA2_prot	CAPZA2	prot	died	died	died
CAPZB_mrna	CAPZB	mrna	died	died	died
CAPZB_prot	CAPZB	prot	died	died	died
CARD14_mrna	CARD14	mrna	died	died	died
CARD8_mrna	CARD8	mrna	died	died	died
CARD9_mrna	CARD9	mrna	died	died	died
CARHSP1_mrna	CARHSP1	mrna	died	died	died
CARKD_prot	CARKD	prot	died	died	prot
CARM1_mrna	CARM1	mrna	died	died	died
CARM1_prot	CARM1	prot	prot	died	prot
CARS_prot	CARS	prot	died	died	died
CASC10_mrna	CASC10	mrna	died	died	died
CASC5_mrna	CASC5	mrna	died	died	died
CASD1_mrna	CASD1	mrna	mrna	died	died
CASK_mrna	CASK	mrna	died	died	died
CASK_prot	CASK	prot	prot	died	prot
CASP10_prot	CASP10	prot	died	died	died
CASP1_mrna	CASP1	mrna	mrna	died	died
CASP1_prot	CASP1	prot	died	died	died
CASP2_mrna	CASP2	mrna	died	died	died
