Node	Gene	Type	CIN_surv	Invasive_surv	MSIorCIMP_surv
MMP9_mrna	MMP9	mrna	mrna	died	mrna
MMP9_prot	MMP9	prot	died	prot	died
MMRN2_mrna	MMRN2	mrna	died	died	died
MMS19_mrna	MMS19	mrna	died	died	died
MMS19_prot	MMS19	prot	died	died	died
MNAT1_mrna	MNAT1	mrna	died	died	died
MND1_mrna	MND1	mrna	died	died	died
MNDA_mrna	MNDA	mrna	died	died	mrna
MNDA_prot	MNDA	prot	prot	prot	prot
MOAP1_mrna	MOAP1	mrna	died	died	died
MOB1A_prot	MOB1A	prot	died	died	died
MOCS3_mrna	MOCS3	mrna	died	died	died
MOCS3_prot	MOCS3	prot	prot	died	died
MOGS_prot	MOGS	prot	died	died	died
MON2_mrna	MON2	mrna	died	died	died
MON2_prot	MON2	prot	died	died	died
MORC2_mrna	MORC2	mrna	died	died	died
MORF4L2_mrna	MORF4L2	mrna	died	died	died
MORN2_mrna	MORN2	mrna	died	died	died
MORN3_mrna	MORN3	mrna	died	died	died
MORN4_mrna	MORN4	mrna	died	died	died
MOSPD1_mrna	MOSPD1	mrna	died	died	died
MOV10_mrna	MOV10	mrna	died	died	died
MOV10_prot	MOV10	prot	prot	died	died
MPDU1_mrna	MPDU1	mrna	died	died	died
MPDZ_mrna	MPDZ	mrna	died	died	died
MPHOSPH9_mrna	MPHOSPH9	mrna	died	died	died
MPI_mrna	MPI	mrna	died	died	died
MPI_prot	MPI	prot	died	died	died
MPO_prot	MPO	prot	died	died	died
MPP1_prot	MPP1	prot	died	died	died
MPP3_mrna	MPP3	mrna	died	died	died
MPP6_mrna	MPP6	mrna	died	died	died
MPPE1_mrna	MPPE1	mrna	died	died	died
MPRIP_mrna	MPRIP	mrna	died	died	died
MPRIP_prot	MPRIP	prot	prot	died	died
MPST_prot	MPST	prot	prot	died	prot
MPV17L_mrna	MPV17L	mrna	died	died	died
MPZL1_mrna	MPZL1	mrna	died	died	died
MPZL2_mrna	MPZL2	mrna	died	died	died
MRAS_mrna	MRAS	mrna	died	mrna	died
MRC2_mrna	MRC2	mrna	died	died	died
MRC2_prot	MRC2	prot	prot	died	died
MRE11A_mrna	MRE11A	mrna	died	died	died
MRE11A_prot	MRE11A	prot	prot	prot	prot
MRFAP1L1_mrna	MRFAP1L1	mrna	died	died	died
MRI1_mrna	MRI1	mrna	died	died	died
MRI1_prot	MRI1	prot	died	died	died
MRPL11_mrna	MRPL11	mrna	died	died	died
MRPL11_prot	MRPL11	prot	prot	died	prot
MRPL12_mrna	MRPL12	mrna	died	mrna	died
MRPL13_mrna	MRPL13	mrna	died	mrna	died
MRPL13_prot	MRPL13	prot	prot	died	prot
MRPL14_prot	MRPL14	prot	died	prot	died
MRPL15_mrna	MRPL15	mrna	died	mrna	died
MRPL15_prot	MRPL15	prot	prot	died	died
MRPL16_mrna	MRPL16	mrna	died	died	died
MRPL17_mrna	MRPL17	mrna	died	died	died
MRPL17_prot	MRPL17	prot	prot	prot	prot
MRPL18_mrna	MRPL18	mrna	died	died	died
MRPL19_mrna	MRPL19	mrna	died	died	died
MRPL19_prot	MRPL19	prot	prot	died	prot
MRPL1_mrna	MRPL1	mrna	died	died	died
MRPL1_prot	MRPL1	prot	died	prot	prot
MRPL20_prot	MRPL20	prot	died	died	died
MRPL21_prot	MRPL21	prot	died	died	died
MRPL22_mrna	MRPL22	mrna	died	died	died
MRPL22_prot	MRPL22	prot	died	died	died
MRPL23_mrna	MRPL23	mrna	died	mrna	died
MRPL24_mrna	MRPL24	mrna	died	died	died
MRPL24_prot	MRPL24	prot	died	died	died
MRPL28_prot	MRPL28	prot	died	prot	prot
MRPL2_mrna	MRPL2	mrna	died	died	died
MRPL30_mrna	MRPL30	mrna	died	mrna	died
MRPL34_mrna	MRPL34	mrna	died	died	died
MRPL35_mrna	MRPL35	mrna	died	died	died
MRPL36_mrna	MRPL36	mrna	died	died	died
MRPL37_mrna	MRPL37	mrna	mrna	died	died
MRPL37_prot	MRPL37	prot	died	died	died
MRPL38_prot	MRPL38	prot	died	died	died
MRPL39_mrna	MRPL39	mrna	died	died	died
MRPL39_prot	MRPL39	prot	died	died	died
MRPL3_mrna	MRPL3	mrna	died	died	died
MRPL3_prot	MRPL3	prot	died	died	died
MRPL40_prot	MRPL40	prot	died	died	died
MRPL41_mrna	MRPL41	mrna	died	died	died
MRPL41_prot	MRPL41	prot	died	died	died
MRPL42_mrna	MRPL42	mrna	died	died	died
MRPL43_prot	MRPL43	prot	died	died	died
MRPL44_mrna	MRPL44	mrna	died	died	died
MRPL44_prot	MRPL44	prot	prot	died	died
MRPL46_prot	MRPL46	prot	died	died	died
MRPL47_mrna	MRPL47	mrna	died	died	died
MRPL47_prot	MRPL47	prot	died	died	died
MRPL48_mrna	MRPL48	mrna	died	died	died
MRPL49_prot	MRPL49	prot	died	died	died
MRPL4_mrna	MRPL4	mrna	died	died	died
MRPL4_prot	MRPL4	prot	died	died	died
MRPL50_mrna	MRPL50	mrna	died	died	died
MRPL51_mrna	MRPL51	mrna	died	died	died
MRPL52_mrna	MRPL52	mrna	died	died	died
MRPL53_prot	MRPL53	prot	prot	died	died
MRPL54_mrna	MRPL54	mrna	died	died	died
MRPL55_mrna	MRPL55	mrna	died	mrna	died
MRPL9_prot	MRPL9	prot	prot	died	died
MRPS10_mrna	MRPS10	mrna	died	died	died
MRPS11_mrna	MRPS11	mrna	died	died	died
MRPS14_mrna	MRPS14	mrna	died	died	died
MRPS15_mrna	MRPS15	mrna	died	died	died
MRPS16_mrna	MRPS16	mrna	died	died	died
MRPS17_mrna	MRPS17	mrna	died	mrna	died
MRPS17_prot	MRPS17	prot	prot	prot	died
MRPS18A_prot	MRPS18A	prot	died	died	died
MRPS18B_prot	MRPS18B	prot	died	prot	died
MRPS18C_mrna	MRPS18C	mrna	died	died	died
MRPS21_mrna	MRPS21	mrna	died	died	died
MRPS22_mrna	MRPS22	mrna	died	died	died
MRPS22_prot	MRPS22	prot	died	died	died
MRPS23_mrna	MRPS23	mrna	died	mrna	died
MRPS23_prot	MRPS23	prot	died	died	died
MRPS24_mrna	MRPS24	mrna	died	died	died
MRPS25_mrna	MRPS25	mrna	died	died	died
MRPS25_prot	MRPS25	prot	died	prot	died
MRPS26_mrna	MRPS26	mrna	died	died	died
MRPS27_mrna	MRPS27	mrna	died	died	died
MRPS27_prot	MRPS27	prot	died	prot	died
MRPS28_mrna	MRPS28	mrna	died	died	died
MRPS2_mrna	MRPS2	mrna	died	died	died
MRPS30_mrna	MRPS30	mrna	died	died	died
MRPS31_mrna	MRPS31	mrna	died	died	died
MRPS31_prot	MRPS31	prot	died	prot	died
MRPS33_mrna	MRPS33	mrna	died	died	died
MRPS34_mrna	MRPS34	mrna	died	died	died
MRPS34_prot	MRPS34	prot	prot	prot	died
MRPS35_mrna	MRPS35	mrna	died	died	died
MRPS35_prot	MRPS35	prot	died	prot	died
MRPS36_prot	MRPS36	prot	died	died	died
MRPS5_prot	MRPS5	prot	died	died	died
MRPS7_mrna	MRPS7	mrna	died	died	died
MRPS7_prot	MRPS7	prot	died	prot	prot
MRPS9_mrna	MRPS9	mrna	died	mrna	died
MRPS9_prot	MRPS9	prot	died	died	died
MRRF_prot	MRRF	prot	died	died	died
MRTO4_mrna	MRTO4	mrna	died	died	died
MRTO4_prot	MRTO4	prot	died	died	died
MRVI1_mrna	MRVI1	mrna	died	died	died
MS4A6A_mrna	MS4A6A	mrna	mrna	died	mrna
MS4A7_mrna	MS4A7	mrna	mrna	died	mrna
MSH2_mrna	MSH2	mrna	died	died	died
MSH2_prot	MSH2	prot	prot	prot	prot
MSH6_mrna	MSH6	mrna	mrna	died	died
MSH6_prot	MSH6	prot	prot	prot	died
MSI1_mrna	MSI1	mrna	mrna	died	died
MSI2_mrna	MSI2	mrna	mrna	died	died
MSI2_prot	MSI2	prot	died	died	died
MSL2_mrna	MSL2	mrna	died	died	died
MSLN_prot	MSLN	prot	died	died	died
MSN_prot	MSN	prot	died	prot	died
MSRA_mrna	MSRA	mrna	died	died	died
MSRB2_mrna	MSRB2	mrna	died	died	died
MSRB3_mrna	MSRB3	mrna	died	died	died
MSTO1_mrna	MSTO1	mrna	died	died	died
MSX1_mrna	MSX1	mrna	died	died	died
MT2A_prot	MT2A	prot	died	died	died
MTA1_mrna	MTA1	mrna	died	died	died
MTA2_mrna	MTA2	mrna	died	died	died
MTA2_prot	MTA2	prot	died	prot	died
MTAP_prot	MTAP	prot	died	died	died
MTCH1_prot	MTCH1	prot	died	died	died
MTCH2_mrna	MTCH2	mrna	died	died	died
MTCH2_prot	MTCH2	prot	prot	died	died
MTDH_mrna	MTDH	mrna	died	died	died
MTDH_prot	MTDH	prot	died	died	died
MTERF1_mrna	MTERF1	mrna	died	died	died
MTERF4_mrna	MTERF4	mrna	died	died	died
MTF2_mrna	MTF2	mrna	died	died	died
MTFMT_mrna	MTFMT	mrna	died	died	died
MTFR1_mrna	MTFR1	mrna	died	died	died
MTG1_mrna	MTG1	mrna	died	died	died
MTG2_mrna	MTG2	mrna	died	died	died
MTHFD1L_mrna	MTHFD1L	mrna	died	died	died
MTHFD1L_prot	MTHFD1L	prot	died	died	died
MTHFD1_mrna	MTHFD1	mrna	died	died	died
MTHFD1_prot	MTHFD1	prot	died	died	died
MTHFD2_mrna	MTHFD2	mrna	mrna	died	died
MTIF2_mrna	MTIF2	mrna	died	died	died
MTIF2_prot	MTIF2	prot	prot	died	died
MTMR1_mrna	MTMR1	mrna	died	died	died
MTMR2_mrna	MTMR2	mrna	died	died	died
MTMR3_mrna	MTMR3	mrna	died	died	died
MTMR4_mrna	MTMR4	mrna	died	died	died
MTO1_mrna	MTO1	mrna	died	died	died
MTPAP_prot	MTPAP	prot	prot	died	died
MTPN_prot	MTPN	prot	died	died	died
MTTP_mrna	MTTP	mrna	mrna	died	died
MTTP_prot	MTTP	prot	died	died	died
MTUS1_mrna	MTUS1	mrna	died	died	died
MTX1_mrna	MTX1	mrna	died	died	died
MTX1_prot	MTX1	prot	prot	died	prot
MTX2_mrna	MTX2	mrna	died	mrna	died
MTX2_prot	MTX2	prot	died	died	died
MUC12_prot	MUC12	prot	died	died	died
MUC17_mrna	MUC17	mrna	died	died	died
MUC1_mrna	MUC1	mrna	died	died	died
MUC1_prot	MUC1	prot	died	died	died
MUC2_prot	MUC2	prot	died	died	died
MUC5B_mrna	MUC5B	mrna	died	died	died
MUC5B_prot	MUC5B	prot	died	died	died
MUS81_mrna	MUS81	mrna	died	died	died
MUT_mrna	MUT	mrna	died	died	died
MUT_prot	MUT	prot	died	died	died
MVB12A_mrna	MVB12A	mrna	died	died	died
MVK_mrna	MVK	mrna	mrna	died	died
MVK_prot	MVK	prot	died	died	died
MVP_mrna	MVP	mrna	died	died	died
MVP_prot	MVP	prot	died	prot	died
MX1_mrna	MX1	mrna	died	died	died
MX1_prot	MX1	prot	died	died	died
MXD3_mrna	MXD3	mrna	died	died	died
MXI1_mrna	MXI1	mrna	died	died	died
MXRA5_mrna	MXRA5	mrna	died	died	died
MXRA7_mrna	MXRA7	mrna	died	died	died
MYADM_prot	MYADM	prot	died	died	died
MYBBP1A_prot	MYBBP1A	prot	died	died	died
MYBL2_mrna	MYBL2	mrna	died	died	died
MYBPC2_mrna	MYBPC2	mrna	died	died	died
MYB_mrna	MYB	mrna	died	died	died
MYCBP_mrna	MYCBP	mrna	mrna	died	died
MYCN_mrna	MYCN	mrna	died	mrna	died
MYC_mrna	MYC	mrna	died	died	died
MYD88_mrna	MYD88	mrna	died	died	died
MYH10_prot	MYH10	prot	prot	prot	died
MYH11_mrna	MYH11	mrna	died	died	died
MYH11_prot	MYH11	prot	died	died	died
MYH14_prot	MYH14	prot	died	died	died
MYH7B_mrna	MYH7B	mrna	died	died	died
MYH9_mrna	MYH9	mrna	died	died	died
MYH9_prot	MYH9	prot	died	prot	died
MYL12A_prot	MYL12A	prot	died	died	died
MYL6B_mrna	MYL6B	mrna	died	died	died
MYL6_prot	MYL6	prot	died	died	died
MYL9_mrna	MYL9	mrna	died	died	died
MYL9_prot	MYL9	prot	died	died	died
MYLK_mrna	MYLK	mrna	died	died	died
MYLK_prot	MYLK	prot	died	died	died
MYO10_mrna	MYO10	mrna	mrna	died	died
MYO18A_mrna	MYO18A	mrna	died	died	died
MYO18A_prot	MYO18A	prot	died	died	died
MYO19_mrna	MYO19	mrna	died	died	died
MYO1A_prot	MYO1A	prot	died	died	died
MYO1B_prot	MYO1B	prot	died	died	died
MYO1C_prot	MYO1C	prot	died	died	died
MYO1D_prot	MYO1D	prot	died	died	died
MYO1E_prot	MYO1E	prot	died	died	died
MYO1F_mrna	MYO1F	mrna	died	mrna	died
MYO1F_prot	MYO1F	prot	died	died	died
MYO1G_mrna	MYO1G	mrna	mrna	died	mrna
MYO1G_prot	MYO1G	prot	died	died	died
MYO5B_mrna	MYO5B	mrna	died	mrna	mrna
MYO5B_prot	MYO5B	prot	died	died	died
MYO6_prot	MYO6	prot	died	prot	died
MYO9B_mrna	MYO9B	mrna	died	mrna	died
MYO9B_prot	MYO9B	prot	died	died	died
MYOF_prot	MYOF	prot	died	died	died
MYOM3_mrna	MYOM3	mrna	mrna	died	mrna
MYSM1_mrna	MYSM1	mrna	died	died	died
MZT2B_mrna	MZT2B	mrna	died	died	died
N6AMT2_mrna	N6AMT2	mrna	died	died	died
NAA15_prot	NAA15	prot	died	died	died
NAA16_mrna	NAA16	mrna	died	died	died
NAA20_mrna	NAA20	mrna	died	died	died
NAA25_prot	NAA25	prot	died	died	died
NAA50_mrna	NAA50	mrna	died	died	died
NAA50_prot	NAA50	prot	died	died	died
NAAA_prot	NAAA	prot	died	died	died
NAB1_mrna	NAB1	mrna	died	died	died
NABP2_mrna	NABP2	mrna	died	died	died
NACA_prot	NACA	prot	died	died	died
NACC2_mrna	NACC2	mrna	died	died	died
NADK2_mrna	NADK2	mrna	died	died	died
NADK2_prot	NADK2	prot	died	died	died
NAE1_mrna	NAE1	mrna	died	died	died
NAE1_prot	NAE1	prot	prot	died	died
NAGA_mrna	NAGA	mrna	died	died	died
NAGK_prot	NAGK	prot	died	prot	died
NAGLU_prot	NAGLU	prot	died	died	died
NAMPT_mrna	NAMPT	mrna	died	died	died
NAMPT_prot	NAMPT	prot	died	died	died
NANOS3_mrna	NANOS3	mrna	died	died	died
NANS_prot	NANS	prot	died	died	died
NAP1L1_prot	NAP1L1	prot	died	died	died
NAP1L4_prot	NAP1L4	prot	died	prot	died
NAPA_prot	NAPA	prot	died	died	died
NAPB_mrna	NAPB	mrna	died	died	died
NAPG_prot	NAPG	prot	died	died	died
NAPRT1_prot	NAPRT1	prot	died	died	died
NARS2_mrna	NARS2	mrna	died	mrna	died
NARS_mrna	NARS	mrna	died	died	died
NARS_prot	NARS	prot	prot	died	died
NASP_mrna	NASP	mrna	died	died	died
NASP_prot	NASP	prot	died	died	died
NAT10_mrna	NAT10	mrna	died	died	died
NAT10_prot	NAT10	prot	died	died	died
NAT1_prot	NAT1	prot	died	died	died
NBEAL1_mrna	NBEAL1	mrna	died	died	died
NBEAL2_prot	NBEAL2	prot	died	died	died
NBN_mrna	NBN	mrna	died	died	died
NBN_prot	NBN	prot	prot	prot	prot
NBPF10_mrna	NBPF10	mrna	died	died	died
NBPF15_mrna	NBPF15	mrna	died	died	died
NBPF20_mrna	NBPF20	mrna	died	died	died
NBPF3_mrna	NBPF3	mrna	died	died	died
NCAM1_mrna	NCAM1	mrna	died	died	died
NCAPD2_mrna	NCAPD2	mrna	died	died	died
NCAPD2_prot	NCAPD2	prot	died	died	died
NCAPD3_mrna	NCAPD3	mrna	died	died	died
NCAPG_mrna	NCAPG	mrna	died	died	died
NCAPG_prot	NCAPG	prot	prot	died	died
NCAPH_mrna	NCAPH	mrna	died	died	died
NCBP1_mrna	NCBP1	mrna	died	died	died
NCBP1_prot	NCBP1	prot	died	died	prot
NCBP2_mrna	NCBP2	mrna	mrna	died	died
NCBP3_mrna	NCBP3	mrna	died	died	died
NCDN_mrna	NCDN	mrna	died	mrna	died
NCEH1_prot	NCEH1	prot	died	died	died
NCF1_mrna	NCF1	mrna	mrna	died	died
NCF1_prot	NCF1	prot	died	prot	died
NCF2_prot	NCF2	prot	prot	prot	prot
NCF4_mrna	NCF4	mrna	died	died	died
NCF4_prot	NCF4	prot	died	prot	died
NCK1_mrna	NCK1	mrna	died	died	died
NCKAP1L_mrna	NCKAP1L	mrna	died	mrna	died
NCKAP1_prot	NCKAP1	prot	died	died	died
NCKIPSD_mrna	NCKIPSD	mrna	died	mrna	died
NCLN_prot	NCLN	prot	died	died	died
NCL_mrna	NCL	mrna	died	died	died
NCL_prot	NCL	prot	prot	died	died
NCOA1_mrna	NCOA1	mrna	mrna	died	died
NCOA2_mrna	NCOA2	mrna	died	died	died
NCOA3_mrna	NCOA3	mrna	died	died	died
NCOA5_mrna	NCOA5	mrna	died	died	died
NCOR1_mrna	NCOR1	mrna	died	died	died
NCOR2_mrna	NCOR2	mrna	mrna	mrna	died
NCSTN_prot	NCSTN	prot	died	died	died
ND5_prot	ND5	prot	died	died	died
NDC80_mrna	NDC80	mrna	died	died	died
NDE1_mrna	NDE1	mrna	died	died	died
NDFIP1_mrna	NDFIP1	mrna	died	died	died
NDRG1_prot	NDRG1	prot	died	died	died
NDRG2_mrna	NDRG2	mrna	died	died	died
NDRG2_prot	NDRG2	prot	died	prot	died
NDRG3_mrna	NDRG3	mrna	died	died	died
NDRG3_prot	NDRG3	prot	died	died	died
NDUFA10_prot	NDUFA10	prot	died	died	died
NDUFA11_mrna	NDUFA11	mrna	died	died	died
NDUFA12_prot	NDUFA12	prot	died	died	died
NDUFA13_mrna	NDUFA13	mrna	died	died	died
NDUFA13_prot	NDUFA13	prot	died	died	died
NDUFA2_prot	NDUFA2	prot	died	prot	died
NDUFA4L2_mrna	NDUFA4L2	mrna	died	mrna	died
NDUFA4_mrna	NDUFA4	mrna	died	mrna	died
NDUFA4_prot	NDUFA4	prot	died	died	died
NDUFA5_mrna	NDUFA5	mrna	died	died	died
NDUFA5_prot	NDUFA5	prot	died	died	died
NDUFA6_prot	NDUFA6	prot	died	died	died
NDUFA7_prot	NDUFA7	prot	prot	died	died
NDUFA8_mrna	NDUFA8	mrna	died	died	died
NDUFA8_prot	NDUFA8	prot	died	died	died
NDUFA9_mrna	NDUFA9	mrna	died	died	died
NDUFA9_prot	NDUFA9	prot	died	died	died
NDUFAB1_mrna	NDUFAB1	mrna	died	died	died
NDUFAB1_prot	NDUFAB1	prot	died	died	died
NDUFAF2_prot	NDUFAF2	prot	prot	prot	prot
NDUFAF3_mrna	NDUFAF3	mrna	died	died	died
NDUFAF3_prot	NDUFAF3	prot	died	died	died
NDUFAF5_mrna	NDUFAF5	mrna	died	died	died
NDUFB10_mrna	NDUFB10	mrna	died	died	died
NDUFB10_prot	NDUFB10	prot	died	died	died
NDUFB11_prot	NDUFB11	prot	died	died	died
NDUFB1_mrna	NDUFB1	mrna	died	died	died
NDUFB2_mrna	NDUFB2	mrna	died	died	died
NDUFB3_mrna	NDUFB3	mrna	died	died	died
NDUFB4_mrna	NDUFB4	mrna	died	died	died
NDUFB4_prot	NDUFB4	prot	died	died	died
NDUFB5_mrna	NDUFB5	mrna	died	died	died
NDUFB6_mrna	NDUFB6	mrna	died	died	died
NDUFB6_prot	NDUFB6	prot	died	died	died
NDUFB7_mrna	NDUFB7	mrna	died	died	died
NDUFB8_prot	NDUFB8	prot	died	died	died
NDUFB9_mrna	NDUFB9	mrna	died	died	died
NDUFB9_prot	NDUFB9	prot	died	died	died
NDUFC1_mrna	NDUFC1	mrna	died	died	died
NDUFS1_prot	NDUFS1	prot	died	died	died
NDUFS2_prot	NDUFS2	prot	died	died	died
NDUFS3_prot	NDUFS3	prot	prot	died	died
NDUFS4_prot	NDUFS4	prot	prot	died	died
NDUFS5_prot	NDUFS5	prot	died	died	died
NDUFS6_mrna	NDUFS6	mrna	died	died	died
NDUFS6_prot	NDUFS6	prot	died	died	died
NDUFS7_mrna	NDUFS7	mrna	died	died	died
NDUFS7_prot	NDUFS7	prot	died	died	died
NDUFS8_mrna	NDUFS8	mrna	died	died	died
NDUFS8_prot	NDUFS8	prot	died	died	died
NDUFV1_prot	NDUFV1	prot	died	died	died
NDUFV2_mrna	NDUFV2	mrna	died	died	died
NDUFV2_prot	NDUFV2	prot	died	died	died
NDUFV3_mrna	NDUFV3	mrna	died	died	died
NDUFV3_prot	NDUFV3	prot	died	died	died
NEBL_prot	NEBL	prot	died	died	prot
NECAB1_mrna	NECAB1	mrna	died	died	died
NECAP1_mrna	NECAP1	mrna	died	died	died
NEDD1_mrna	NEDD1	mrna	died	died	died
NEDD4_mrna	NEDD4	mrna	died	died	died
NEDD8_mrna	NEDD8	mrna	died	died	died
NEDD9_mrna	NEDD9	mrna	died	died	died
NEFM_mrna	NEFM	mrna	died	died	died
NEIL2_mrna	NEIL2	mrna	died	died	died
NEIL3_mrna	NEIL3	mrna	died	died	died
NEK1_mrna	NEK1	mrna	died	died	died
NEK2_mrna	NEK2	mrna	died	died	died
NEK3_mrna	NEK3	mrna	died	died	died
NEK8_mrna	NEK8	mrna	died	died	died
NEK9_mrna	NEK9	mrna	died	died	died
NEK9_prot	NEK9	prot	died	died	died
NELFA_prot	NELFA	prot	died	died	died
NELFB_prot	NELFB	prot	died	died	died
NELFCD_prot	NELFCD	prot	prot	died	died
NENF_prot	NENF	prot	died	died	died
NES_prot	NES	prot	died	died	died
NET1_mrna	NET1	mrna	died	died	died
NETO2_mrna	NETO2	mrna	died	died	died
NEU1_prot	NEU1	prot	prot	died	died
NEURL4_mrna	NEURL4	mrna	died	died	died
NEXN_mrna	NEXN	mrna	died	died	died
NEXN_prot	NEXN	prot	died	died	died
NF1_mrna	NF1	mrna	died	died	died
NF2_mrna	NF2	mrna	died	died	died
NFASC_mrna	NFASC	mrna	died	died	died
NFATC2IP_mrna	NFATC2IP	mrna	died	died	died
NFATC4_mrna	NFATC4	mrna	died	died	died
NFE2L2_mrna	NFE2L2	mrna	died	mrna	died
NFE2L3_mrna	NFE2L3	mrna	died	died	died
NFIA_mrna	NFIA	mrna	mrna	died	died
NFIB_mrna	NFIB	mrna	died	died	died
NFIX_mrna	NFIX	mrna	died	died	died
NFKB1_mrna	NFKB1	mrna	died	died	died
NFKB1_prot	NFKB1	prot	prot	prot	prot
NFKB2_mrna	NFKB2	mrna	died	died	died
NFKB2_prot	NFKB2	prot	died	prot	prot
NFKBIA_mrna	NFKBIA	mrna	died	died	died
NFKBIE_mrna	NFKBIE	mrna	died	died	died
NFKBIZ_mrna	NFKBIZ	mrna	died	died	died
NFRKB_mrna	NFRKB	mrna	died	died	died
NFS1_mrna	NFS1	mrna	died	died	died
NFS1_prot	NFS1	prot	prot	died	died
NFX1_mrna	NFX1	mrna	died	died	died
NFYA_mrna	NFYA	mrna	died	died	died
NFYC_mrna	NFYC	mrna	died	died	died
NGLY1_mrna	NGLY1	mrna	died	died	died
NGRN_mrna	NGRN	mrna	died	died	died
NHLRC2_mrna	NHLRC2	mrna	died	mrna	died
NHLRC2_prot	NHLRC2	prot	died	died	died
NHP2L1_prot	NHP2L1	prot	died	died	died
NHP2_prot	NHP2	prot	prot	died	prot
NHSL2_mrna	NHSL2	mrna	died	died	died
NICN1_mrna	NICN1	mrna	died	died	died
NID1_prot	NID1	prot	died	prot	died
NID2_prot	NID2	prot	died	prot	died
NIF3L1_mrna	NIF3L1	mrna	died	died	died
NIF3L1_prot	NIF3L1	prot	died	died	died
NIFK_mrna	NIFK	mrna	died	died	died
NIFK_prot	NIFK	prot	died	died	died
NINL_mrna	NINL	mrna	died	died	died
NIN_mrna	NIN	mrna	died	died	died
NIP7_mrna	NIP7	mrna	died	died	died
NIPSNAP1_mrna	NIPSNAP1	mrna	died	died	died
NIPSNAP1_prot	NIPSNAP1	prot	died	died	died
NIPSNAP3A_prot	NIPSNAP3A	prot	died	died	died
NIT2_prot	NIT2	prot	prot	died	died
NKAIN1_mrna	NKAIN1	mrna	died	died	died
NKAIN4_mrna	NKAIN4	mrna	mrna	died	died
NKG7_mrna	NKG7	mrna	died	died	died
NKIRAS1_mrna	NKIRAS1	mrna	died	died	died
NKIRAS2_mrna	NKIRAS2	mrna	died	died	died
NKTR_mrna	NKTR	mrna	died	died	died
NLE1_mrna	NLE1	mrna	died	died	died
NLE1_prot	NLE1	prot	prot	prot	died
NLGN2_mrna	NLGN2	mrna	died	died	died
NLK_mrna	NLK	mrna	died	died	died
NLN_mrna	NLN	mrna	died	died	died
NLN_prot	NLN	prot	died	died	died
NLRC4_mrna	NLRC4	mrna	died	died	died
NLRC5_mrna	NLRC5	mrna	mrna	died	died
NLRP1_mrna	NLRP1	mrna	died	died	died
NLRP3_mrna	NLRP3	mrna	died	died	died
NLRX1_mrna	NLRX1	mrna	died	died	died
NMD3_mrna	NMD3	mrna	died	died	died
NME1-NME2_mrna	NME1-NME2	mrna	died	mrna	died
NME1_mrna	NME1	mrna	died	died	died
NME2_prot	NME2	prot	died	died	died
NME3_prot	NME3	prot	died	died	died
NMI_prot	NMI	prot	died	died	died
NMNAT3_prot	NMNAT3	prot	died	died	died
NMRAL1_mrna	NMRAL1	mrna	died	died	died
NMT1_mrna	NMT1	mrna	mrna	died	died
NMT1_prot	NMT1	prot	prot	died	prot
NMT2_mrna	NMT2	mrna	died	died	died
NMUR2_mrna	NMUR2	mrna	died	died	died
NNMT_prot	NNMT	prot	died	died	died
NNT_prot	NNT	prot	prot	died	died
NOA1_mrna	NOA1	mrna	died	died	died
NOB1_mrna	NOB1	mrna	died	died	died
NOC2L_prot	NOC2L	prot	died	died	died
NOC3L_mrna	NOC3L	mrna	died	mrna	died
NOC4L_mrna	NOC4L	mrna	mrna	died	died
NOD2_mrna	NOD2	mrna	died	died	died
NOL10_mrna	NOL10	mrna	died	died	died
NOL11_mrna	NOL11	mrna	died	died	died
NOL11_prot	NOL11	prot	died	died	died
NOL3_mrna	NOL3	mrna	died	mrna	mrna
NOL6_mrna	NOL6	mrna	died	died	died
NOL6_prot	NOL6	prot	prot	died	died
NOL7_mrna	NOL7	mrna	died	died	died
NOL9_mrna	NOL9	mrna	died	died	died
NOLC1_mrna	NOLC1	mrna	died	died	died
NOLC1_prot	NOLC1	prot	prot	prot	died
NOM1_mrna	NOM1	mrna	died	died	died
NOMO2_prot	NOMO2	prot	died	died	died
NONO_mrna	NONO	mrna	mrna	died	died
NONO_prot	NONO	prot	prot	prot	died
NOP10_prot	NOP10	prot	died	died	died
NOP14_mrna	NOP14	mrna	died	died	died
NOP2_mrna	NOP2	mrna	died	died	died
NOP2_prot	NOP2	prot	prot	died	died
NOP56_prot	NOP56	prot	prot	died	prot
NOP58_prot	NOP58	prot	died	died	prot
NOS1_mrna	NOS1	mrna	mrna	mrna	died
NOS2_mrna	NOS2	mrna	mrna	mrna	died
NOS2_prot	NOS2	prot	died	died	died
NOS3_mrna	NOS3	mrna	died	died	died
NOX1_mrna	NOX1	mrna	died	died	died
NOX4_mrna	NOX4	mrna	died	died	died
NOX5_mrna	NOX5	mrna	died	died	died
NPAT_mrna	NPAT	mrna	died	died	died
NPC1L1_mrna	NPC1L1	mrna	died	died	died
NPC2_prot	NPC2	prot	died	prot	died
NPEPL1_mrna	NPEPL1	mrna	died	died	died
NPEPL1_prot	NPEPL1	prot	prot	died	died
NPEPPS_prot	NPEPPS	prot	died	died	died
NPLOC4_prot	NPLOC4	prot	died	died	died
NPM1_mrna	NPM1	mrna	died	died	died
NPM1_prot	NPM1	prot	died	died	died
NPM3_mrna	NPM3	mrna	died	died	died
NPTN_mrna	NPTN	mrna	died	died	died
NPY1R_mrna	NPY1R	mrna	died	died	died
