Feature	Gene	Type	Neighbor_inData	NumNeigh_inData
RPL5_prot	RPL5	prot	ARL6IP5_prot;BRIX1_prot;CAND1_prot;CBX5_prot;CD81_prot;CLINT1_prot;CNBP_prot;COPS5_prot;CSNK1A1_prot;CSNK2B_prot;CUL1_prot;CUL3_prot;DDX21_prot;DHX9_prot;EBNA1BP2_prot;EEF1A1_prot;EEF1G_prot;EEF2_prot;EIF2AK2_prot;EIF5A_prot;EIF6_prot;FAU_prot;FBL_prot;FTSJ3_prot;GNL1_prot;GNL3_prot;HNRNPM_prot;HNRNPU_prot;HP1BP3_prot;HSP90AA1_prot;HSP90AB1_prot;ICAM1_prot;ILF2_prot;ILF3_prot;IPO4_prot;KIAA0020_prot;MECP2_prot;MYBBP1A_prot;NAP1L1_prot;NCL_prot;NIFK_prot;NOLC1_prot;NOP2_prot;NOP56_prot;NOP58_prot;NOS2_prot;NPM1_prot;PABPC1_prot;PDCD4_prot;PRKAA1_prot;PRPF4B_prot;PSMB1_prot;PSMD4_prot;PXN_prot;RAD21_prot;RAD23B_prot;RBM28_prot;RPL10_prot;RPL10A_prot;RPL11_prot;RPL12_prot;RPL13_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL22_prot;RPL23_prot;RPL23A_prot;RPL24_prot;RPL27A_prot;RPL28_prot;RPL29_prot;RPL3_prot;RPL30_prot;RPL31_prot;RPL32_prot;RPL36_prot;RPL37A_prot;RPL38_prot;RPL4_prot;RPL6_prot;RPL7_prot;RPL7A_prot;RPL8_prot;RPL9_prot;RPLP0_prot;RPLP2_prot;RPS10_prot;RPS11_prot;RPS12_prot;RPS13_prot;RPS14_prot;RPS15A_prot;RPS16_prot;RPS17_prot;RPS19_prot;RPS2_prot;RPS20_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS25_prot;RPS27A_prot;RPS28_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS6KA1_prot;RPS7_prot;RPS8_prot;RPS9_prot;RPSA_prot;RRP12_prot;RRP1B_prot;RRS1_prot;SLC25A5_prot;SQSTM1_prot;TUBA1A_prot;UBL4A_prot;YWHAZ_prot	126
RPL6_mrna	RPL6	mrna	EEF1B2_prot;EIF3M_prot;NCL_prot;PABPC1_prot;POLR2A_prot;RPS3_prot	6
RPL6_prot	RPL6	prot	CAND1_prot;CD81_prot;CISD1_prot;CNBP_prot;COPS5_prot;COPS6_prot;CUL1_prot;CUL3_prot;CUL4B_prot;DAP3_prot;DDX21_prot;DHX9_prot;EEF1A1_prot;EEF2_prot;EIF2AK2_prot;EIF4A3_prot;EIF6_prot;EPRS_prot;FBL_prot;FTSJ3_prot;GNL3_prot;HNRNPM_prot;HNRNPU_prot;HSP90AB1_prot;ICAM1_prot;ILF2_prot;ILF3_prot;LARP1_prot;M6PR_prot;MAGT1_prot;MOV10_prot;MRPL13_prot;MRPL24_prot;MRPL38_prot;MRPS18A_prot;MRPS22_prot;MRPS35_prot;MRPS5_prot;MRPS9_prot;MYBBP1A_prot;NAP1L1_prot;NCL_prot;NFKB2_prot;NOLC1_prot;NOP2_prot;NOP56_prot;NOP58_prot;NPM1_prot;PRPF8_prot;PSIP1_prot;PSMD4_prot;PTCD3_prot;PTGFRN_prot;PUF60_prot;PXN_prot;RAD21_prot;RAD23B_prot;RALY_prot;RPL10_prot;RPL10A_prot;RPL11_prot;RPL12_prot;RPL13_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL22_prot;RPL23_prot;RPL23A_prot;RPL24_prot;RPL26L1_prot;RPL27_prot;RPL27A_prot;RPL28_prot;RPL29_prot;RPL3_prot;RPL30_prot;RPL31_prot;RPL35_prot;RPL36_prot;RPL37A_prot;RPL4_prot;RPL5_prot;RPL7_prot;RPL7A_prot;RPL8_prot;RPL9_prot;RPLP0_prot;RPLP1_prot;RPS11_prot;RPS12_prot;RPS13_prot;RPS14_prot;RPS15_prot;RPS15A_prot;RPS16_prot;RPS17_prot;RPS19_prot;RPS2_prot;RPS20_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS25_prot;RPS27A_prot;RPS28_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS7_prot;RPS8_prot;RPS9_prot;RPSA_prot;RRS1_prot;SART3_prot;SEL1L_prot;SLC25A5_prot;SQSTM1_prot;SRP14_prot;STAU1_prot;SURF6_prot;TPR_prot;TUFM_prot;U2AF2_prot;UBL4A_prot;UPF1_prot;UQCRB_prot;VCP_prot;VPRBP_prot;YWHAE_prot;YWHAZ_prot	137
RPL7A_prot	RPL7A	prot	ACTA2_prot;AGO2_prot;AIMP1_prot;CCDC47_prot;CNBP_prot;CSNK1A1_prot;CTBP2_prot;CUL3_prot;CUL4A_prot;DARS_prot;EBNA1BP2_prot;EEF1A1_prot;EEF1B2_prot;EEF1E1_prot;EEF2_prot;EIF2AK2_prot;EIF2S1_prot;EIF4A3_prot;EIF6_prot;GNB2L1_prot;H2AFY2_prot;HNRNPM_prot;HNRNPU_prot;HSP90AB1_prot;ICAM1_prot;ILF2_prot;ILF3_prot;KIAA0020_prot;MECP2_prot;MOV10_prot;NCL_prot;NFKB2_prot;NPM1_prot;PABPC1_prot;PSMB1_prot;PSMD4_prot;QARS_prot;RAD23B_prot;RPL10_prot;RPL10A_prot;RPL11_prot;RPL12_prot;RPL13_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL22_prot;RPL23_prot;RPL23A_prot;RPL24_prot;RPL27A_prot;RPL28_prot;RPL29_prot;RPL3_prot;RPL30_prot;RPL31_prot;RPL32_prot;RPL35_prot;RPL36_prot;RPL37A_prot;RPL38_prot;RPL4_prot;RPL5_prot;RPL6_prot;RPL7_prot;RPL8_prot;RPL9_prot;RPLP0_prot;RPLP1_prot;RPS11_prot;RPS12_prot;RPS13_prot;RPS14_prot;RPS15A_prot;RPS16_prot;RPS19_prot;RPS2_prot;RPS20_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS25_prot;RPS27A_prot;RPS28_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS8_prot;RPS9_prot;RPSA_prot;RRS1_prot;SART3_prot;SLC25A5_prot;SLC25A6_prot;SQSTM1_prot;SRRM2_prot;STAU1_prot;UBL4A_prot;UPF1_prot;YWHAZ_prot;ZC3HAV1_prot	107
RPL7L1_mrna	RPL7L1	mrna	CHERP_prot;FKBP5_prot;KRT7_prot;LMO7_prot;PSIP1_prot	5
RPL7_mrna	RPL7	mrna	TBL1XR1_prot;TCEA1_prot	2
RPL7_prot	RPL7	prot	CAND1_prot;CNBP_prot;COPS5_prot;CSNK1A1_prot;CUL3_prot;CUL4B_prot;DDX21_prot;DKC1_prot;EBNA1BP2_prot;EEF2_prot;EIF2AK2_prot;EIF4A3_prot;EIF6_prot;FBL_prot;GNL3_prot;HNRNPM_prot;HNRNPU_prot;HSP90AA1_prot;HSP90AB1_prot;ILF2_prot;ILF3_prot;IPO5_prot;MRPL13_prot;MRPS7_prot;MYBBP1A_prot;NCL_prot;NFKB2_prot;NIFK_prot;NOP2_prot;NOP56_prot;NOP58_prot;NOS2_prot;PABPC1_prot;PHB_prot;POP1_prot;PSMD4_prot;PXN_prot;RAD23B_prot;RALY_prot;RAN_prot;RELA_prot;RPL10_prot;RPL10A_prot;RPL11_prot;RPL12_prot;RPL13_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL22_prot;RPL23_prot;RPL23A_prot;RPL24_prot;RPL26L1_prot;RPL27A_prot;RPL3_prot;RPL30_prot;RPL31_prot;RPL32_prot;RPL35_prot;RPL36_prot;RPL37A_prot;RPL38_prot;RPL4_prot;RPL5_prot;RPL6_prot;RPL7A_prot;RPL8_prot;RPL9_prot;RPLP0_prot;RPS11_prot;RPS12_prot;RPS13_prot;RPS14_prot;RPS15_prot;RPS15A_prot;RPS16_prot;RPS19_prot;RPS2_prot;RPS20_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS25_prot;RPS28_prot;RPS29_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS7_prot;RPS8_prot;RPSA_prot;RRP12_prot;RRS1_prot;SLC25A5_prot;SQSTM1_prot;STK24_prot;TMX1_prot;TUFM_prot;UBL4A_prot;VPRBP_prot;YWHAQ_prot;YWHAZ_prot;ZC3HAV1_prot	110
RPL8_prot	RPL8	prot	EIF3B_mrna;EIF3I_mrna;IRAK1_mrna;MRTO4_mrna;NCL_mrna;NME1-NME2_mrna;NOB1_mrna;PABPC1_mrna;RPS2_mrna;RPS3_mrna;WDR74_mrna;XRCC6_mrna;CAND1_prot;CHDH_prot;CNBP_prot;COPS5_prot;COPS6_prot;CSNK1A1_prot;CSNK2A2_prot;CUL1_prot;CUL3_prot;CUL4B_prot;DUSP23_prot;EBNA1BP2_prot;EEF1G_prot;EIF2AK2_prot;EIF3C_prot;EIF4A1_prot;EIF4A3_prot;FTSJ3_prot;GLYR1_prot;GNL2_prot;H2AFX_prot;H2AFY2_prot;HSPA5_prot;HSPA8_prot;ICAM1_prot;ILF2_prot;ILF3_prot;KIAA0020_prot;MECP2_prot;NCL_prot;NOP2_prot;NOP56_prot;NPM1_prot;PA2G4_prot;PRKCD_prot;PSMD4_prot;PXN_prot;RPL10_prot;RPL10A_prot;RPL11_prot;RPL12_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL23_prot;RPL23A_prot;RPL26L1_prot;RPL27A_prot;RPL28_prot;RPL29_prot;RPL3_prot;RPL30_prot;RPL31_prot;RPL32_prot;RPL36_prot;RPL37A_prot;RPL38_prot;RPL4_prot;RPL5_prot;RPL6_prot;RPL7_prot;RPL7A_prot;RPL9_prot;RPLP0_prot;RPLP2_prot;RPS13_prot;RPS16_prot;RPS17_prot;RPS2_prot;RPS20_prot;RPS23_prot;RPS24_prot;RPS25_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS6_prot;RPS8_prot;RPS9_prot;RPSA_prot;RRS1_prot;SQSTM1_prot;STAU1_prot;SUPT5H_prot;TUBA1C_prot;TUFM_prot;TXN2_prot;UBL4A_prot;YWHAZ_prot;ZC3HAV1_prot	106
RPL9_mrna	RPL9	mrna	CHERP_prot;FKBP5_prot;KRT7_prot;LMO7_prot;PSIP1_prot	5
RPL9_prot	RPL9	prot	CAND1_prot;COPS5_prot;CSNK1A1_prot;CUL1_prot;CUL3_prot;CUL4B_prot;DHPS_prot;DHX9_prot;EEF1A1_prot;EIF2AK2_prot;EIF6_prot;ICAM1_prot;ILF2_prot;ILF3_prot;MOV10_prot;NAP1L1_prot;NCL_prot;NOP56_prot;PLRG1_prot;PRKAA1_prot;PXN_prot;RHOT2_prot;RPL10_prot;RPL10A_prot;RPL11_prot;RPL12_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL23_prot;RPL23A_prot;RPL24_prot;RPL26L1_prot;RPL27_prot;RPL29_prot;RPL3_prot;RPL31_prot;RPL32_prot;RPL37A_prot;RPL4_prot;RPL5_prot;RPL6_prot;RPL7_prot;RPL7A_prot;RPL8_prot;RPLP0_prot;RPS10_prot;RPS11_prot;RPS12_prot;RPS13_prot;RPS14_prot;RPS15_prot;RPS15A_prot;RPS16_prot;RPS17_prot;RPS19_prot;RPS2_prot;RPS20_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS27A_prot;RPS28_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS6KA1_prot;RPS8_prot;RPSA_prot;RRS1_prot;SLC25A5_prot;SORBS2_prot;TUFM_prot;TXN2_prot;UBL4A_prot;UQCRB_prot	82
RPLP0_mrna	RPLP0	mrna	APEX1_prot;EEF1B2_prot;EEF1G_prot;EIF3M_prot;MCM7_prot;NUP37_prot;POLR2A_prot;RANBP1_prot;RPS4X_prot;RUVBL2_prot;SSRP1_prot;XRCC6_prot	12
RPLP0_prot	RPLP0	prot	AIMP1_prot;CAND1_prot;CD81_prot;CNBP_prot;COPS5_prot;CUL1_prot;CUL3_prot;CUL4B_prot;DARS_prot;DBN1_prot;DNAJA1_prot;EEF1E1_prot;EIF2AK2_prot;EIF2S1_prot;FARSA_prot;FARSB_prot;H2AFY2_prot;HNRNPM_prot;HNRNPU_prot;HSP90AA1_prot;HSP90AB1_prot;IARS_prot;ICAM1_prot;ILF2_prot;IQGAP1_prot;LRRFIP1_prot;MARS_prot;NDUFS8_prot;NPM1_prot;PA2G4_prot;PAFAH1B2_prot;PCK1_prot;PRPF40A_prot;PSMD4_prot;PXN_prot;QARS_prot;RAD23B_prot;RARS_prot;RPL10A_prot;RPL11_prot;RPL13_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL22_prot;RPL23_prot;RPL23A_prot;RPL24_prot;RPL28_prot;RPL3_prot;RPL30_prot;RPL31_prot;RPL36_prot;RPL37A_prot;RPL4_prot;RPL5_prot;RPL6_prot;RPL7_prot;RPL7A_prot;RPL8_prot;RPL9_prot;RPLP1_prot;RPLP2_prot;RPS10_prot;RPS11_prot;RPS13_prot;RPS14_prot;RPS15A_prot;RPS16_prot;RPS18_prot;RPS2_prot;RPS20_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS25_prot;RPS27A_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS8_prot;RPSA_prot;RRP1B_prot;RRS1_prot;SQSTM1_prot;STAU1_prot;UBL4A_prot;YWHAE_prot;YWHAQ_prot;YWHAZ_prot;ZC3HAV1_prot	97
RPLP1_mrna	RPLP1	mrna	APEX1_prot;EEF1B2_prot;EEF1G_prot;EIF3M_prot;MCM7_prot;NUP37_prot;POLR2A_prot;RANBP1_prot;RPS4X_prot;RUVBL2_prot;SSRP1_prot;XRCC6_prot	12
RPLP1_prot	RPLP1	prot	CAND1_prot;CLIC1_prot;CNBP_prot;COPS5_prot;COPS6_prot;CSNK1A1_prot;CUL1_prot;CUL3_prot;CUL4A_prot;CUL4B_prot;EEF1A1_prot;EIF2AK2_prot;EIF3A_prot;FARSB_prot;FUS_prot;HNRNPU_prot;HSPA5_prot;IFIT1_prot;IFIT2_prot;IGBP1_prot;ILK_prot;MGMT_prot;MRPS35_prot;NPM1_prot;NSF_prot;NUDT21_prot;PDCD4_prot;PPP2CB_prot;PRKAA1_prot;PSMD4_prot;RAD23B_prot;RIF1_prot;RPA2_prot;RPL11_prot;RPL12_prot;RPL19_prot;RPL23_prot;RPL4_prot;RPL6_prot;RPL7A_prot;RPLP0_prot;RPLP2_prot;RPS10_prot;RPS11_prot;RPS13_prot;RPS15_prot;RPS15A_prot;RPS16_prot;RPS17_prot;RPS19_prot;RPS2_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS25_prot;RPS27A_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS6KA1_prot;RPS7_prot;RPS8_prot;RPSA_prot;RRS1_prot;SQSTM1_prot;TPT1_prot;TUBB2A_prot;UBE2D3_prot;UBL4A_prot;XRCC6_prot	72
RPLP2_mrna	RPLP2	mrna	KHSRP_prot;RPL23A_prot	2
RPLP2_prot	RPLP2	prot	CAND1_prot;CD81_prot;CNBP_prot;CNDP2_prot;COPS5_prot;COPS6_prot;CSNK1A1_prot;CSNK2A2_prot;CTNNB1_prot;CUL1_prot;CUL3_prot;CUL4A_prot;CUL4B_prot;EIF2AK2_prot;HNRNPA1_prot;HNRNPA3_prot;HNRNPU_prot;ICAM1_prot;MAPK13_prot;MECP2_prot;NANS_prot;NFKB2_prot;NPEPPS_prot;PA2G4_prot;PRKAA1_prot;PSMD4_prot;PXN_prot;RAD23B_prot;RPL14_prot;RPL23_prot;RPL28_prot;RPL37A_prot;RPL5_prot;RPL8_prot;RPLP0_prot;RPLP1_prot;RPS11_prot;RPS13_prot;RPS14_prot;RPS15_prot;RPS15A_prot;RPS16_prot;RPS17_prot;RPS2_prot;RPS20_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS25_prot;RPS28_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS6KA1_prot;RPS7_prot;RPS8_prot;RPSA_prot;RRS1_prot;SART3_prot;SQSTM1_prot;STK24_prot;UBL4A_prot;YWHAQ_prot;YWHAZ_prot	66
RPN1_mrna	RPN1	mrna	KHSRP_prot;RPL23A_prot	2
RPN1_prot	RPN1	prot	ARF6_prot;CANX_prot;CCAR2_prot;COPS5_prot;CUL3_prot;EGFR_prot;GSTK1_prot;HSPA5_prot;ILF3_prot;ILK_prot;LRPAP1_prot;MESDC2_prot;MMS19_prot;NELFB_prot;OS9_prot;PDIA4_prot;RBBP4_prot;RPN2_prot;RPSA_prot;SCCPDH_prot;SDF2L1_prot;SEL1L_prot;SLC25A5_prot;SND1_prot;STT3B_prot;SYNCRIP_prot;TECR_prot;UBL4A_prot;VCP_prot;VDAC2_prot	30
RPN2_mrna	RPN2	mrna	CANX_prot;NONO_prot	2
RPN2_prot	RPN2	prot	APOB_prot;ARF6_prot;ATP5A1_prot;AUP1_prot;CANX_prot;CUL3_prot;DAD1_prot;DDOST_prot;GSTK1_prot;ILF3_prot;MLEC_prot;MMS19_prot;NDRG1_prot;PDIA3_prot;PSMD5_prot;RBBP4_prot;RHOA_prot;RPN1_prot;SAP18_prot;STT3B_prot;TM9SF2_prot;UBL4A_prot	22
RPP14_mrna	RPP14	mrna	PML_prot	1
RPP21_mrna	RPP21	mrna	PML_prot	1
RPP25L_mrna	RPP25L	mrna	PML_prot	1
RPP25_mrna	RPP25	mrna	PML_prot	1
RPP30_mrna	RPP30	mrna	H2AFV_prot;HDAC1_prot	2
RPP38_mrna	RPP38	mrna	POLR2A_prot	1
RPP40_mrna	RPP40	mrna	ARID3A_prot;EEF1E1_prot;EIF3M_prot;ELF1_prot;HEATR1_prot;IPO4_prot;KARS_prot;MRPS17_prot;NUP37_prot;RANBP1_prot;RBM28_prot;RUVBL2_prot;SMC3_prot;WDR12_prot	14
RPRD1A_mrna	RPRD1A	mrna	HDAC2_prot	1
RPRD1B_mrna	RPRD1B	mrna	HDAC2_prot	1
RPRD1B_prot	RPRD1B	prot	ACTL6A_prot;ACTR2_prot;ACTR3_prot;ALAD_prot;ARPC4_prot;CALU_prot;DPP9_prot;EFTUD1_prot;FGB_prot;FUBP1_prot;GRPEL1_prot;LPP_prot;NIF3L1_prot;NPLOC4_prot;OGT_prot;OSGEP_prot;PFDN5_prot;POLR2A_prot;POLR2B_prot;POLR2C_prot;PPME1_prot;PPP1R12A_prot;PPP1R7_prot;RANGAP1_prot;RPA1_prot;RPRD2_prot;SAE1_prot;STRAP_prot;SUPT6H_prot;TES_prot;TTLL12_prot;USP47_prot	32
RPRD2_mrna	RPRD2	mrna	HDAC2_prot	1
RPRD2_prot	RPRD2	prot	HSPA8_prot;PPP1CA_prot;RPRD1B_prot;STRAP_prot;UPF1_prot	5
RPRM_mrna	RPRM	mrna	HDAC2_prot	1
RPS10_mrna	RPS10	mrna	DDB1_prot;EEF1B2_prot;HNF4A_prot;MCM3_prot;MCM4_prot;MSH6_prot;NLE1_prot;NONO_prot;PA2G4_prot;PCBP2_prot;PML_prot;RPS23_prot;RPS3_prot;SMARCC1_prot;SSRP1_prot;TFAM_prot;TRIM28_prot;VARS_prot;XRCC5_prot;XRCC6_prot	20
RPS10_prot	RPS10	prot	APP_prot;ATP5O_prot;CAND1_prot;COPS5_prot;CSNK1A1_prot;CUL1_prot;CUL3_prot;EIF2A_prot;EIF2AK2_prot;EIF3A_prot;EIF3E_prot;EIF3K_prot;H2AFX_prot;HIST1H1E_prot;ILK_prot;LARP1_prot;LYAR_prot;MME_prot;MOV10_prot;NFKB2_prot;PFN2_prot;PRKAA1_prot;PRPF19_prot;PRPF3_prot;PRPF4_prot;RAD21_prot;RPL10_prot;RPL11_prot;RPL14_prot;RPL27_prot;RPL28_prot;RPL31_prot;RPL5_prot;RPL9_prot;RPLP0_prot;RPLP1_prot;RPS11_prot;RPS12_prot;RPS13_prot;RPS14_prot;RPS15_prot;RPS15A_prot;RPS16_prot;RPS17_prot;RPS18_prot;RPS19_prot;RPS2_prot;RPS20_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS25_prot;RPS27_prot;RPS27A_prot;RPS28_prot;RPS29_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS6KA1_prot;RPS7_prot;RPS8_prot;RPS9_prot;RPSA_prot;RRS1_prot;SERBP1_prot;SYK_prot;TMCO1_prot;TSR1_prot;UBL4A_prot;UQCRB_prot;WIBG_prot;XRCC6_prot	75
RPS11_mrna	RPS11	mrna	RPL23A_prot	1
RPS11_prot	RPS11	prot	RPL15_mrna;RPL23A_mrna;RPL27A_mrna;APP_prot;CAND1_prot;CDC5L_prot;COPS5_prot;COPS6_prot;CSNK1A1_prot;CSNK2A2_prot;CUL1_prot;CUL3_prot;DDX21_prot;DDX3X_prot;DHX9_prot;EEF1A1_prot;EIF2AK2_prot;EIF3D_prot;EIF4A3_prot;FBL_prot;HDGF_prot;HNRNPM_prot;HNRNPU_prot;ILK_prot;LYAR_prot;MYBBP1A_prot;NAT10_prot;NCSTN_prot;NELFCD_prot;NFKB2_prot;NOP56_prot;NOP58_prot;NPM1_prot;OXSR1_prot;PAK1_prot;PRKAA1_prot;PRKCD_prot;PRKDC_prot;PRPF4B_prot;PSIP1_prot;PSMD4_prot;RAD21_prot;RPL10A_prot;RPL11_prot;RPL12_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL22_prot;RPL23_prot;RPL23A_prot;RPL24_prot;RPL26L1_prot;RPL30_prot;RPL31_prot;RPL35_prot;RPL37A_prot;RPL4_prot;RPL5_prot;RPL6_prot;RPL7_prot;RPL7A_prot;RPL9_prot;RPLP0_prot;RPLP1_prot;RPLP2_prot;RPS10_prot;RPS12_prot;RPS13_prot;RPS14_prot;RPS15A_prot;RPS16_prot;RPS17_prot;RPS18_prot;RPS19_prot;RPS2_prot;RPS20_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS27A_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS6KA1_prot;RPS7_prot;RPS8_prot;RPS9_prot;RTCA_prot;RUVBL2_prot;SF3B6_prot;SND1_prot;SQSTM1_prot;STK24_prot;TUFM_prot;UBL4A_prot;VRK1_prot;VTN_prot;YWHAZ_prot	105
RPS12_mrna	RPS12	mrna	RPL23A_prot	1
RPS12_prot	RPS12	prot	APP_prot;BAG3_prot;CUL1_prot;CUL3_prot;DYNC1LI1_prot;EIF2AK2_prot;EIF3A_prot;EIF3D_prot;EIF3E_prot;GNB2L1_prot;HNRNPD_prot;LARP1_prot;NDUFS6_prot;NPM1_prot;PRDX5_prot;PSMC6_prot;PSMD1_prot;PSMD2_prot;PSMD4_prot;PSMD8_prot;RPL10A_prot;RPL11_prot;RPL12_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL23_prot;RPL24_prot;RPL29_prot;RPL31_prot;RPL35_prot;RPL37A_prot;RPL38_prot;RPL4_prot;RPL5_prot;RPL6_prot;RPL7_prot;RPL7A_prot;RPL9_prot;RPS10_prot;RPS11_prot;RPS13_prot;RPS14_prot;RPS15A_prot;RPS16_prot;RPS18_prot;RPS19_prot;RPS2_prot;RPS20_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS25_prot;RPS27_prot;RPS27A_prot;RPS28_prot;RPS29_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS7_prot;RPS8_prot;RPS9_prot;RPSA_prot;RRS1_prot;TSR1_prot;UBL4A_prot;WIBG_prot	74
RPS13_mrna	RPS13	mrna	POLR2A_prot	1
RPS13_prot	RPS13	prot	ANXA2_prot;CAND1_prot;CD81_prot;CNBP_prot;COPS5_prot;CSK_prot;CSNK1A1_prot;CSNK2A2_prot;CUL1_prot;CUL3_prot;DYNC1I2_prot;EEF1A1_prot;EIF2AK2_prot;EIF3L_prot;FAU_prot;FBL_prot;GNB2L1_prot;H2AFY2_prot;HNRNPA3_prot;HNRNPM_prot;HNRNPU_prot;ICAM1_prot;ILF2_prot;ILF3_prot;ILK_prot;LARP1_prot;LARS_prot;MOV10_prot;MYBBP1A_prot;NFKB2_prot;NOP56_prot;NOP58_prot;OXSR1_prot;PDCD4_prot;PRKAA1_prot;PRPF6_prot;PSMC1_prot;PSMC5_prot;PSMD3_prot;PSMD7_prot;RAD21_prot;RBM39_prot;RELA_prot;RPL10_prot;RPL10A_prot;RPL11_prot;RPL12_prot;RPL13_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL22_prot;RPL23_prot;RPL23A_prot;RPL24_prot;RPL27_prot;RPL3_prot;RPL30_prot;RPL31_prot;RPL37A_prot;RPL38_prot;RPL4_prot;RPL5_prot;RPL6_prot;RPL7_prot;RPL7A_prot;RPL8_prot;RPL9_prot;RPLP0_prot;RPLP1_prot;RPLP2_prot;RPS10_prot;RPS11_prot;RPS12_prot;RPS14_prot;RPS15_prot;RPS15A_prot;RPS16_prot;RPS17_prot;RPS18_prot;RPS19_prot;RPS2_prot;RPS20_prot;RPS21_prot;RPS23_prot;RPS24_prot;RPS25_prot;RPS27_prot;RPS27A_prot;RPS28_prot;RPS29_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS6KA1_prot;RPS7_prot;RPS8_prot;RPS9_prot;RPSA_prot;RRS1_prot;RSL1D1_prot;SRRM2_prot;STK24_prot;TSR1_prot;TUFM_prot;U2AF1_prot;VCP_prot;WIBG_prot;YWHAZ_prot;ZC3HAV1_prot	116
RPS14_mrna	RPS14	mrna	GNB2L1_prot;MCM4_prot;RBM14_prot;RPL23A_prot	4
