Feature	Gene	Type	Neighbor_inData	NumNeigh_inData
MYO9B_prot	MYO9B	prot	ARFGEF1_prot;BPNT1_prot;PKN2_prot;RHOA_prot;SQSTM1_prot	5
MYOCD_mrna	MYOCD	mrna	GNB2_prot;RELA_prot	2
MYOF_mrna	MYOF	mrna	GNB2_prot;RELA_prot	2
MYOF_prot	MYOF	prot	DNM2_prot;EHD2_prot;ILF2_prot;ISG15_prot;MATR3_prot;YWHAZ_prot	6
MYOM1_mrna	MYOM1	mrna	GNB2_prot;RELA_prot	2
MYOM3_mrna	MYOM3	mrna	SMC3_prot	1
MYOT_mrna	MYOT	mrna	SMC3_prot	1
MYOZ1_mrna	MYOZ1	mrna	SMC3_prot	1
MYOZ3_mrna	MYOZ3	mrna	SMC3_prot	1
MYPN_mrna	MYPN	mrna	SMC3_prot	1
MYPOP_mrna	MYPOP	mrna	SMC3_prot	1
MYRFL_mrna	MYRFL	mrna	SMC3_prot	1
MYRF_mrna	MYRF	mrna	SMC3_prot	1
MYRIP_mrna	MYRIP	mrna	SMC3_prot	1
MYSM1_mrna	MYSM1	mrna	AHCTF1_prot	1
MYZAP_mrna	MYZAP	mrna	AHCTF1_prot	1
MZB1_mrna	MZB1	mrna	AHCTF1_prot	1
MZT1_mrna	MZT1	mrna	AHCTF1_prot	1
MZT2A_mrna	MZT2A	mrna	AHCTF1_prot	1
MZT2B_mrna	MZT2B	mrna	RAD21_prot	1
N4BP1_mrna	N4BP1	mrna	RAD21_prot	1
N4BP2L1_mrna	N4BP2L1	mrna	RAD21_prot	1
N4BP2L2_mrna	N4BP2L2	mrna	RAD21_prot	1
N4BP2_mrna	N4BP2	mrna	RAD21_prot	1
N4BP3_mrna	N4BP3	mrna	RAD21_prot	1
N6AMT1_mrna	N6AMT1	mrna	RAD21_prot	1
N6AMT2_mrna	N6AMT2	mrna	POLR2A_prot	1
NAA10_mrna	NAA10	mrna	POLR2A_prot	1
NAA15_mrna	NAA15	mrna	POLR2A_prot	1
NAA15_prot	NAA15	prot	DDI2_prot;FGB_prot;MATR3_prot;NAA50_prot;RAD21_prot;STAT1_prot;TSNAX_prot;USP47_prot;VPS26A_prot;XRCC5_prot;XRCC6_prot	11
NAA16_mrna	NAA16	mrna	HNF4A_prot	1
NAA20_mrna	NAA20	mrna	RAD21_prot	1
NAA25_mrna	NAA25	mrna	RAD21_prot	1
NAA25_prot	NAA25	prot	APP_prot;PARP9_prot	2
NAA30_mrna	NAA30	mrna	RAD21_prot	1
NAA35_mrna	NAA35	mrna	RAD21_prot	1
NAA38_mrna	NAA38	mrna	RAD21_prot	1
NAA40_mrna	NAA40	mrna	RAD21_prot	1
NAA50_mrna	NAA50	mrna	STAT3_prot	1
NAA50_prot	NAA50	prot	FGB_prot;NAA15_prot;SERPINB5_prot	3
NAA60_mrna	NAA60	mrna	STAT3_prot	1
NAAA_mrna	NAAA	mrna	STAT3_prot	1
NAAA_prot	NAAA	prot	APP_prot;CYB5R1_prot;ITGAV_prot;NAGLU_prot;OS9_prot;SEC23IP_prot;SIAE_prot;TUBA4A_prot;UGDH_prot	9
NAALAD2_mrna	NAALAD2	mrna	STAT3_prot	1
NAALADL1_mrna	NAALADL1	mrna	STAT3_prot	1
NAALADL2_mrna	NAALADL2	mrna	STAT3_prot	1
NAB1_mrna	NAB1	mrna	AHCTF1_prot	1
NAB2_mrna	NAB2	mrna	AHCTF1_prot	1
NABP1_mrna	NABP1	mrna	AHCTF1_prot	1
NABP2_mrna	NABP2	mrna	ELF1_prot	1
NACA2_mrna	NACA2	mrna	ELF1_prot	1
NACAD_mrna	NACAD	mrna	ELF1_prot	1
NACA_mrna	NACA	mrna	ELF1_prot	1
NACA_prot	NACA	prot	CSNK1A1_prot;CUL3_prot;HDGF_prot;ISG15_prot;PC_prot;PDS5A_prot;PPP2R1A_prot;RAD21_prot;RIF1_prot;RPS6KA1_prot;SRP54_prot;TXLNA_prot;UCHL5_prot	13
NACC1_mrna	NACC1	mrna	ELF1_prot	1
NACC2_mrna	NACC2	mrna	HDAC2_prot	1
NADK2_mrna	NADK2	mrna	POLR2A_prot	1
NADK2_prot	NADK2	prot	DNAJB11_prot;DYNLL1_prot;FERMT2_prot;HTRA2_prot;MPST_prot;PNP_prot;STMN1_prot;SUCLA2_prot;TMEM189_prot;VPS29_prot	10
NADSYN1_mrna	NADSYN1	mrna	POLR2A_prot	1
NAE1_mrna	NAE1	mrna	EEF1E1_prot;MRPS17_prot;MSH2_prot;NUP37_prot;RANBP1_prot;TCERG1_prot;WDR5_prot	7
NAE1_prot	NAE1	prot	APEX1_prot;APP_prot;ATIC_prot;CAPN2_prot;DCPS_prot;MCTS1_prot;MSN_prot;NSFL1C_prot;NUCB2_prot;PAFAH1B2_prot;PAPSS1_prot;PCYT2_prot;PDIA4_prot;PROSC_prot;RAP1GDS1_prot;TRIP12_prot;TUFM_prot;TXNRD1_prot;UBA3_prot;UBE2M_prot;XPO1_prot	21
NAF1_mrna	NAF1	mrna	EEF1E1_prot;MRPS17_prot;MSH2_prot;NUP37_prot;RANBP1_prot;TCERG1_prot;WDR5_prot	7
NAGA_mrna	NAGA	mrna	CORO1B_prot	1
NAGK_mrna	NAGK	mrna	CORO1B_prot	1
NAGK_prot	NAGK	prot	BCCIP_prot;CHORDC1_prot;CNN2_prot;DDX39A_prot;GDA_prot;GNAI2_prot;GNPNAT1_prot;HNRNPH1_prot;HSPD1_prot;KYNU_prot;LACTB2_prot;LDHA_prot;MCM3_prot;MCM5_prot;PKM_prot;PROSC_prot;RBM3_prot;SCRN1_prot;SF1_prot;SF3B3_prot;SMS_prot;SORD_prot;TES_prot;WDR1_prot;WDR82_prot	25
NAGLU_mrna	NAGLU	mrna	CORO1B_prot	1
NAGLU_prot	NAGLU	prot	LGALS9_prot;NAAA_prot;PLAUR_prot;PRG3_prot;SIAE_prot	5
NAGPA_mrna	NAGPA	mrna	CORO1B_prot	1
NAGS_mrna	NAGS	mrna	CORO1B_prot	1
NAIF1_mrna	NAIF1	mrna	CORO1B_prot	1
NALCN_mrna	NALCN	mrna	CORO1B_prot	1
NAMPT_mrna	NAMPT	mrna	NFKB1_prot;RELA_prot	2
NAMPT_prot	NAMPT	prot	ANXA6_prot;ASS1_prot;CD81_prot;CTSA_prot;FTL_prot;GBAS_prot;GGT1_prot;GSR_prot;NDRG1_prot;UBE2L6_prot	10
NANOS1_mrna	NANOS1	mrna	NFKB1_prot;RELA_prot	2
NANOS3_mrna	NANOS3	mrna	HDAC2_prot	1
NANP_mrna	NANP	mrna	HDAC2_prot	1
NANS_mrna	NANS	mrna	HDAC2_prot	1
NANS_prot	NANS	prot	ASS1_prot;ATG3_prot;BAG3_prot;CKB_prot;CNDP2_prot;CRK_prot;EIF4E_prot;GBP2_prot;HSP90AA1_prot;HSP90AB1_prot;NPEPPS_prot;PCMT1_prot;PDIA3_prot;RAD23B_prot;RPLP2_prot;SLC9A3R1_prot	16
NAP1L1_mrna	NAP1L1	mrna	HDAC2_prot	1
NAP1L1_prot	NAP1L1	prot	ATG5_prot;BAG3_prot;CAND1_prot;CHORDC1_prot;COPS2_prot;COPS5_prot;CSNK2A1_prot;CSNK2B_prot;CUL1_prot;CUL3_prot;CUL4B_prot;DLST_prot;EIF3C_prot;FNTA_prot;GNAS_prot;H2AFX_prot;HBA1_prot;IPO9_prot;NAP1L4_prot;NOP56_prot;NOS2_prot;NPM1_prot;OSBP_prot;PDCD4_prot;PES1_prot;PSMD4_prot;RAD21_prot;RBBP4_prot;RPL10A_prot;RPL11_prot;RPL12_prot;RPL14_prot;RPL15_prot;RPL17_prot;RPL18_prot;RPL23A_prot;RPL24_prot;RPL31_prot;RPL36A_prot;RPL37A_prot;RPL5_prot;RPL6_prot;RPL9_prot;RPS15_prot;RPS3_prot;RPS3A_prot;RPS4X_prot;RPS6_prot;SET_prot;THUMPD1_prot;TRAF2_prot;UBA2_prot;UBE2O_prot;VTN_prot	54
NAP1L2_mrna	NAP1L2	mrna	HDAC2_prot	1
NAP1L3_mrna	NAP1L3	mrna	HDAC2_prot	1
NAP1L4_prot	NAP1L4	prot	CAND1_prot;CSNK2A1_prot;CUL1_prot;CUL3_prot;EIF3A_prot;EIF3C_prot;EIF3E_prot;HIST2H3A_prot;KARS_prot;KHSRP_prot;LARP7_prot;MAPK13_prot;NAP1L1_prot;NCBP1_prot;NCL_prot;NPM1_prot;NSUN2_prot;PES1_prot;RPL18_prot;SQSTM1_prot;UBR5_prot;VPRBP_prot	22
NAP1L5_mrna	NAP1L5	mrna	HDAC2_prot	1
NAPA_mrna	NAPA	mrna	HDAC2_prot	1
NAPA_prot	NAPA	prot	ADARB1_mrna;CAPZB_mrna;FAM69B_mrna;FNDC5_mrna;HPS6_mrna;MXI1_mrna;PWWP2B_mrna;TMEM105_mrna;TNK2_mrna;ZDHHC1_mrna;ZNF771_mrna;APP_prot;DHX29_prot;NAPG_prot;NSF_prot;RTN4_prot;SEC22B_prot;SNAP23_prot;STX12_prot;STX7_prot;VCP_prot	21
NAPB_mrna	NAPB	mrna	STAT3_prot	1
NAPEPLD_mrna	NAPEPLD	mrna	STAT3_prot	1
NAPG_mrna	NAPG	mrna	STAT3_prot	1
NAPG_prot	NAPG	prot	NAPA_prot;NSF_prot;SEC22B_prot;STX12_prot;STX7_prot	5
NAPRT1_prot	NAPRT1	prot	LNPEP_prot	1
NAPSA_mrna	NAPSA	mrna	STAT3_prot	1
NARFL_mrna	NARFL	mrna	STAT3_prot	1
NARF_mrna	NARF	mrna	STAT3_prot	1
NARS2_mrna	NARS2	mrna	ELF1_prot;KARS_prot;NUP37_prot	3
NARS_mrna	NARS	mrna	ELF1_prot	1
NARS_prot	NARS	prot	AARS_prot;C1QBP_prot;EIF4B_prot;EPRS_prot;FGB_prot;GANAB_prot;GARS_prot;HDAC2_prot;IARS_prot;JUP_prot;KARS_prot;LARS_prot;OSBP_prot;PLOD2_prot;PSMD4_prot;PUS1_prot;PXN_prot;RAD23B_prot;RARS_prot;RPL24_prot;SAMHD1_prot;SEC23A_prot;SF1_prot;SQSTM1_prot;USP47_prot;XPO7_prot;XRCC5_prot;XRCC6_prot	28
NASP_mrna	NASP	mrna	KPNA2_prot;MCM2_prot;MCM3_prot;MCM5_prot;MCM7_prot;MSH2_prot;NCL_prot;POLR2A_prot;RBBP4_prot;SUPT16H_prot	10
NASP_prot	NASP	prot	ANP32B_mrna;ASPM_mrna;BUB1B_mrna;CCNB2_mrna;CDCA7_mrna;CDCA8_mrna;CENPK_mrna;CENPM_mrna;CENPN_mrna;DTL_mrna;DUT_mrna;FANCG_mrna;FANCI_mrna;FBXO5_mrna;GMNN_mrna;GTSE1_mrna;HDAC1_mrna;HELLS_mrna;HMMR_mrna;KIAA0101_mrna;KPNA2_mrna;LMNB2_mrna;MCM2_mrna;MCM3_mrna;MCM5_mrna;MCM7_mrna;MSH2_mrna;NCAPD3_mrna;NCL_mrna;NDC80_mrna;PCNA_mrna;PLK4_mrna;PNN_mrna;RBBP4_mrna;SMC4_mrna;STX5_mrna;SUPT16H_mrna;TMPO_mrna;TOP2A_mrna;TRIM33_mrna;TYMS_mrna;UBE2C_mrna;USP1_mrna;ARF6_prot;ATG7_prot;ATP6V1C1_prot;BAG3_prot;HAT1_prot;HIST1H3A_prot;HIST2H3A_prot;HIST4H4_prot;IPO4_prot;MAPK13_prot;MAT2B_prot;PPP3CA_prot;PTK2_prot;RBBP4_prot;SHMT2_prot;SNX1_prot;STIP1_prot;TBCD_prot;VCP_prot	62
NAT10_mrna	NAT10	mrna	ELAVL1_prot;ILF3_prot;MCM3_prot;NLE1_prot;RBMX_prot;SF3B3_prot;SSRP1_prot	7
NAT10_prot	NAT10	prot	ANP32B_mrna;CAD_mrna;CCT3_mrna;DOLPP1_mrna;EIF3B_mrna;ELAVL1_mrna;ILF3_mrna;ITPA_mrna;MCM3_mrna;MEN1_mrna;NLE1_mrna;PPM1G_mrna;PSME3_mrna;RBMX_mrna;RNPS1_mrna;SF3B3_mrna;SLC5A6_mrna;SSRP1_mrna;TROAP_mrna;TSEN54_mrna;CAND1_prot;CUL1_prot;CUL3_prot;LYAR_prot;MECP2_prot;OTUB1_prot;RPL18A_prot;RPS11_prot;RPS14_prot;RPS2_prot;RPS8_prot;THUMPD1_prot;TOP1_prot;UTP20_prot	34
NAT14_mrna	NAT14	mrna	ELAVL1_prot;ILF3_prot;MCM3_prot;NLE1_prot;RBMX_prot;SF3B3_prot;SSRP1_prot	7
NAT16_mrna	NAT16	mrna	ELAVL1_prot;ILF3_prot;MCM3_prot;NLE1_prot;RBMX_prot;SF3B3_prot;SSRP1_prot	7
NAT1_mrna	NAT1	mrna	KPNA2_prot;MCM2_prot;MCM3_prot;MCM5_prot;MCM7_prot;MSH2_prot;NCL_prot;POLR2A_prot;RBBP4_prot;SUPT16H_prot	10
NAT1_prot	NAT1	prot	ICAM1_prot	1
NAT2_mrna	NAT2	mrna	ELAVL1_prot;ILF3_prot;MCM3_prot;NLE1_prot;RBMX_prot;SF3B3_prot;SSRP1_prot	7
NAT6_mrna	NAT6	mrna	ELAVL1_prot;ILF3_prot;MCM3_prot;NLE1_prot;RBMX_prot;SF3B3_prot;SSRP1_prot	7
NAT8L_mrna	NAT8L	mrna	ELAVL1_prot;ILF3_prot;MCM3_prot;NLE1_prot;RBMX_prot;SF3B3_prot;SSRP1_prot	7
NAT8_mrna	NAT8	mrna	ELAVL1_prot;ILF3_prot;MCM3_prot;NLE1_prot;RBMX_prot;SF3B3_prot;SSRP1_prot	7
NAT9_mrna	NAT9	mrna	ELAVL1_prot;ILF3_prot;MCM3_prot;NLE1_prot;RBMX_prot;SF3B3_prot;SSRP1_prot	7
NATD1_mrna	NATD1	mrna	ELAVL1_prot;ILF3_prot;MCM3_prot;NLE1_prot;RBMX_prot;SF3B3_prot;SSRP1_prot	7
NAV1_mrna	NAV1	mrna	ELAVL1_prot;ILF3_prot;MCM3_prot;NLE1_prot;RBMX_prot;SF3B3_prot;SSRP1_prot	7
NAV2_mrna	NAV2	mrna	ELAVL1_prot;ILF3_prot;MCM3_prot;NLE1_prot;RBMX_prot;SF3B3_prot;SSRP1_prot	7
NAV3_mrna	NAV3	mrna	ELAVL1_prot;ILF3_prot;MCM3_prot;NLE1_prot;RBMX_prot;SF3B3_prot;SSRP1_prot	7
NBAS_mrna	NBAS	mrna	ELAVL1_prot;ILF3_prot;MCM3_prot;NLE1_prot;RBMX_prot;SF3B3_prot;SSRP1_prot	7
NBEAL1_mrna	NBEAL1	mrna	POLR2A_prot	1
NBEAL2_mrna	NBEAL2	mrna	POLR2A_prot	1
NBEAL2_prot	NBEAL2	prot	EGFR_prot	1
NBEA_mrna	NBEA	mrna	ELAVL1_prot;ILF3_prot;MCM3_prot;NLE1_prot;RBMX_prot;SF3B3_prot;SSRP1_prot	7
NBL1_mrna	NBL1	mrna	POLR2A_prot	1
NBN_mrna	NBN	mrna	ELF1_prot;PML_prot	2
NBN_prot	NBN	prot	ACTR2_mrna;BAZ1A_mrna;BBS1_mrna;KCTD20_mrna;KLHDC9_mrna;MIER1_mrna;PTPN2_mrna;RBM34_mrna;STK4_mrna;TANK_mrna;TUBGCP4_mrna;USP16_mrna;ZCCHC7_mrna;DDX1_prot;H2AFX_prot;HIST1H3A_prot;HSPA4_prot;IPO5_prot;LIG3_prot;MDC1_prot;MRE11A_prot;MSH2_prot;MSH6_prot;NCL_prot;PARP1_prot;PRKDC_prot;RAD50_prot;SMC1A_prot;TP53BP1_prot;TUBG1_prot;UBE2N_prot;XRCC5_prot	32
NBPF10_mrna	NBPF10	mrna	POLR2A_prot;RAD21_prot;SMC3_prot	3
NBPF11_mrna	NBPF11	mrna	POLR2A_prot;RAD21_prot;SMC3_prot	3
NBPF12_mrna	NBPF12	mrna	POLR2A_prot;RAD21_prot;SMC3_prot	3
NBPF14_mrna	NBPF14	mrna	POLR2A_prot;RAD21_prot;SMC3_prot	3
NBPF15_mrna	NBPF15	mrna	DNASE1_prot	1
NBPF20_mrna	NBPF20	mrna	POLR2A_prot;RAD21_prot;SMC3_prot	3
NBPF3_mrna	NBPF3	mrna	POLR2A_prot	1
NBPF4_mrna	NBPF4	mrna	POLR2A_prot	1
NBPF9_mrna	NBPF9	mrna	POLR2A_prot	1
NBR1_mrna	NBR1	mrna	POLR2A_prot	1
NCALD_mrna	NCALD	mrna	POLR2A_prot	1
NCAM1_mrna	NCAM1	mrna	KLC1_prot;NFKB1_prot;RELA_prot	3
NCAM2_mrna	NCAM2	mrna	KLC1_prot;NFKB1_prot;RELA_prot	3
NCAPD2_mrna	NCAPD2	mrna	HMGA1_prot;ILF3_prot;KHSRP_prot;MCM2_prot;MCM3_prot;MCM4_prot;MCM5_prot;MCM7_prot;NCAPG_prot;POLD1_prot;PTBP1_prot;RUVBL1_prot;RUVBL2_prot;SF3B3_prot;SMARCC1_prot;SSRP1_prot	16
NCAPD2_prot	NCAPD2	prot	ASF1B_mrna;ASPM_mrna;AURKB_mrna;BIRC5_mrna;BUB1_mrna;BUB1B_mrna;C19orf48_mrna;CAD_mrna;CCNB1_mrna;CCNB2_mrna;CCT5_mrna;CDC20_mrna;CDC25C_mrna;CDCA3_mrna;CDCA5_mrna;CDCA8_mrna;CDT1_mrna;CENPK_mrna;CENPM_mrna;CHEK1_mrna;DDX11_mrna;DEPDC1B_mrna;DHFR_mrna;DIAPH3_mrna;DNAJA4_mrna;DTL_mrna;ERCC6L_mrna;EXO1_mrna;FANCI_mrna;FOXM1_mrna;GINS2_mrna;GINS4_mrna;GTSE1_mrna;HJURP_mrna;HMGA1_mrna;ILF3_mrna;KHSRP_mrna;KIAA0101_mrna;KIF11_mrna;KIF20A_mrna;KIF23_mrna;KIF2C_mrna;KIF4A_mrna;LMNB2_mrna;LSM2_mrna;MCM10_mrna;MCM2_mrna;MCM3_mrna;MCM4_mrna;MCM5_mrna;MCM7_mrna;MELK_mrna;MKI67_mrna;MYBL2_mrna;NCAPG_mrna;NCOA1_mrna;NDC80_mrna;NUF2_mrna;NUSAP1_mrna;PHF19_mrna;POLD1_mrna;PTBP1_mrna;RACGAP1_mrna;RAD54L_mrna;RCC1_mrna;RRM2_mrna;RUVBL1_mrna;RUVBL2_mrna;SAC3D1_mrna;SAE1_mrna;SF3B3_mrna;SHCBP1_mrna;SHMT2_mrna;SMARCC1_mrna;SNRPF_mrna;SPC24_mrna;SPC25_mrna;SSRP1_mrna;TACC3_mrna;TCF3_mrna;TIMELESS_mrna;TK1_mrna;TOP2A_mrna;TPX2_mrna;TRMT1_mrna;TTK_mrna;TYMS_mrna;UBE2C_mrna;WHSC1_mrna;XPO5_mrna;ZWINT_mrna;ARPC1A_prot;C1QBP_prot;CCAR2_prot;DPEP1_prot;FLNC_prot;HSPD1_prot;NCAPG_prot;NUP153_prot;PABPC4_prot;PARP1_prot;PNPT1_prot;RAD21_prot;RPS5_prot;SMC2_prot;SMC4_prot;TXNL1_prot;XRCC1_prot	108
NCAPD3_mrna	NCAPD3	mrna	EIF4A3_prot;KPNA2_prot;MCM2_prot;MCM3_prot;MCM7_prot;NASP_prot;SSRP1_prot	7
NCAPG_mrna	NCAPG	mrna	HMGB2_prot;IGF2BP3_prot;MCM4_prot;MSH2_prot;NCAPD2_prot;RBM12_prot;RFC5_prot;SSRP1_prot	8
NCAPG_prot	NCAPG	prot	ACAT2_mrna;ACTL6A_mrna;ALG10_mrna;AMMECR1_mrna;ANLN_mrna;ASPM_mrna;ATAD2_mrna;AURKA_mrna;AURKB_mrna;BIRC5_mrna;BRCA2_mrna;BRIP1_mrna;BUB1_mrna;C18orf54_mrna;C1orf112_mrna;C2orf49_mrna;C5orf34_mrna;C9orf40_mrna;CASC5_mrna;CBX3_mrna;CCDC138_mrna;CCDC88A_mrna;CCNA2_mrna;CCNB1_mrna;CCNE2_mrna;CCT6A_mrna;CDC20_mrna;CDC25A_mrna;CDC25C_mrna;CDC6_mrna;CDCA2_mrna;CDK2_mrna;CDKN3_mrna;CDT1_mrna;CENPA_mrna;CENPF_mrna;CENPH_mrna;CENPI_mrna;CENPK_mrna;CENPN_mrna;CEP152_mrna;CEP55_mrna;CEP78_mrna;CHEK1_mrna;CHML_mrna;CKAP2_mrna;CKS2_mrna;CNOT4_mrna;CSNK2A2_mrna;CTTN_mrna;DDX11_mrna;DEPDC1_mrna;DEPDC1B_mrna;DHFR_mrna;DIAPH3_mrna;DNMT1_mrna;DONSON_mrna;DSN1_mrna;DTL_mrna;ERCC6L_mrna;ESCO2_mrna;EXO1_mrna;EXOSC3_mrna;EXOSC8_mrna;FANCB_mrna;FANCD2_mrna;FANCI_mrna;FBXO5_mrna;FN1_mrna;GEN1_mrna;GINS1_mrna;GPR89A_mrna;GTSE1_mrna;HELLS_mrna;HMGB2_mrna;HMMR_mrna;IGF2BP3_mrna;KIAA0101_mrna;KIAA1524_mrna;KIF11_mrna;KIF14_mrna;KIF18A_mrna;KIF23_mrna;KIF2C_mrna;KIF4A_mrna;KLHL8_mrna;KNTC1_mrna;LMBRD1_mrna;LMNB1_mrna;MAD2L1_mrna;MASTL_mrna;MCAM_mrna;MCM10_mrna;MCM4_mrna;MCM8_mrna;MELK_mrna;MKI67_mrna;MND1_mrna;MSH2_mrna;MTDH_mrna;NCAPD2_mrna;NCOA1_mrna;NDC80_mrna;NEK2_mrna;NT5DC4_mrna;NUF2_mrna;NUFIP1_mrna;NUSAP1_mrna;PBK_mrna;PGM5_mrna;PHF19_mrna;PINK1_mrna;PLK4_mrna;POLR2D_mrna;PPAT_mrna;PRIM2_mrna;PRKDC_mrna;PSMC3IP_mrna;RACGAP1_mrna;RAD18_mrna;RAD51_mrna;RAD51AP1_mrna;RAD54L_mrna;RBM12_mrna;RFC3_mrna;RFC5_mrna;RFWD3_mrna;RNF146_mrna;RPE_mrna;RRM1_mrna;RRM2_mrna;SEC16A_mrna;SGOL1_mrna;SGOL2_mrna;SHCBP1_mrna;SKP2_mrna;SLBP_mrna;SMC4_mrna;SNRPD1_mrna;SPC25_mrna;SPIN4_mrna;SSRP1_mrna;STIL_mrna;SYNGR3_mrna;TACC3_mrna;TAF1A_mrna;TIMELESS_mrna;TK1_mrna;TMPO_mrna;TNS1_mrna;TOP2A_mrna;TTF2_mrna;TTK_mrna;TYMS_mrna;VRK1_mrna;WDHD1_mrna;WDR76_mrna;WHSC1_mrna;XPOT_mrna;YEATS4_mrna;ZBTB4_mrna;ZBTB47_mrna;ZNF367_mrna;ARF6_prot;ARPC1A_prot;CCAR2_prot;CUL3_prot;DPEP1_prot;EPS15L1_prot;FEN1_prot;LIG3_prot;NCAPD2_prot;NPM1_prot;PARP1_prot;PLEC_prot;POLD1_prot;RAD21_prot;SMC2_prot;SMC4_prot;XRCC1_prot	180
NCAPH_mrna	NCAPH	mrna	ELF1_prot	1
NCBP1_mrna	NCBP1	mrna	BUB3_prot;DHX9_prot;EPRS_prot;G3BP1_prot;PPP2R1B_prot;PSPC1_prot;RBM14_prot;RPAP3_prot;SRP72_prot;SSB_prot;SSBP1_prot;STIP1_prot;TFAM_prot;TPR_prot;UPF1_prot;WDR36_prot	16
NCBP1_prot	NCBP1	prot	AGO2_prot;ALYREF_prot;CAND1_prot;CNBP_prot;COPS5_prot;CUL1_prot;CUL3_prot;DDX39B_prot;DDX3X_prot;EIF3A_prot;EIF3B_prot;EIF4A3_prot;EIF4E_prot;EIF4G1_prot;EIF4G2_prot;GARS_prot;GFPT1_prot;GSTK1_prot;HNRNPA1_prot;HNRNPC_prot;HNRNPF_prot;HNRNPH1_prot;KPNA2_prot;KPNB1_prot;MVP_prot;NAP1L4_prot;NCL_prot;NXF1_prot;PABPC1_prot;PARN_prot;POLDIP3_prot;PPM1G_prot;PUS1_prot;RPS6_prot;RUVBL1_prot;SERPINE2_prot;SF3A2_prot;SNRNP70_prot;SRSF9_prot;STAU1_prot;THOC1_prot;THOC2_prot;THOC6_prot;UPF1_prot;VAT1_prot;XPO1_prot;YWHAE_prot;YWHAG_prot	48
NCBP2_mrna	NCBP2	mrna	CUL4B_prot;PSPC1_prot;RAD21_prot;RBM14_prot;SMC3_prot;STIP1_prot	6
NCBP3_mrna	NCBP3	mrna	HDAC2_prot	1
NCCRP1_mrna	NCCRP1	mrna	HDAC2_prot	1
NCDN_mrna	NCDN	mrna	POLR2A_prot	1
NCEH1_mrna	NCEH1	mrna	POLR2A_prot	1
NCEH1_prot	NCEH1	prot	CANT1_prot;CANX_prot;CD151_prot;GALNT7_prot;ITGA7_prot;STAM_prot;TMTC3_prot;UGT8_prot	8
NCF1_mrna	NCF1	mrna	KLC1_prot	1
NCF1_prot	NCF1	prot	ABI1_prot;ACTA2_prot;ACTB_prot;CSNK2B_prot;CTTN_prot;GAA_prot;GNAI2_prot;KHDRBS1_prot;MSN_prot;NCF2_prot;NCF4_prot;PAK1_prot;RAC1_prot;RELA_prot;SRSF2_prot;TGFB1I1_prot	16
NCF2_mrna	NCF2	mrna	KLC1_prot	1
NCF2_prot	NCF2	prot	AQP9_mrna;CASP1_mrna;CSTA_mrna;CTSS_mrna;HCK_mrna;ITGAM_mrna;ITGB2_mrna;MS4A7_mrna;RASSF5_mrna;S100A9_mrna;ACTB_prot;BPGM_prot;CDC42_prot;GNAI2_prot;GNAI3_prot;GNB1_prot;NCF1_prot;NCF4_prot;PRDX6_prot;RAC1_prot;RAC2_prot;TARDBP_prot;TBC1D4_prot;USP47_prot	24
NCF4_mrna	NCF4	mrna	CORO1A_prot;PLEK_prot	2
NCF4_prot	NCF4	prot	GNAI2_prot;MSN_prot;NCF1_prot;NCF2_prot;TXN_prot;XRCC6_prot	6
NCK1_mrna	NCK1	mrna	FUS_prot;GRSF1_prot;SFPQ_prot	3
NCK2_mrna	NCK2	mrna	FUS_prot;GRSF1_prot;SFPQ_prot	3
NCKAP1L_mrna	NCKAP1L	mrna	CORO1A_prot	1
NCKAP1_mrna	NCKAP1	mrna	FUS_prot;GRSF1_prot;SFPQ_prot	3
NCKAP1_prot	NCKAP1	prot	ABI1_prot;ACTB_prot;BAIAP2_prot;CAP2_prot;CLUH_prot;COG6_prot;CYFIP1_prot;DNM1_prot;GRB2_prot;HSPA8_prot;IKBIP_prot;MCM4_prot;PFN2_prot;RAC1_prot;ROCK2_prot;TIMM50_prot;WASF2_prot;YWHAB_prot;YWHAG_prot;YWHAZ_prot	20
NCKAP5L_mrna	NCKAP5L	mrna	CORO1A_prot	1
NCKAP5_mrna	NCKAP5	mrna	CORO1A_prot	1
NCKIPSD_mrna	NCKIPSD	mrna	DNASE1_prot;TACSTD2_prot;UBTF_prot;VAC14_prot	4
NCLN_mrna	NCLN	mrna	MCM3_prot;NASP_prot;PABPC1_prot;RAD21_prot;RPL8_prot;SUPT16H_prot;TRIM28_prot;XRCC5_prot;XRCC6_prot	9
NCLN_prot	NCLN	prot	ARF6_prot;ILF3_prot;SAP18_prot	3
NCL_mrna	NCL	mrna	MCM3_prot;NASP_prot;PABPC1_prot;RAD21_prot;RPL8_prot;SUPT16H_prot;TRIM28_prot;XRCC5_prot;XRCC6_prot	9
