Gene	TCGA-AA-3529	TCGA-AA-3531	TCGA-AA-3534	TCGA-AA-3848	TCGA-AA-A00F	TCGA-AA-A00O	TCGA-AA-A017	TCGA-AA-A01C	TCGA-AA-A01F	TCGA-AA-A02E	TCGA-AA-A02H	TCGA-AA-A02J	TCGA-AF-2692	TCGA-AF-3913	TCGA-AG-3574	TCGA-AG-3584	TCGA-AG-3593	TCGA-AG-4007	TCGA-AG-A014	TCGA-AG-A016	TCGA-AG-A01J	TCGA-AG-A01N	TCGA-AG-A032	TCGA-AA-3552	TCGA-AA-3561	TCGA-AA-3666	TCGA-AA-3818	TCGA-AA-3986	TCGA-AA-3989	TCGA-AA-A00K	TCGA-AA-A00U	TCGA-AA-A01I	TCGA-AA-A024	TCGA-AA-A029	TCGA-AF-2691	TCGA-AG-3580	TCGA-AG-A008	TCGA-AG-A00C	TCGA-AG-A00H	TCGA-AG-A00Y	TCGA-AG-A011	TCGA-AG-A015	TCGA-AG-A01L	TCGA-AG-A02X	TCGA-A6-3807	TCGA-A6-3810	TCGA-AA-3518	TCGA-AA-3525	TCGA-AA-3526	TCGA-AA-3554	TCGA-AA-3664	TCGA-AA-3672	TCGA-AA-3684	TCGA-AA-3710	TCGA-AA-3715	TCGA-AA-3864	TCGA-AA-A004	TCGA-AA-A00A	TCGA-AA-A00E	TCGA-AA-A00J	TCGA-AA-A00N	TCGA-AA-A00R	TCGA-AA-A010	TCGA-AA-A01D	TCGA-AA-A01K	TCGA-AA-A02R	TCGA-AF-3400	TCGA-AG-3594	TCGA-AG-A002
TMLHE	1	1	1	1	1	0	1	2	2	2.32192809488736	2.8073549220576	1	2.58496250072116	1.58496250072116	0	2.58496250072116	1	3	2	1.58496250072116	2.32192809488736	1	2.32192809488736	1	1	0	0	0	2	1	2	2	1	1	0	0	1	1.58496250072116	1	1.58496250072116	0	1	2.58496250072116	0	1.58496250072116	1	1	0	1	0	1	0	1.58496250072116	0	0	0	2	1	0	0	0	0	0	0	1	0	1	1	1
TMOD1	0	0	0	0	0	0	0	0	0	1.58496250072116	0	0	1.58496250072116	1	0	0	0	1	0	0	1	1	0	0	0	0	2.32192809488736	1	0	3.16992500144231	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1.58496250072116	0	0	0	1.58496250072116	0	0	0	1	0	1	1	0	1	1	1	0	1	0	1	0
TMOD3	3	3.58496250072116	3.16992500144231	3.32192809488736	3	4	4.08746284125034	3.16992500144231	3	3.4594316186373	3.32192809488736	3.4594316186373	3.32192809488736	3	3.70043971814109	2.32192809488736	3	2	3.4594316186373	3.32192809488736	2.8073549220576	3.8073549220576	2.8073549220576	3	2.8073549220576	3	3.16992500144231	2.8073549220576	3	2.8073549220576	3.32192809488736	3.58496250072116	3	4.32192809488736	2.8073549220576	2.58496250072116	3.16992500144231	2.8073549220576	3.4594316186373	3.90689059560852	3.16992500144231	3.4594316186373	3.58496250072116	2.32192809488736	3.16992500144231	2.8073549220576	2.8073549220576	2.32192809488736	3.16992500144231	3.16992500144231	3.4594316186373	2.58496250072116	3	3.4594316186373	2.32192809488736	2.8073549220576	2.8073549220576	3.16992500144231	3.4594316186373	2.58496250072116	2.70043971814109	3	3.16992500144231	1.58496250072116	3	3.32192809488736	2.8073549220576	2.8073549220576	2
TMPO	4.32192809488736	5.20945336562895	3.90689059560852	5.08746284125034	4.52356195605701	3.90689059560852	5.08746284125034	4.95419631038687	4.24792751344359	3.90689059560852	5	4.85798099512757	4.52356195605701	4.58496250072116	4.39231742277876	5.24792751344359	5	3.32192809488736	4.08746284125034	3.8073549220576	4.24792751344359	4.85798099512757	4	4.90689059560852	5	5.4594316186373	4.32192809488736	3.90689059560852	4.85798099512757	3.52356195605701	4.95419631038687	5.24792751344359	4.39231742277876	5.35755200461808	4.32192809488736	4.32192809488736	5.28540221886225	3.8073549220576	4.75488750216347	5.12928301694497	4.24792751344359	5.28540221886225	4.8073549220576	4.32192809488736	3.8073549220576	3.8073549220576	4.58496250072116	3	4	4.39231742277876	4.70043971814109	5.78135971352466	4.08746284125034	5	3.16992500144231	5.55458885167764	4.39231742277876	4.78135971352466	4.39231742277876	4.58496250072116	3.39231742277876	5.10852445677817	4.16992500144231	3.70043971814109	4.32192809488736	4.75488750216347	3.16992500144231	5.12928301694497	4.24792751344359
TMSB4X	0	0	1	0	4.16992500144231	3.32192809488736	2.8073549220576	4.52356195605701	0	3	2.58496250072116	0	0	0	4.85798099512757	0	0	0	3	0	1.58496250072116	2.58496250072116	1	0	0	2.32192809488736	2.32192809488736	2.32192809488736	0	1.58496250072116	3	3.90689059560852	3.70043971814109	4.39231742277876	0	0	2.32192809488736	2.8073549220576	3.32192809488736	4.39231742277876	3.16992500144231	3	3.16992500144231	1	0	0	0	3	1	0	0	0	2.32192809488736	1.58496250072116	0	0	3.90689059560852	3.32192809488736	3.58496250072116	2.8073549220576	3.32192809488736	4.52356195605701	3.4594316186373	1	0	4	2.8073549220576	1.58496250072116	1.58496250072116
TMTC3	2	1.58496250072116	0	1	0	0	1	1	1.58496250072116	1.58496250072116	0	1.58496250072116	2	1.58496250072116	2.8073549220576	1.58496250072116	0	1.58496250072116	1	2	0	1.58496250072116	0	0	1.58496250072116	0	1.58496250072116	0	0	1.32192809488736	0	1.58496250072116	0	1	1	1	1	0	1	0	1	0	1	1	0	1	0	1	0	1.58496250072116	1	1	0	1.58496250072116	1	0	0	1.58496250072116	0	1.58496250072116	1	0	0	0	1	0	1	0	1
TMX1	3.32192809488736	2.32192809488736	2.58496250072116	3.4594316186373	3.70043971814109	1.58496250072116	2.8073549220576	2.8073549220576	2.32192809488736	2.32192809488736	2.58496250072116	1.58496250072116	2.58496250072116	2.32192809488736	2.8073549220576	2.58496250072116	2.58496250072116	2.58496250072116	3.32192809488736	2.32192809488736	2.32192809488736	2.58496250072116	1.58496250072116	2.58496250072116	2.32192809488736	2.8073549220576	3.32192809488736	2.58496250072116	2.58496250072116	2.16992500144231	3.16992500144231	2.32192809488736	2.8073549220576	2	3	3.58496250072116	3.16992500144231	2.58496250072116	2.4594316186373	3	3	2.8073549220576	3	2.32192809488736	2.58496250072116	2	2.32192809488736	2	2	3.16992500144231	2.32192809488736	3.16992500144231	2	3.32192809488736	1.58496250072116	3.58496250072116	2.32192809488736	3.64385618977472	3.16992500144231	3.16992500144231	1	3.24792751344359	2.58496250072116	1.58496250072116	3.16992500144231	2.32192809488736	2.58496250072116	3	2
TMX2	2.58496250072116	2.32192809488736	1.58496250072116	3.16992500144231	3.16992500144231	2.32192809488736	3.32192809488736	2.32192809488736	3.16992500144231	1.58496250072116	2.58496250072116	1	1	2	1.58496250072116	2	2	2	3.4594316186373	1.58496250072116	2.32192809488736	0	2.32192809488736	2.58496250072116	3	3.16992500144231	2	2	2.58496250072116	1.58496250072116	2.8073549220576	1.58496250072116	2.32192809488736	2	2.8073549220576	3.16992500144231	2	2.32192809488736	2.8073549220576	2	2.32192809488736	1	2.32192809488736	1.58496250072116	3	0	2.58496250072116	2.8073549220576	1.58496250072116	2.32192809488736	1.58496250072116	2.32192809488736	1.58496250072116	3.4594316186373	0	3.16992500144231	2.58496250072116	2.32192809488736	2.58496250072116	1.58496250072116	0	2.16992500144231	1.58496250072116	1	2.32192809488736	2	1	1	2.32192809488736
TMX3	0	0	0	0	0	1	1.58496250072116	1	1	1	0	0	3	1	1	1	0	1	1	1	0	0	1	1	1.58496250072116	1.58496250072116	1	2	0	1	0	1	1	1.58496250072116	0	0	0	0	1	1.58496250072116	1.58496250072116	1	0	0	1	1	1	1.58496250072116	1	1	1	0	0	1	1	1.58496250072116	2	1.32192809488736	1.58496250072116	0	0	1.58496250072116	1	1	1	1	0	1	0
TNC	7.25738784269265	6.22881869049588	5.20945336562895	6.56985560833095	6.16992500144231	6.6724253419715	7.40087943628218	6.55458885167764	5	6.14974711950468	5	5.4594316186373	8.3264294871223	7.01122725542325	6.16992500144231	5.7279204545632	5.28540221886225	6.93073733756289	6.70043971814109	5.6724253419715	6.33985000288462	5.58496250072116	4.85798099512757	4.24792751344359	4.95419631038687	6.82017896241519	6.20945336562895	6.32192809488736	4.85798099512757	6.71424551766612	5.39231742277876	5.93073733756289	4.90689059560852	5.95419631038687	3.58496250072116	5.90689059560852	5.20945336562895	4.08746284125034	6.36632221424582	5.35755200461808	6.55458885167764	6.4757334309664	5.08746284125034	5.12928301694497	5.90689059560852	7.467605550083	6.24792751344359	6	7.34872815423108	6.52356195605701	6.04439411935845	6.18982455888002	6.61470984411521	7.20945336562895	6.44294349584873	6.68650052718322	4.39231742277876	7.14974711950468	6.5077946401987	7.01122725542325	7.16490692667569	7.16490692667569	1.58496250072116	6.93073733756289	6.78135971352466	5.64385618977472	7.62205181945638	6.53915881110803	6.8703647195834
TNFAIP2	1	0	0	1.58496250072116	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58496250072116	0	1	0	1.58496250072116	0	0	0	1.58496250072116	0	0	0	0	0	0	2.58496250072116	0	0	0	0	1	0	0	0	0	1	1	0	2.58496250072116	1	1.58496250072116	1	0	0	1.32192809488736	0	0	1	2.16992500144231	0	0	0	1.58496250072116	0	0	0
TNFRSF6B	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58496250072116	0	0	0	1	0	0	1	0	0	1.58496250072116	0	0	0	0	0	0	0	0	0	0	1.58496250072116	0	2.8073549220576	1	0	0	0	0	0	1.58496250072116	0	0	0	0	0	0	0	0
TNKS1BP1	3.8073549220576	3.8073549220576	3.4594316186373	3.90689059560852	3.4594316186373	4.90689059560852	4.32192809488736	3.90689059560852	3.32192809488736	4.58496250072116	3.8073549220576	3.90689059560852	4.24792751344359	3.4594316186373	5.24792751344359	3.4594316186373	3.4594316186373	3.32192809488736	3.70043971814109	4.32192809488736	3.16992500144231	3.4594316186373	2.58496250072116	3.70043971814109	3.4594316186373	3.4594316186373	3.90689059560852	1.58496250072116	4.16992500144231	2.4594316186373	3.90689059560852	4.39231742277876	4.08746284125034	4.75488750216347	3.58496250072116	3.32192809488736	3.4594316186373	3.32192809488736	4.04439411935845	4.39231742277876	4.08746284125034	4.8073549220576	3.32192809488736	2.8073549220576	3.8073549220576	2.58496250072116	3.16992500144231	2.32192809488736	3.32192809488736	3.32192809488736	3.32192809488736	1.58496250072116	4	4	2.32192809488736	3.8073549220576	3.58496250072116	3.16992500144231	4.16992500144231	3	3	0	3	1.58496250072116	3.16992500144231	3.90689059560852	2.32192809488736	3.16992500144231	3
TNPO1	3.16992500144231	3.8073549220576	2.58496250072116	3.70043971814109	3.32192809488736	3.4594316186373	3.58496250072116	3.90689059560852	3.70043971814109	3.4594316186373	2.32192809488736	2.8073549220576	3.58496250072116	3	3	4	3.8073549220576	3.58496250072116	3.8073549220576	3	3.32192809488736	3.58496250072116	2.58496250072116	3.32192809488736	3.90689059560852	2.8073549220576	2.8073549220576	3.32192809488736	3.4594316186373	2.58496250072116	3.16992500144231	3.58496250072116	2.8073549220576	3.70043971814109	3	3.90689059560852	3.32192809488736	3.58496250072116	3.32192809488736	3.70043971814109	3	3.70043971814109	3	1.58496250072116	3.70043971814109	2	3.32192809488736	0	3.4594316186373	2.8073549220576	3.32192809488736	3.4594316186373	3	4	3.4594316186373	3.8073549220576	3.32192809488736	3.32192809488736	4.08746284125034	3.16992500144231	2.4594316186373	3.64385618977472	3.16992500144231	1	3	3.58496250072116	2.58496250072116	3.90689059560852	2.32192809488736
TNPO3	2.32192809488736	1	0	3.4594316186373	2.58496250072116	2	2.8073549220576	3	3.32192809488736	2	2	3.16992500144231	1.58496250072116	2.8073549220576	3	3	2.32192809488736	2.32192809488736	2.32192809488736	2.58496250072116	1.58496250072116	3.16992500144231	2	2.32192809488736	2.58496250072116	3.32192809488736	2	2	3.32192809488736	1	2.58496250072116	2.32192809488736	1.58496250072116	3.16992500144231	2	2.32192809488736	2	1.58496250072116	2.4594316186373	2	2.58496250072116	3.32192809488736	1.58496250072116	1.58496250072116	1.58496250072116	1.58496250072116	2.32192809488736	1.58496250072116	1	2.8073549220576	2	2.32192809488736	1.58496250072116	2.32192809488736	1.58496250072116	1.58496250072116	2.32192809488736	2.32192809488736	2.58496250072116	2.32192809488736	1	2.8073549220576	2	2	3	2.32192809488736	1.58496250072116	2	1.58496250072116
TNS1	4.24792751344359	1	3	2.58496250072116	2	4.32192809488736	3.16992500144231	3.8073549220576	1	4	2	1	5.64385618977472	4.52356195605701	1	3.8073549220576	1.58496250072116	3.16992500144231	3.16992500144231	2.32192809488736	4.4594316186373	3.8073549220576	1	1.58496250072116	2	0	5.6724253419715	4.08746284125034	1.58496250072116	6.02236781302845	0	3.58496250072116	1.58496250072116	0	0	1	0	1	3.52356195605701	3	2.32192809488736	2.8073549220576	3.70043971814109	2.32192809488736	3.16992500144231	4.4594316186373	3.58496250072116	1.58496250072116	4	3.70043971814109	1	1.58496250072116	5	2.58496250072116	2	1.58496250072116	4.32192809488736	3.16992500144231	0	2.32192809488736	1	4.32192809488736	2.58496250072116	4.52356195605701	4.16992500144231	4	1	3.58496250072116	1.58496250072116
TNS3	3.16992500144231	1.58496250072116	2.58496250072116	2.32192809488736	2.32192809488736	2.58496250072116	2.8073549220576	2.58496250072116	1	2.32192809488736	2	2.8073549220576	2.58496250072116	3	3.16992500144231	2.8073549220576	2.32192809488736	2.58496250072116	2.32192809488736	3.16992500144231	2.58496250072116	2.32192809488736	1.58496250072116	1.58496250072116	1.58496250072116	1	3	2.32192809488736	2.8073549220576	1.58496250072116	1	2.32192809488736	2	2.32192809488736	1.58496250072116	2	1.58496250072116	1	2	2.8073549220576	1	2.32192809488736	2.32192809488736	1	1.58496250072116	3.16992500144231	2	1.58496250072116	2	2	2	1.58496250072116	1.58496250072116	2	2.32192809488736	1.58496250072116	1	3.08746284125034	1.58496250072116	2.32192809488736	1.32192809488736	2.90689059560852	1	1	2.58496250072116	1	0	1.58496250072116	1
TNS4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58496250072116
TNXB	4.58496250072116	1.58496250072116	3.4594316186373	1.58496250072116	0	4.16992500144231	3.32192809488736	1.58496250072116	0	0	0	0	0	0	6.62935662007961	2.32192809488736	1	3	0	0	4.16992500144231	1.58496250072116	0	1.58496250072116	0	0	5.04439411935845	4.32192809488736	0	4.4594316186373	0	1	0	0	0	1	0	1.58496250072116	1.58496250072116	1	0	1	0	2	1.58496250072116	1	3.58496250072116	0	2.58496250072116	1	0	0	1	0	1	0	2.32192809488736	1.58496250072116	0	1	1	1.58496250072116	2.8073549220576	2	1	2.58496250072116	0	2	0
TOM1	3	2.32192809488736	2	3.16992500144231	2.58496250072116	2.8073549220576	2.58496250072116	2.58496250072116	3	2.58496250072116	2	2.32192809488736	3	2.58496250072116	2.8073549220576	2	1	2	3	2	3	1.58496250072116	2.58496250072116	2	2	3.16992500144231	2	2.32192809488736	2.58496250072116	1.58496250072116	2	2.8073549220576	2.32192809488736	2.8073549220576	3	2.32192809488736	2.32192809488736	2	2.4594316186373	2	2.32192809488736	2.32192809488736	1.58496250072116	2.58496250072116	2.32192809488736	1.58496250072116	1	2.32192809488736	1.58496250072116	2.8073549220576	1.58496250072116	2.8073549220576	3.16992500144231	2.8073549220576	1	2	2.8073549220576	3.24792751344359	2.32192809488736	2	2.4594316186373	2.32192809488736	2	2.32192809488736	3	3	2	2	2.8073549220576
TOMM22	3.16992500144231	3.90689059560852	2.8073549220576	3.8073549220576	1	4	3.32192809488736	3.16992500144231	1	3.16992500144231	3	2.8073549220576	2.32192809488736	3.32192809488736	3.32192809488736	2.8073549220576	2.8073549220576	0	2	0	2.58496250072116	3.70043971814109	2	2.32192809488736	1.58496250072116	3	2.8073549220576	2.58496250072116	3	2.70043971814109	2.58496250072116	3.16992500144231	1.58496250072116	3.90689059560852	1	2.58496250072116	2.32192809488736	1	3.4594316186373	3.8073549220576	1.58496250072116	3.4594316186373	2.32192809488736	0	3.4594316186373	2.58496250072116	2.8073549220576	2.58496250072116	3	3	2.58496250072116	2.8073549220576	3	2.32192809488736	0	3	3.32192809488736	2.90689059560852	3.16992500144231	0	1.8073549220576	3.39231742277876	3	1	2.8073549220576	2.8073549220576	2	2.8073549220576	2.8073549220576
TOMM34	2.8073549220576	3.8073549220576	1.58496250072116	3	3	2.32192809488736	3.70043971814109	3	3.58496250072116	2.58496250072116	2.8073549220576	3.16992500144231	2	2.8073549220576	2.8073549220576	2.8073549220576	2.8073549220576	2.32192809488736	4.24792751344359	3.90689059560852	1.58496250072116	3.58496250072116	2.32192809488736	2.8073549220576	3.58496250072116	3.8073549220576	0	1.58496250072116	2.8073549220576	1	3.4594316186373	3.4594316186373	1.58496250072116	2.58496250072116	4	1.58496250072116	2	2	2.90689059560852	3.58496250072116	2.8073549220576	2	3.58496250072116	1.58496250072116	2	2.32192809488736	1.58496250072116	1.58496250072116	2.58496250072116	1.58496250072116	3.16992500144231	1	1	2.58496250072116	0	1.58496250072116	1	1	2.58496250072116	2	1	1.58496250072116	1	2.32192809488736	1.58496250072116	1.58496250072116	0	1.58496250072116	2
TOMM40	4.24792751344359	3.8073549220576	3.4594316186373	4.70043971814109	4	4.08746284125034	3.8073549220576	4.16992500144231	3.16992500144231	3.58496250072116	3.8073549220576	3.32192809488736	4.24792751344359	3.90689059560852	3	4.08746284125034	3.70043971814109	3	3.8073549220576	3.16992500144231	3.16992500144231	3.58496250072116	3.58496250072116	3.58496250072116	3.58496250072116	3.90689059560852	3.16992500144231	3.32192809488736	4.39231742277876	2.70043971814109	4	3.32192809488736	2.58496250072116	4.24792751344359	3.16992500144231	3.58496250072116	3.4594316186373	3.32192809488736	3.52356195605701	4.4594316186373	3	4.08746284125034	3	2	4.58496250072116	3.70043971814109	3.8073549220576	3.16992500144231	3.4594316186373	3.58496250072116	3.32192809488736	4.24792751344359	3.4594316186373	3.4594316186373	1.58496250072116	4.24792751344359	3.8073549220576	2.90689059560852	4.16992500144231	3	2.16992500144231	4.12928301694497	3.4594316186373	2.8073549220576	3.90689059560852	3.70043971814109	3.16992500144231	3.90689059560852	3
TOMM70A	4.08746284125034	3.58496250072116	3.4594316186373	4.90689059560852	4.08746284125034	3.8073549220576	4.8073549220576	4.4594316186373	3.70043971814109	4.4594316186373	4.4594316186373	3.70043971814109	3.90689059560852	4.85798099512757	3.70043971814109	3.90689059560852	4.4594316186373	3.70043971814109	4.39231742277876	3	4.16992500144231	4.24792751344359	3.58496250072116	3.8073549220576	4.39231742277876	4.8073549220576	3.4594316186373	3.32192809488736	4	2.90689059560852	4	3.70043971814109	3.90689059560852	4.39231742277876	4.58496250072116	3.90689059560852	4.16992500144231	3.90689059560852	3.95419631038688	4.8073549220576	3.70043971814109	4.08746284125034	4.16992500144231	2.58496250072116	4.16992500144231	4.08746284125034	3.8073549220576	2.32192809488736	2.32192809488736	3.32192809488736	3.4594316186373	4.16992500144231	4.08746284125034	4.39231742277876	2.8073549220576	3.32192809488736	3.8073549220576	3.58496250072116	3.32192809488736	3.90689059560852	2	4	3.16992500144231	3	3.90689059560852	3.58496250072116	2.8073549220576	3.8073549220576	3
TOP1	3.70043971814109	5.28540221886225	3.32192809488736	4.24792751344359	4.24792751344359	4.39231742277876	4.90689059560852	4.08746284125034	4.16992500144231	3.90689059560852	4.16992500144231	3.58496250072116	3.4594316186373	4.90689059560852	3	4.85798099512757	3.90689059560852	3.90689059560852	4.75488750216347	4.16992500144231	4.24792751344359	5.20945336562895	4	3.90689059560852	5.04439411935845	4.39231742277876	4.16992500144231	3.58496250072116	4.16992500144231	2.4594316186373	4.70043971814109	3.8073549220576	2.58496250072116	4.95419631038687	4.75488750216347	4.4594316186373	4.32192809488736	3.58496250072116	3.95419631038688	4.64385618977472	3.70043971814109	4.58496250072116	4.64385618977472	3.16992500144231	4.08746284125034	3.58496250072116	3.8073549220576	3.16992500144231	4	3.90689059560852	3.58496250072116	4.24792751344359	3.58496250072116	4.70043971814109	1.58496250072116	4.16992500144231	3.58496250072116	3.75488750216347	4.16992500144231	3.90689059560852	2.16992500144231	4.35755200461808	3	3.32192809488736	3.32192809488736	3.4594316186373	3	3.90689059560852	3.4594316186373
TOP2A	2	3.70043971814109	1	4.08746284125034	0	0	1	1.58496250072116	2.8073549220576	0	1.58496250072116	2	1	2	0	2.32192809488736	2.58496250072116	0	2.32192809488736	1	0	2.58496250072116	3	1	3.16992500144231	3	0	1	1.58496250072116	0	2.8073549220576	2	0	1	2	0	2.8073549220576	0	2	2.58496250072116	1	1.58496250072116	0	1	1	1.58496250072116	2.32192809488736	1	1	2.32192809488736	2.32192809488736	2.58496250072116	0	0	0	2.8073549220576	0	0	2	1	0	2	0	0	2	1.58496250072116	1	0	0
TOP2B	3	3.58496250072116	1.58496250072116	4	3	3.16992500144231	3.4594316186373	3.70043971814109	2	3.58496250072116	3.16992500144231	2.58496250072116	4.16992500144231	3.4594316186373	2.32192809488736	2	4.24792751344359	2.8073549220576	3.4594316186373	3.16992500144231	2.8073549220576	3	3	2.32192809488736	4	3.70043971814109	2.58496250072116	3	3	1.58496250072116	3.70043971814109	3.4594316186373	2.58496250072116	3	2	2.8073549220576	3.32192809488736	1.58496250072116	3.39231742277876	4.32192809488736	3	3.58496250072116	2.8073549220576	2	3.16992500144231	3.32192809488736	3.32192809488736	1.58496250072116	2.8073549220576	2.8073549220576	3.4594316186373	3.32192809488736	3.32192809488736	1.58496250072116	1	3.4594316186373	2.58496250072116	2.90689059560852	3.32192809488736	1.58496250072116	1	3.32192809488736	3.16992500144231	2.32192809488736	2.32192809488736	3	1	3.32192809488736	2
TOR1AIP1	3	3.16992500144231	1.58496250072116	3	2.8073549220576	3.70043971814109	3.32192809488736	2.8073549220576	3.32192809488736	3.90689059560852	2.32192809488736	2.32192809488736	3.4594316186373	2.58496250072116	2.58496250072116	3.16992500144231	3.4594316186373	2.32192809488736	2.58496250072116	2.8073549220576	2.32192809488736	3.16992500144231	3.16992500144231	3	3.4594316186373	3.90689059560852	2	2.8073549220576	2.58496250072116	2.16992500144231	3.16992500144231	3	2.58496250072116	2.8073549220576	3.70043971814109	2.58496250072116	2	3	2.90689059560852	3.8073549220576	3.16992500144231	3.90689059560852	2.8073549220576	1	2.8073549220576	2.58496250072116	2.8073549220576	2	3	2.58496250072116	3.4594316186373	2.58496250072116	2.58496250072116	3.4594316186373	3.4594316186373	2.8073549220576	2.58496250072116	2.8073549220576	3.16992500144231	3.58496250072116	2.70043971814109	3.08746284125034	1.58496250072116	2	2.8073549220576	2.8073549220576	3.16992500144231	3	2.8073549220576
TOR1B	1	1	0	1	0	1	1.58496250072116	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1.58496250072116	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.58496250072116	0	0	0	0	1	0	0	0	0	3.16992500144231	0
TOR4A	1.58496250072116	1	1	2	0	1	1	1.58496250072116	0	2	1.58496250072116	0	2.58496250072116	2.58496250072116	2.8073549220576	1	2	0	0	1	1.58496250072116	1	3	2.58496250072116	1.58496250072116	1	1	2	2	1	1	1.58496250072116	0	1.58496250072116	0	0	1	0	1.58496250072116	2	1	2.32192809488736	1	1	1	2	2.8073549220576	1	1.58496250072116	2	2.58496250072116	0	1.58496250072116	1.58496250072116	1	1.58496250072116	1.58496250072116	1.58496250072116	1.58496250072116	1.58496250072116	1	1.58496250072116	1.58496250072116	1	1.58496250072116	1.58496250072116	0	1.58496250072116	0
TP53BP1	2.8073549220576	4.08746284125034	1.58496250072116	2.32192809488736	1	4.32192809488736	1.58496250072116	2.8073549220576	2.58496250072116	3	3.70043971814109	2.32192809488736	3.4594316186373	2.32192809488736	3.58496250072116	1	2.58496250072116	1	2.58496250072116	2.8073549220576	1	2.8073549220576	1	2	2.32192809488736	2.8073549220576	2	2.32192809488736	4.08746284125034	2	1.58496250072116	4	2.32192809488736	1	2	2.58496250072116	2	2.32192809488736	2.16992500144231	2.32192809488736	1	3.90689059560852	2.32192809488736	1	1	1.58496250072116	1	1	2	0	2.8073549220576	2.58496250072116	0	1.58496250072116	0	2.8073549220576	0	1.8073549220576	1	0	1.58496250072116	1	1	0	2	0	1.58496250072116	1.58496250072116	2.58496250072116
TP53I3	0	0	2.32192809488736	1	1	2	2.32192809488736	1	0	1.58496250072116	0	0	1	0	2.32192809488736	0	1	1.58496250072116	1.58496250072116	1	0	1	0	0	1	0	1	2.58496250072116	1	1	1	2.8073549220576	2.58496250072116	1	0	1	1	0	1.58496250072116	1	2.32192809488736	1	1	0	0	0	1.58496250072116	0	0	0	1.58496250072116	0	0	2	2	1	1	1	1	1	0	1	1	0	0	0	0	1	1
TPD52	3.8073549220576	3.58496250072116	3.32192809488736	3.8073549220576	4.58496250072116	3.58496250072116	4.08746284125034	4.24792751344359	3.58496250072116	3.90689059560852	3.4594316186373	3.32192809488736	3.58496250072116	3.70043971814109	5.4594316186373	4	3.90689059560852	3.32192809488736	4.08746284125034	3.32192809488736	4.16992500144231	4.08746284125034	4.16992500144231	3.8073549220576	3.70043971814109	3.58496250072116	2.58496250072116	2.8073549220576	3.4594316186373	2.8073549220576	3.58496250072116	3.70043971814109	4	4.16992500144231	3.8073549220576	4.39231742277876	3.70043971814109	3.4594316186373	4.28540221886225	4.85798099512757	4.4594316186373	4	3.16992500144231	4.08746284125034	4.24792751344359	3.16992500144231	4.08746284125034	2.8073549220576	3.8073549220576	3.32192809488736	3.8073549220576	3.90689059560852	4.08746284125034	4.24792751344359	4.16992500144231	4.70043971814109	4.4594316186373	3.95419631038688	4.24792751344359	4.32192809488736	2.8073549220576	4.16992500144231	4.32192809488736	3.16992500144231	3	4.08746284125034	3.90689059560852	4.24792751344359	3.4594316186373
TPD52L2	4	4.70043971814109	3.16992500144231	3.70043971814109	4.24792751344359	5.08746284125034	4.70043971814109	4.64385618977472	4.32192809488736	4	4	3.58496250072116	3.90689059560852	3.8073549220576	4.24792751344359	4.32192809488736	4	2.8073549220576	4.90689059560852	4.08746284125034	4.16992500144231	4.24792751344359	3.90689059560852	3.8073549220576	3.32192809488736	4.4594316186373	3.8073549220576	3.58496250072116	3.90689059560852	3.39231742277876	4.08746284125034	3.90689059560852	3.32192809488736	4.52356195605701	4	3.58496250072116	3.8073549220576	3.4594316186373	4.08746284125034	4.52356195605701	3.8073549220576	4.08746284125034	3.8073549220576	3.16992500144231	3.8073549220576	4.08746284125034	3.58496250072116	3.4594316186373	4.16992500144231	3.32192809488736	3.4594316186373	3.4594316186373	3.4594316186373	3.8073549220576	4.08746284125034	3.58496250072116	4	3.52356195605701	4	3.70043971814109	3.08746284125034	4	3.16992500144231	3.90689059560852	3.8073549220576	4.24792751344359	3.4594316186373	3.70043971814109	3.8073549220576
