Node	Gene	Type	Basal-like_surv	HER2-enriched_surv	Luminal A_surv	Luminal B_surv
ECH1_prot	ECH1	prot	died	died	died	died
ECHDC1_prot	ECHDC1	prot	died	died	died	died
ECHDC2_mrna	ECHDC2	mrna	died	died	died	died
ECHDC2_prot	ECHDC2	prot	died	died	died	died
ECHS1_mrna	ECHS1	mrna	died	died	died	died
ECHS1_prot	ECHS1	prot	died	died	died	died
ECI1_mrna	ECI1	mrna	died	died	died	died
ECI1_prot	ECI1	prot	died	died	died	died
ECI2_prot	ECI2	prot	died	died	died	died
ECM1_mrna	ECM1	mrna	mrna	died	died	died
ECM1_prot	ECM1	prot	died	died	died	died
ECM2_mrna	ECM2	mrna	died	died	died	died
ECSIT_mrna	ECSIT	mrna	died	died	died	died
ECSIT_prot	ECSIT	prot	died	died	died	died
ECT2_mrna	ECT2	mrna	died	died	died	died
ECT2_prot	ECT2	prot	prot	died	prot	died
EDARADD_prot	EDARADD	prot	died	died	died	died
EDC3_mrna	EDC3	mrna	died	died	died	died
EDC3_prot	EDC3	prot	died	died	died	died
EDC4_mrna	EDC4	mrna	died	died	died	died
EDC4_prot	EDC4	prot	died	died	died	died
EDEM2_mrna	EDEM2	mrna	died	died	died	died
EDEM2_prot	EDEM2	prot	died	died	died	died
EDEM3_mrna	EDEM3	mrna	died	died	died	died
EDEM3_prot	EDEM3	prot	died	died	died	died
EDF1_mrna	EDF1	mrna	died	died	died	died
EDF1_prot	EDF1	prot	died	died	died	died
EDIL3_mrna	EDIL3	mrna	died	died	died	died
EDN1_mrna	EDN1	mrna	died	died	died	died
EDNRA_mrna	EDNRA	mrna	died	died	died	died
EDNRB_mrna	EDNRB	mrna	died	died	died	died
EDRF1_mrna	EDRF1	mrna	died	died	died	died
EEA1_mrna	EEA1	mrna	died	died	died	died
EEA1_prot	EEA1	prot	died	died	died	died
EED_mrna	EED	mrna	died	died	died	died
EED_prot	EED	prot	died	died	died	died
EEF1A1_mrna	EEF1A1	mrna	died	died	died	died
EEF1A1_prot	EEF1A1	prot	died	died	died	died
EEF1A2_mrna	EEF1A2	mrna	died	died	died	mrna
EEF1A2_prot	EEF1A2	prot	died	died	died	prot
EEF1B2_prot	EEF1B2	prot	died	died	died	died
EEF1D_mrna	EEF1D	mrna	died	died	died	died
EEF1D_prot	EEF1D	prot	died	died	died	died
EEF1E1_mrna	EEF1E1	mrna	died	died	died	died
EEF1E1_prot	EEF1E1	prot	died	died	prot	died
EEF1G_mrna	EEF1G	mrna	died	died	died	died
EEF1G_prot	EEF1G	prot	died	died	died	died
EEF2K_mrna	EEF2K	mrna	died	died	died	died
EEF2K_prot	EEF2K	prot	died	died	died	died
EEF2_mrna	EEF2	mrna	died	died	died	died
EEF2_prot	EEF2	prot	died	died	died	died
EEFSEC_prot	EEFSEC	prot	died	died	died	died
EEPD1_prot	EEPD1	prot	died	died	died	died
EFCAB11_mrna	EFCAB11	mrna	died	died	died	died
EFCAB13_mrna	EFCAB13	mrna	died	died	died	died
EFCAB14_mrna	EFCAB14	mrna	died	died	died	died
EFCAB14_prot	EFCAB14	prot	died	died	died	died
EFCAB2_mrna	EFCAB2	mrna	died	died	died	died
EFCAB7_mrna	EFCAB7	mrna	died	died	died	died
EFCAB7_prot	EFCAB7	prot	died	died	died	died
EFEMP1_mrna	EFEMP1	mrna	died	died	died	died
EFEMP1_prot	EFEMP1	prot	died	died	died	died
EFEMP2_mrna	EFEMP2	mrna	died	died	died	died
EFEMP2_prot	EFEMP2	prot	died	died	died	died
EFHB_mrna	EFHB	mrna	died	died	died	died
EFHC1_mrna	EFHC1	mrna	died	died	died	died
EFHD1_mrna	EFHD1	mrna	died	died	died	died
EFHD1_prot	EFHD1	prot	died	died	died	died
EFHD2_mrna	EFHD2	mrna	died	died	died	died
EFHD2_prot	EFHD2	prot	died	died	died	died
EFNA1_prot	EFNA1	prot	died	died	died	died
EFNA3_mrna	EFNA3	mrna	died	died	died	died
EFNA5_mrna	EFNA5	mrna	died	died	died	died
EFNB1_mrna	EFNB1	mrna	died	died	died	died
EFNB2_mrna	EFNB2	mrna	died	died	died	died
EFNB3_mrna	EFNB3	mrna	died	died	died	died
EFR3A_mrna	EFR3A	mrna	died	died	died	died
EFR3A_prot	EFR3A	prot	died	died	died	died
EFR3B_mrna	EFR3B	mrna	died	died	died	died
EFS_mrna	EFS	mrna	died	died	died	died
EFS_prot	EFS	prot	died	died	died	died
EFTUD1_mrna	EFTUD1	mrna	died	died	died	died
EFTUD1_prot	EFTUD1	prot	died	died	died	died
EFTUD2_mrna	EFTUD2	mrna	died	died	mrna	died
EFTUD2_prot	EFTUD2	prot	died	died	died	prot
EGFLAM_mrna	EGFLAM	mrna	died	died	died	died
EGFLAM_prot	EGFLAM	prot	died	died	died	died
EGFR_mrna	EGFR	mrna	died	died	died	died
EGFR_prot	EGFR	prot	died	died	died	prot
EGF_mrna	EGF	mrna	died	died	died	mrna
EGLN1_mrna	EGLN1	mrna	died	died	died	died
EGLN1_prot	EGLN1	prot	died	died	died	died
EGLN2_mrna	EGLN2	mrna	died	died	died	died
EGLN3_mrna	EGLN3	mrna	died	died	died	died
EGR1_mrna	EGR1	mrna	died	died	died	died
EGR2_mrna	EGR2	mrna	died	died	died	died
EGR3_mrna	EGR3	mrna	died	died	died	died
EHBP1L1_mrna	EHBP1L1	mrna	died	died	died	died
EHBP1L1_prot	EHBP1L1	prot	died	died	died	died
EHBP1_mrna	EHBP1	mrna	died	died	died	died
EHBP1_prot	EHBP1	prot	died	died	died	died
EHD1_mrna	EHD1	mrna	died	died	died	died
EHD1_prot	EHD1	prot	died	died	died	died
EHD2_mrna	EHD2	mrna	died	died	died	died
EHD2_prot	EHD2	prot	died	died	died	died
EHD3_mrna	EHD3	mrna	died	died	died	died
EHD3_prot	EHD3	prot	died	died	died	died
EHD4_mrna	EHD4	mrna	died	died	died	died
EHD4_prot	EHD4	prot	died	died	died	died
EHF_mrna	EHF	mrna	died	died	died	died
EHHADH_mrna	EHHADH	mrna	died	died	died	died
EHHADH_prot	EHHADH	prot	died	died	died	died
EHMT1_mrna	EHMT1	mrna	died	died	died	died
EHMT1_prot	EHMT1	prot	died	died	died	died
EHMT2_prot	EHMT2	prot	died	died	died	prot
EI24_mrna	EI24	mrna	died	died	died	died
EI24_prot	EI24	prot	died	died	died	died
EID2B_mrna	EID2B	mrna	died	died	died	died
EID2_mrna	EID2	mrna	died	died	died	died
EIF1AD_prot	EIF1AD	prot	died	died	died	died
EIF1AX_mrna	EIF1AX	mrna	died	died	died	died
EIF1AX_prot	EIF1AX	prot	died	died	died	died
EIF1B_mrna	EIF1B	mrna	died	died	died	died
EIF1B_prot	EIF1B	prot	died	died	died	died
EIF1_mrna	EIF1	mrna	died	died	died	died
EIF1_prot	EIF1	prot	died	died	died	died
EIF2AK1_mrna	EIF2AK1	mrna	died	died	died	died
EIF2AK2_mrna	EIF2AK2	mrna	died	died	died	died
EIF2AK2_prot	EIF2AK2	prot	died	died	died	died
EIF2AK3_mrna	EIF2AK3	mrna	died	died	died	died
EIF2AK3_prot	EIF2AK3	prot	died	died	died	died
EIF2AK4_mrna	EIF2AK4	mrna	died	died	died	died
EIF2AK4_prot	EIF2AK4	prot	died	died	died	died
EIF2A_mrna	EIF2A	mrna	died	died	died	died
EIF2A_prot	EIF2A	prot	died	died	died	died
EIF2B1_mrna	EIF2B1	mrna	died	died	died	died
EIF2B1_prot	EIF2B1	prot	died	died	died	died
EIF2B2_mrna	EIF2B2	mrna	died	died	died	died
EIF2B2_prot	EIF2B2	prot	died	died	died	died
EIF2B3_mrna	EIF2B3	mrna	died	died	died	died
EIF2B3_prot	EIF2B3	prot	died	died	died	died
EIF2B4_mrna	EIF2B4	mrna	died	died	died	died
EIF2B4_prot	EIF2B4	prot	died	died	died	died
EIF2B5_mrna	EIF2B5	mrna	died	died	died	died
EIF2B5_prot	EIF2B5	prot	died	died	died	died
EIF2D_mrna	EIF2D	mrna	died	died	died	died
EIF2D_prot	EIF2D	prot	died	died	died	died
EIF2S1_mrna	EIF2S1	mrna	died	died	died	died
EIF2S1_prot	EIF2S1	prot	died	died	died	died
EIF2S2_mrna	EIF2S2	mrna	mrna	died	mrna	died
EIF2S2_prot	EIF2S2	prot	died	died	died	died
EIF2S3_mrna	EIF2S3	mrna	died	died	died	died
EIF2S3_prot	EIF2S3	prot	died	died	died	died
EIF3A_mrna	EIF3A	mrna	died	died	died	died
EIF3A_prot	EIF3A	prot	died	died	died	died
EIF3B_mrna	EIF3B	mrna	mrna	died	mrna	died
EIF3B_prot	EIF3B	prot	died	died	died	prot
EIF3C_mrna	EIF3C	mrna	died	died	died	died
EIF3C_prot	EIF3C	prot	died	died	died	died
EIF3D_mrna	EIF3D	mrna	died	died	died	died
EIF3D_prot	EIF3D	prot	died	died	died	died
EIF3E_mrna	EIF3E	mrna	died	died	died	died
EIF3E_prot	EIF3E	prot	died	died	died	died
EIF3F_prot	EIF3F	prot	died	died	died	prot
EIF3G_prot	EIF3G	prot	died	died	died	died
EIF3H_mrna	EIF3H	mrna	died	died	died	died
EIF3H_prot	EIF3H	prot	died	died	died	died
EIF3I_mrna	EIF3I	mrna	died	died	died	died
EIF3I_prot	EIF3I	prot	died	died	died	prot
EIF3J_mrna	EIF3J	mrna	died	died	died	died
EIF3J_prot	EIF3J	prot	died	died	died	died
EIF3K_prot	EIF3K	prot	died	died	died	died
EIF3L_mrna	EIF3L	mrna	died	died	died	died
EIF3L_prot	EIF3L	prot	died	died	died	died
EIF3M_mrna	EIF3M	mrna	died	died	died	died
EIF3M_prot	EIF3M	prot	died	died	died	died
EIF4A1_prot	EIF4A1	prot	died	died	died	prot
EIF4A2_mrna	EIF4A2	mrna	died	died	died	died
EIF4A2_prot	EIF4A2	prot	died	died	died	died
EIF4A3_mrna	EIF4A3	mrna	died	died	died	died
EIF4A3_prot	EIF4A3	prot	died	died	died	died
EIF4B_mrna	EIF4B	mrna	died	died	died	died
EIF4B_prot	EIF4B	prot	died	died	died	died
EIF4E2_mrna	EIF4E2	mrna	died	died	mrna	died
EIF4E2_prot	EIF4E2	prot	died	died	died	died
EIF4E3_prot	EIF4E3	prot	died	died	died	died
EIF4EBP1_mrna	EIF4EBP1	mrna	died	died	died	died
EIF4EBP1_prot	EIF4EBP1	prot	died	died	died	died
EIF4EBP2_prot	EIF4EBP2	prot	died	died	died	died
EIF4EBP3_mrna	EIF4EBP3	mrna	died	died	died	died
EIF4ENIF1_mrna	EIF4ENIF1	mrna	died	died	died	died
EIF4ENIF1_prot	EIF4ENIF1	prot	died	died	died	died
EIF4E_mrna	EIF4E	mrna	died	died	died	died
EIF4E_prot	EIF4E	prot	died	died	died	died
EIF4G1_mrna	EIF4G1	mrna	died	died	died	died
EIF4G1_prot	EIF4G1	prot	died	died	died	prot
EIF4G2_mrna	EIF4G2	mrna	died	died	died	died
EIF4G2_prot	EIF4G2	prot	died	died	died	died
EIF4G3_mrna	EIF4G3	mrna	died	died	died	died
EIF4G3_prot	EIF4G3	prot	died	died	died	prot
EIF4H_mrna	EIF4H	mrna	died	died	died	died
EIF4H_prot	EIF4H	prot	died	died	died	died
EIF5A2_mrna	EIF5A2	mrna	died	died	died	died
EIF5A_mrna	EIF5A	mrna	died	died	died	died
EIF5A_prot	EIF5A	prot	died	died	died	died
EIF5B_mrna	EIF5B	mrna	died	died	died	died
EIF5B_prot	EIF5B	prot	died	died	died	died
EIF5_mrna	EIF5	mrna	died	died	died	died
EIF5_prot	EIF5	prot	died	died	died	died
EIF6_mrna	EIF6	mrna	died	died	died	died
EIF6_prot	EIF6	prot	died	died	died	died
ELAC1_mrna	ELAC1	mrna	died	died	died	died
ELAC2_prot	ELAC2	prot	died	died	died	died
ELANE_prot	ELANE	prot	died	died	died	died
ELAVL1_mrna	ELAVL1	mrna	died	died	died	died
ELAVL1_prot	ELAVL1	prot	died	died	died	died
ELF1_mrna	ELF1	mrna	died	died	died	died
ELF1_prot	ELF1	prot	died	died	died	died
ELF2_mrna	ELF2	mrna	died	died	died	died
ELF2_prot	ELF2	prot	died	died	died	died
ELF3_mrna	ELF3	mrna	died	mrna	died	died
ELF3_prot	ELF3	prot	died	died	died	died
ELF4_mrna	ELF4	mrna	died	died	died	died
ELK1_mrna	ELK1	mrna	died	died	died	died
ELK1_prot	ELK1	prot	died	died	died	died
ELK3_mrna	ELK3	mrna	died	died	died	died
ELK4_mrna	ELK4	mrna	died	died	died	died
ELL2_mrna	ELL2	mrna	died	died	died	died
ELL3_mrna	ELL3	mrna	died	died	died	died
ELL_mrna	ELL	mrna	died	died	died	died
ELL_prot	ELL	prot	died	died	died	died
ELMO1_prot	ELMO1	prot	died	died	died	died
ELMO2_mrna	ELMO2	mrna	died	died	died	died
ELMO2_prot	ELMO2	prot	died	died	died	died
ELMO3_mrna	ELMO3	mrna	died	died	died	died
ELMO3_prot	ELMO3	prot	died	died	died	died
ELMOD2_mrna	ELMOD2	mrna	died	died	died	died
ELMOD2_prot	ELMOD2	prot	died	died	died	died
ELMOD3_mrna	ELMOD3	mrna	died	died	died	died
ELMSAN1_mrna	ELMSAN1	mrna	died	died	died	died
ELMSAN1_prot	ELMSAN1	prot	died	died	died	prot
ELN_mrna	ELN	mrna	died	died	died	died
ELN_prot	ELN	prot	died	died	died	died
ELOF1_mrna	ELOF1	mrna	died	died	died	died
ELOF1_prot	ELOF1	prot	died	died	died	died
ELOVL1_mrna	ELOVL1	mrna	died	died	died	died
ELOVL5_mrna	ELOVL5	mrna	died	died	died	died
ELOVL5_prot	ELOVL5	prot	died	died	died	died
ELOVL6_mrna	ELOVL6	mrna	died	died	died	died
ELP2_mrna	ELP2	mrna	died	died	died	died
ELP2_prot	ELP2	prot	died	died	died	died
ELP3_prot	ELP3	prot	died	died	died	died
ELP4_mrna	ELP4	mrna	died	died	died	died
ELP4_prot	ELP4	prot	died	died	died	died
ELP5_mrna	ELP5	mrna	died	died	died	died
ELP5_prot	ELP5	prot	died	died	died	died
ELP6_prot	ELP6	prot	died	died	died	died
EMC10_mrna	EMC10	mrna	died	died	died	died
EMC1_mrna	EMC1	mrna	died	died	died	died
EMC1_prot	EMC1	prot	died	died	died	died
EMC2_mrna	EMC2	mrna	died	died	died	died
EMC2_prot	EMC2	prot	died	died	died	died
EMC4_mrna	EMC4	mrna	died	died	died	died
EMC6_mrna	EMC6	mrna	died	died	died	died
EMC7_mrna	EMC7	mrna	died	died	died	died
EMC8_mrna	EMC8	mrna	died	died	died	died
EMC8_prot	EMC8	prot	died	died	died	died
EMC9_mrna	EMC9	mrna	died	died	died	died
EMC9_prot	EMC9	prot	died	died	died	died
EMCN_mrna	EMCN	mrna	died	died	died	died
EMD_mrna	EMD	mrna	died	died	died	died
EMD_prot	EMD	prot	died	died	died	died
EME1_mrna	EME1	mrna	died	died	died	died
EMG1_mrna	EMG1	mrna	died	died	died	died
EMG1_prot	EMG1	prot	died	died	died	died
EMID1_mrna	EMID1	mrna	died	died	died	died
EMILIN1_mrna	EMILIN1	mrna	died	died	died	died
EMILIN1_prot	EMILIN1	prot	died	died	died	died
EMILIN2_prot	EMILIN2	prot	died	died	died	died
EML1_mrna	EML1	mrna	died	died	died	died
EML1_prot	EML1	prot	died	died	died	died
EML2_prot	EML2	prot	died	died	died	died
EML3_mrna	EML3	mrna	died	died	died	died
EML3_prot	EML3	prot	died	died	died	died
EML4_mrna	EML4	mrna	died	died	died	died
EML4_prot	EML4	prot	died	died	died	died
EML6_mrna	EML6	mrna	died	died	died	died
EMP2_mrna	EMP2	mrna	died	died	died	died
EMP3_mrna	EMP3	mrna	died	died	died	died
ENAH_mrna	ENAH	mrna	died	died	died	died
ENAH_prot	ENAH	prot	died	died	died	died
ENDOD1_mrna	ENDOD1	mrna	died	died	died	died
ENDOD1_prot	ENDOD1	prot	died	died	died	died
ENDOG_prot	ENDOG	prot	died	died	died	died
ENDOU_mrna	ENDOU	mrna	died	died	died	died
ENDOV_mrna	ENDOV	mrna	died	died	died	died
ENGASE_mrna	ENGASE	mrna	died	died	died	died
ENGASE_prot	ENGASE	prot	died	died	died	died
ENG_mrna	ENG	mrna	died	died	died	died
ENG_prot	ENG	prot	died	died	died	died
ENKD1_mrna	ENKD1	mrna	died	died	died	died
ENKUR_mrna	ENKUR	mrna	died	died	died	died
ENO1_mrna	ENO1	mrna	mrna	died	mrna	died
ENO1_prot	ENO1	prot	died	died	died	died
ENO2_prot	ENO2	prot	died	died	died	died
ENO3_mrna	ENO3	mrna	died	died	died	died
ENO3_prot	ENO3	prot	died	died	died	died
ENOPH1_mrna	ENOPH1	mrna	died	died	died	died
ENOPH1_prot	ENOPH1	prot	died	died	died	died
ENOSF1_mrna	ENOSF1	mrna	died	died	died	died
ENOX2_mrna	ENOX2	mrna	died	died	died	died
ENPEP_mrna	ENPEP	mrna	died	died	died	died
ENPEP_prot	ENPEP	prot	died	died	died	prot
ENPP1_prot	ENPP1	prot	died	died	died	died
ENPP2_mrna	ENPP2	mrna	died	died	died	died
ENPP3_mrna	ENPP3	mrna	died	died	died	died
ENPP4_mrna	ENPP4	mrna	died	died	died	died
ENPP4_prot	ENPP4	prot	died	died	died	died
ENPP6_mrna	ENPP6	mrna	died	died	died	died
ENSA_mrna	ENSA	mrna	died	died	died	died
ENSA_prot	ENSA	prot	died	died	died	died
ENTHD2_mrna	ENTHD2	mrna	died	died	died	died
ENTHD2_prot	ENTHD2	prot	died	died	died	died
ENTPD1_prot	ENTPD1	prot	died	died	died	died
ENTPD2_mrna	ENTPD2	mrna	died	died	died	died
ENTPD4_mrna	ENTPD4	mrna	died	died	died	died
ENTPD5_mrna	ENTPD5	mrna	died	died	died	died
ENTPD5_prot	ENTPD5	prot	died	died	died	died
ENTPD7_mrna	ENTPD7	mrna	died	died	died	died
ENY2_mrna	ENY2	mrna	died	died	died	died
ENY2_prot	ENY2	prot	died	died	died	died
EOGT_mrna	EOGT	mrna	died	died	died	died
EOGT_prot	EOGT	prot	died	died	died	died
EP300_mrna	EP300	mrna	mrna	died	died	died
EP300_prot	EP300	prot	died	died	died	died
EP400_mrna	EP400	mrna	died	died	died	died
EP400_prot	EP400	prot	died	died	died	prot
EPAS1_mrna	EPAS1	mrna	died	died	died	died
EPB41L1_mrna	EPB41L1	mrna	died	died	died	died
EPB41L1_prot	EPB41L1	prot	died	died	died	died
EPB41L2_mrna	EPB41L2	mrna	died	died	died	died
EPB41L2_prot	EPB41L2	prot	died	died	died	died
EPB41L3_mrna	EPB41L3	mrna	died	died	died	died
EPB41L3_prot	EPB41L3	prot	died	died	died	died
EPB41L4A_mrna	EPB41L4A	mrna	died	died	died	died
EPB41L4B_mrna	EPB41L4B	mrna	died	died	died	died
EPB41L4B_prot	EPB41L4B	prot	died	died	died	died
EPB41L5_prot	EPB41L5	prot	died	died	died	prot
EPB41_mrna	EPB41	mrna	died	died	died	died
EPB41_prot	EPB41	prot	died	died	died	died
EPB42_mrna	EPB42	mrna	died	died	died	died
EPB42_prot	EPB42	prot	died	died	died	died
EPC1_mrna	EPC1	mrna	died	died	died	mrna
EPC1_prot	EPC1	prot	died	died	died	died
EPC2_mrna	EPC2	mrna	died	died	died	died
EPC2_prot	EPC2	prot	died	died	died	died
EPCAM_mrna	EPCAM	mrna	died	died	died	died
EPG5_prot	EPG5	prot	died	died	died	died
EPHA1_mrna	EPHA1	mrna	died	died	died	died
EPHA2_mrna	EPHA2	mrna	died	died	died	died
EPHA3_mrna	EPHA3	mrna	died	died	died	died
EPHA4_mrna	EPHA4	mrna	died	died	died	died
EPHA7_mrna	EPHA7	mrna	died	died	died	died
EPHB1_mrna	EPHB1	mrna	died	died	died	mrna
EPHB2_mrna	EPHB2	mrna	died	died	died	died
EPHB3_mrna	EPHB3	mrna	mrna	died	died	died
EPHB3_prot	EPHB3	prot	died	died	died	died
EPHB4_mrna	EPHB4	mrna	died	died	died	died
EPHB4_prot	EPHB4	prot	died	died	died	died
EPHX1_mrna	EPHX1	mrna	died	died	died	died
EPHX1_prot	EPHX1	prot	died	died	died	died
EPHX2_mrna	EPHX2	mrna	died	died	died	died
EPHX2_prot	EPHX2	prot	died	died	died	died
EPM2AIP1_mrna	EPM2AIP1	mrna	died	died	died	died
EPM2AIP1_prot	EPM2AIP1	prot	died	died	died	died
EPM2A_mrna	EPM2A	mrna	died	died	died	died
EPM2A_prot	EPM2A	prot	died	died	died	died
EPN1_mrna	EPN1	mrna	died	died	died	died
EPN1_prot	EPN1	prot	died	died	died	died
EPN2_prot	EPN2	prot	died	died	died	died
EPN3_prot	EPN3	prot	died	died	died	died
EPOR_mrna	EPOR	mrna	mrna	died	died	mrna
EPO_mrna	EPO	mrna	mrna	died	died	died
EPPK1_mrna	EPPK1	mrna	died	died	died	died
EPPK1_prot	EPPK1	prot	died	died	died	prot
EPRS_mrna	EPRS	mrna	died	died	died	mrna
EPRS_prot	EPRS	prot	died	died	died	died
EPS15L1_mrna	EPS15L1	mrna	died	died	died	died
EPS15L1_prot	EPS15L1	prot	died	died	died	died
EPS15_mrna	EPS15	mrna	died	died	died	died
EPS15_prot	EPS15	prot	died	died	died	died
EPS8L1_prot	EPS8L1	prot	died	died	died	died
EPS8L2_prot	EPS8L2	prot	died	died	died	died
EPS8_mrna	EPS8	mrna	mrna	died	died	mrna
EPS8_prot	EPS8	prot	died	died	died	died
EPSTI1_mrna	EPSTI1	mrna	died	died	died	died
EPSTI1_prot	EPSTI1	prot	died	died	died	died
EPT1_mrna	EPT1	mrna	died	died	died	died
EPX_mrna	EPX	mrna	died	died	died	died
ERAL1_prot	ERAL1	prot	died	died	died	died
ERAP1_mrna	ERAP1	mrna	died	died	died	died
ERAP1_prot	ERAP1	prot	died	died	died	died
ERAP2_mrna	ERAP2	mrna	died	died	died	died
ERAP2_prot	ERAP2	prot	died	died	died	died
ERBB2IP_mrna	ERBB2IP	mrna	died	died	died	died
ERBB2IP_prot	ERBB2IP	prot	died	died	died	died
ERBB2_mrna	ERBB2	mrna	died	died	died	died
ERBB2_prot	ERBB2	prot	died	prot	died	prot
ERBB3_mrna	ERBB3	mrna	died	died	died	died
ERBB3_prot	ERBB3	prot	died	prot	died	died
ERBB4_mrna	ERBB4	mrna	died	died	died	mrna
ERC1_prot	ERC1	prot	died	died	died	died
ERCC1_mrna	ERCC1	mrna	died	died	died	died
ERCC1_prot	ERCC1	prot	died	died	died	died
ERCC2_mrna	ERCC2	mrna	died	died	died	died
ERCC2_prot	ERCC2	prot	died	died	died	died
ERCC3_mrna	ERCC3	mrna	died	died	died	died
ERCC3_prot	ERCC3	prot	died	died	died	died
ERCC4_mrna	ERCC4	mrna	died	died	died	died
ERCC4_prot	ERCC4	prot	died	died	died	died
ERCC5_mrna	ERCC5	mrna	died	died	died	died
ERCC5_prot	ERCC5	prot	died	died	died	died
ERCC6L2_mrna	ERCC6L2	mrna	died	died	died	died
ERCC6L_mrna	ERCC6L	mrna	died	died	mrna	mrna
ERCC6L_prot	ERCC6L	prot	died	died	died	died
ERCC6_mrna	ERCC6	mrna	died	died	died	died
ERCC6_prot	ERCC6	prot	died	died	died	died
ERCC8_mrna	ERCC8	mrna	died	died	died	mrna
EREG_mrna	EREG	mrna	died	died	died	died
ERF_mrna	ERF	mrna	died	died	died	died
ERF_prot	ERF	prot	died	died	died	died
ERGIC1_prot	ERGIC1	prot	died	died	died	died
ERGIC2_prot	ERGIC2	prot	died	died	died	died
ERGIC3_mrna	ERGIC3	mrna	died	died	died	died
ERGIC3_prot	ERGIC3	prot	died	died	died	died
ERG_mrna	ERG	mrna	died	died	died	died
ERG_prot	ERG	prot	died	died	died	died
ERH_mrna	ERH	mrna	died	died	died	died
ERH_prot	ERH	prot	died	died	died	died
ERI1_prot	ERI1	prot	died	died	died	died
ERI2_mrna	ERI2	mrna	died	died	died	died
ERI3_mrna	ERI3	mrna	died	died	died	died
ERI3_prot	ERI3	prot	died	died	died	died
ERICH1_prot	ERICH1	prot	died	died	died	died
ERLEC1_prot	ERLEC1	prot	died	died	died	died
ERLIN1_mrna	ERLIN1	mrna	died	died	died	died
ERLIN1_prot	ERLIN1	prot	died	died	died	died
ERLIN2_mrna	ERLIN2	mrna	mrna	died	died	mrna
ERLIN2_prot	ERLIN2	prot	died	died	died	died
ERMAP_mrna	ERMAP	mrna	died	died	died	died
ERMP1_mrna	ERMP1	mrna	died	died	died	died
ERMP1_prot	ERMP1	prot	died	died	died	died
ERN1_mrna	ERN1	mrna	died	died	died	died
ERO1A_mrna	ERO1A	mrna	died	died	died	died
ERP29_mrna	ERP29	mrna	died	died	died	died
ERP29_prot	ERP29	prot	died	died	died	died
ERP44_mrna	ERP44	mrna	died	died	died	died
ERP44_prot	ERP44	prot	died	died	died	died
ERRFI1_mrna	ERRFI1	mrna	died	died	died	died
ERV3-1_mrna	ERV3-1	mrna	died	died	died	died
ERVW-1_mrna	ERVW-1	mrna	died	died	died	died
ESAM_mrna	ESAM	mrna	died	died	died	died
ESCO1_mrna	ESCO1	mrna	died	died	died	died
ESCO2_mrna	ESCO2	mrna	died	died	mrna	mrna
ESD_mrna	ESD	mrna	died	died	died	died
ESD_prot	ESD	prot	died	died	died	died
ESF1_mrna	ESF1	mrna	died	died	died	died
ESF1_prot	ESF1	prot	died	died	died	died
ESPL1_mrna	ESPL1	mrna	mrna	died	mrna	died
ESPN_mrna	ESPN	mrna	died	died	died	died
ESPN_prot	ESPN	prot	died	died	died	died
ESR1_mrna	ESR1	mrna	mrna	died	mrna	mrna
ESR1_prot	ESR1	prot	prot	died	died	prot
ESR2_mrna	ESR2	mrna	died	died	died	died
ESRP1_prot	ESRP1	prot	died	died	died	died
ESRP2_mrna	ESRP2	mrna	died	died	died	died
ESRP2_prot	ESRP2	prot	died	died	died	died
ESRRA_mrna	ESRRA	mrna	died	died	died	mrna
ESRRA_prot	ESRRA	prot	died	died	died	died
ESRRB_mrna	ESRRB	mrna	died	died	died	died
ESRRG_mrna	ESRRG	mrna	died	died	died	died
ESYT1_prot	ESYT1	prot	died	died	died	prot
ESYT2_prot	ESYT2	prot	died	died	died	died
ETAA1_mrna	ETAA1	mrna	died	died	died	died
ETF1_mrna	ETF1	mrna	died	died	died	died
ETF1_prot	ETF1	prot	died	died	died	died
ETFA_mrna	ETFA	mrna	died	died	died	died
ETFA_prot	ETFA	prot	died	died	died	prot
ETFB_mrna	ETFB	mrna	died	died	died	died
ETFB_prot	ETFB	prot	died	died	died	died
ETHE1_mrna	ETHE1	mrna	died	died	died	died
ETHE1_prot	ETHE1	prot	died	died	died	died
ETNK1_mrna	ETNK1	mrna	died	died	died	died
ETNK1_prot	ETNK1	prot	died	died	died	died
ETNK2_mrna	ETNK2	mrna	died	died	died	died
ETS1_mrna	ETS1	mrna	died	died	died	died
ETS1_prot	ETS1	prot	died	died	died	died
ETS2_mrna	ETS2	mrna	died	died	died	died
ETV1_mrna	ETV1	mrna	died	died	died	died
ETV2_mrna	ETV2	mrna	died	died	died	died
ETV3_mrna	ETV3	mrna	died	died	died	died
ETV3_prot	ETV3	prot	died	died	died	died
ETV4_mrna	ETV4	mrna	died	died	died	died
ETV5_mrna	ETV5	mrna	died	died	died	died
ETV6_mrna	ETV6	mrna	died	died	died	died
ETV6_prot	ETV6	prot	died	died	prot	died
EVA1B_mrna	EVA1B	mrna	died	died	died	died
EVC2_mrna	EVC2	mrna	died	died	died	died
EVC_mrna	EVC	mrna	died	died	died	died
EVI2A_mrna	EVI2A	mrna	died	died	died	died
EVI2B_mrna	EVI2B	mrna	died	died	died	died
EVI2B_prot	EVI2B	prot	died	died	died	died
EVI5L_mrna	EVI5L	mrna	died	died	died	died
EVI5L_prot	EVI5L	prot	died	died	died	died
EVI5_mrna	EVI5	mrna	died	died	died	died
