Node	Gene	Type	Basal-like_surv	HER2-enriched_surv	Luminal A_surv	Luminal B_surv
KIRREL3_mrna	KIRREL3	mrna	died	died	died	died
KIRREL_mrna	KIRREL	mrna	died	died	died	died
KISS1R_mrna	KISS1R	mrna	died	died	died	died
KISS1_mrna	KISS1	mrna	died	died	died	died
KITLG_mrna	KITLG	mrna	died	died	died	died
KIT_mrna	KIT	mrna	died	died	died	died
KIZ_mrna	KIZ	mrna	died	died	died	died
KLC1_mrna	KLC1	mrna	died	died	died	died
KLC1_prot	KLC1	prot	died	died	died	died
KLC2_mrna	KLC2	mrna	died	died	died	died
KLC2_prot	KLC2	prot	died	died	died	died
KLC3_mrna	KLC3	mrna	died	died	died	died
KLC3_prot	KLC3	prot	died	died	died	died
KLC4_mrna	KLC4	mrna	died	died	died	died
KLC4_prot	KLC4	prot	died	died	died	died
KLF10_mrna	KLF10	mrna	died	died	died	died
KLF11_mrna	KLF11	mrna	died	died	died	died
KLF12_mrna	KLF12	mrna	died	died	died	died
KLF16_mrna	KLF16	mrna	died	died	died	died
KLF16_prot	KLF16	prot	died	died	died	died
KLF2_mrna	KLF2	mrna	died	died	died	died
KLF3_mrna	KLF3	mrna	died	died	died	died
KLF4_mrna	KLF4	mrna	died	died	died	died
KLF5_mrna	KLF5	mrna	died	died	died	died
KLF6_mrna	KLF6	mrna	mrna	died	died	died
KLF7_mrna	KLF7	mrna	died	died	died	died
KLF8_mrna	KLF8	mrna	died	died	died	died
KLHDC10_mrna	KLHDC10	mrna	died	died	died	died
KLHDC1_mrna	KLHDC1	mrna	died	died	died	died
KLHDC2_mrna	KLHDC2	mrna	died	died	died	died
KLHDC2_prot	KLHDC2	prot	died	died	died	died
KLHDC3_prot	KLHDC3	prot	died	died	died	died
KLHDC4_mrna	KLHDC4	mrna	died	died	died	died
KLHDC4_prot	KLHDC4	prot	died	died	died	died
KLHDC8B_mrna	KLHDC8B	mrna	died	died	died	died
KLHDC9_mrna	KLHDC9	mrna	died	died	died	died
KLHL10_mrna	KLHL10	mrna	died	died	died	died
KLHL11_mrna	KLHL11	mrna	died	died	died	died
KLHL11_prot	KLHL11	prot	died	died	died	died
KLHL12_mrna	KLHL12	mrna	died	died	died	died
KLHL15_mrna	KLHL15	mrna	died	died	died	died
KLHL18_mrna	KLHL18	mrna	died	died	died	died
KLHL20_mrna	KLHL20	mrna	died	died	died	died
KLHL21_mrna	KLHL21	mrna	died	died	died	died
KLHL22_mrna	KLHL22	mrna	died	died	died	died
KLHL22_prot	KLHL22	prot	died	died	died	died
KLHL23_mrna	KLHL23	mrna	died	died	died	died
KLHL24_mrna	KLHL24	mrna	died	died	died	died
KLHL25_mrna	KLHL25	mrna	died	died	died	died
KLHL26_mrna	KLHL26	mrna	died	died	died	died
KLHL26_prot	KLHL26	prot	died	died	died	died
KLHL28_mrna	KLHL28	mrna	died	died	died	died
KLHL29_mrna	KLHL29	mrna	died	died	died	died
KLHL2_mrna	KLHL2	mrna	died	died	died	died
KLHL35_mrna	KLHL35	mrna	died	died	died	died
KLHL36_mrna	KLHL36	mrna	died	died	died	died
KLHL36_prot	KLHL36	prot	died	died	died	died
KLHL3_mrna	KLHL3	mrna	died	died	died	died
KLHL42_mrna	KLHL42	mrna	died	died	died	died
KLHL42_prot	KLHL42	prot	died	died	died	died
KLHL5_mrna	KLHL5	mrna	died	died	died	died
KLHL6_mrna	KLHL6	mrna	died	died	died	died
KLHL7_mrna	KLHL7	mrna	died	died	died	died
KLHL7_prot	KLHL7	prot	died	died	died	died
KLHL8_mrna	KLHL8	mrna	died	died	died	died
KLHL9_mrna	KLHL9	mrna	died	died	died	died
KLHL9_prot	KLHL9	prot	died	died	died	died
KLK10_mrna	KLK10	mrna	died	died	died	died
KLK14_mrna	KLK14	mrna	died	died	died	died
KLK1_mrna	KLK1	mrna	died	died	died	died
KLK4_mrna	KLK4	mrna	died	died	died	died
KLKB1_mrna	KLKB1	mrna	died	died	died	died
KLKB1_prot	KLKB1	prot	died	died	died	died
KLRK1_mrna	KLRK1	mrna	died	died	died	died
KL_mrna	KL	mrna	died	died	died	died
KMO_prot	KMO	prot	died	died	died	died
KMT2A_mrna	KMT2A	mrna	died	died	died	died
KMT2A_prot	KMT2A	prot	died	died	died	died
KMT2B_mrna	KMT2B	mrna	died	died	died	died
KMT2B_prot	KMT2B	prot	died	died	died	died
KMT2C_mrna	KMT2C	mrna	died	died	died	died
KMT2C_prot	KMT2C	prot	died	died	died	died
KMT2D_mrna	KMT2D	mrna	died	died	died	died
KMT2D_prot	KMT2D	prot	prot	died	died	prot
KMT2E_mrna	KMT2E	mrna	died	died	died	died
KNG1_prot	KNG1	prot	died	died	died	died
KNOP1_mrna	KNOP1	mrna	died	died	died	died
KNOP1_prot	KNOP1	prot	died	died	died	died
KNSTRN_mrna	KNSTRN	mrna	died	died	died	died
KNTC1_mrna	KNTC1	mrna	died	died	mrna	mrna
KNTC1_prot	KNTC1	prot	died	died	prot	died
KPNA1_mrna	KPNA1	mrna	died	died	died	mrna
KPNA1_prot	KPNA1	prot	died	died	died	died
KPNA2_mrna	KPNA2	mrna	mrna	died	mrna	died
KPNA2_prot	KPNA2	prot	died	died	prot	died
KPNA3_mrna	KPNA3	mrna	died	died	died	died
KPNA3_prot	KPNA3	prot	died	died	died	died
KPNA4_mrna	KPNA4	mrna	died	died	died	died
KPNA4_prot	KPNA4	prot	died	died	died	died
KPNA5_mrna	KPNA5	mrna	died	died	died	died
KPNA6_mrna	KPNA6	mrna	died	died	died	died
KPNA6_prot	KPNA6	prot	died	died	died	died
KPNB1_mrna	KPNB1	mrna	died	died	died	died
KPNB1_prot	KPNB1	prot	died	died	died	died
KPTN_mrna	KPTN	mrna	died	died	died	died
KPTN_prot	KPTN	prot	died	died	died	died
KRAS_prot	KRAS	prot	died	died	died	died
KRBA2_mrna	KRBA2	mrna	died	died	died	died
KRBOX4_mrna	KRBOX4	mrna	died	died	died	died
KRCC1_mrna	KRCC1	mrna	died	died	died	died
KRI1_mrna	KRI1	mrna	died	died	died	died
KRI1_prot	KRI1	prot	died	died	died	died
KRIT1_mrna	KRIT1	mrna	died	died	died	died
KRIT1_prot	KRIT1	prot	died	died	died	died
KRR1_mrna	KRR1	mrna	died	died	died	died
KRR1_prot	KRR1	prot	died	died	died	died
KRT10_prot	KRT10	prot	died	died	died	died
KRT14_mrna	KRT14	mrna	died	died	died	died
KRT14_prot	KRT14	prot	died	died	died	died
KRT15_mrna	KRT15	mrna	died	died	died	mrna
KRT15_prot	KRT15	prot	died	died	died	died
KRT16_mrna	KRT16	mrna	died	died	died	died
KRT16_prot	KRT16	prot	prot	died	died	died
KRT17_mrna	KRT17	mrna	mrna	died	died	died
KRT17_prot	KRT17	prot	prot	died	died	prot
KRT18_mrna	KRT18	mrna	died	mrna	died	died
KRT18_prot	KRT18	prot	prot	died	died	prot
KRT19_mrna	KRT19	mrna	died	died	died	mrna
KRT19_prot	KRT19	prot	prot	died	died	prot
KRT1_prot	KRT1	prot	died	died	died	died
KRT23_prot	KRT23	prot	died	died	died	died
KRT5_mrna	KRT5	mrna	died	died	died	died
KRT5_prot	KRT5	prot	died	died	died	died
KRT6A_prot	KRT6A	prot	died	died	died	died
KRT6B_prot	KRT6B	prot	died	died	died	died
KRT75_prot	KRT75	prot	died	died	died	died
KRT77_prot	KRT77	prot	died	died	died	prot
KRT7_mrna	KRT7	mrna	died	died	died	mrna
KRT7_prot	KRT7	prot	died	died	died	prot
KRT80_mrna	KRT80	mrna	died	died	died	died
KRT80_prot	KRT80	prot	died	died	died	died
KRT81_prot	KRT81	prot	died	died	died	died
KRT86_mrna	KRT86	mrna	died	died	died	died
KRT8_mrna	KRT8	mrna	died	died	died	died
KRT8_prot	KRT8	prot	prot	died	died	prot
KRT9_prot	KRT9	prot	died	died	died	died
KRTCAP3_mrna	KRTCAP3	mrna	died	died	died	died
KSR1_prot	KSR1	prot	died	died	died	died
KTN1_mrna	KTN1	mrna	died	died	died	died
KTN1_prot	KTN1	prot	died	died	died	died
KXD1_mrna	KXD1	mrna	died	died	died	died
KXD1_prot	KXD1	prot	died	died	died	died
KYNU_prot	KYNU	prot	died	died	died	prot
L1CAM_mrna	L1CAM	mrna	died	died	died	died
L2HGDH_mrna	L2HGDH	mrna	died	died	died	died
L2HGDH_prot	L2HGDH	prot	died	died	died	died
L3HYPDH_mrna	L3HYPDH	mrna	died	died	died	died
L3HYPDH_prot	L3HYPDH	prot	died	died	died	died
L3MBTL1_mrna	L3MBTL1	mrna	died	died	died	died
L3MBTL2_mrna	L3MBTL2	mrna	died	died	died	died
L3MBTL2_prot	L3MBTL2	prot	died	died	died	died
L3MBTL3_mrna	L3MBTL3	mrna	died	died	died	died
L3MBTL3_prot	L3MBTL3	prot	died	died	died	died
L3MBTL4_mrna	L3MBTL4	mrna	died	died	died	died
LACC1_mrna	LACC1	mrna	died	died	died	died
LACE1_mrna	LACE1	mrna	died	died	died	died
LACTB2_prot	LACTB2	prot	died	died	died	died
LACTB_mrna	LACTB	mrna	died	died	died	died
LACTB_prot	LACTB	prot	died	died	died	died
LAD1_prot	LAD1	prot	died	died	died	died
LAGE3_mrna	LAGE3	mrna	died	died	died	died
LAGE3_prot	LAGE3	prot	died	died	died	died
LAIR1_mrna	LAIR1	mrna	died	died	died	died
LAIR1_prot	LAIR1	prot	died	died	died	died
LALBA_prot	LALBA	prot	died	died	died	died
LAMA1_mrna	LAMA1	mrna	died	died	died	died
LAMA2_mrna	LAMA2	mrna	died	died	died	died
LAMA2_prot	LAMA2	prot	died	died	died	died
LAMA3_mrna	LAMA3	mrna	died	died	died	died
LAMA3_prot	LAMA3	prot	died	died	died	died
LAMA4_mrna	LAMA4	mrna	died	died	died	died
LAMA4_prot	LAMA4	prot	died	died	died	died
LAMA5_mrna	LAMA5	mrna	died	died	died	died
LAMA5_prot	LAMA5	prot	prot	died	died	prot
LAMB1_mrna	LAMB1	mrna	died	died	died	died
LAMB1_prot	LAMB1	prot	died	died	died	prot
LAMB2_mrna	LAMB2	mrna	died	died	died	died
LAMB2_prot	LAMB2	prot	died	died	died	died
LAMB3_prot	LAMB3	prot	died	died	died	died
LAMC1_mrna	LAMC1	mrna	died	died	died	died
LAMC1_prot	LAMC1	prot	prot	died	died	died
LAMC2_prot	LAMC2	prot	died	died	died	died
LAMP1_mrna	LAMP1	mrna	died	died	died	died
LAMP1_prot	LAMP1	prot	died	died	died	died
LAMP2_prot	LAMP2	prot	died	died	died	died
LAMP3_prot	LAMP3	prot	died	died	died	died
LAMTOR1_prot	LAMTOR1	prot	died	died	died	died
LAMTOR2_mrna	LAMTOR2	mrna	died	died	died	died
LAMTOR2_prot	LAMTOR2	prot	died	died	died	died
LAMTOR3_mrna	LAMTOR3	mrna	died	died	died	mrna
LAMTOR3_prot	LAMTOR3	prot	died	died	died	died
LAMTOR4_mrna	LAMTOR4	mrna	died	died	died	died
LAMTOR4_prot	LAMTOR4	prot	died	died	died	died
LAMTOR5_mrna	LAMTOR5	mrna	died	died	died	died
LAMTOR5_prot	LAMTOR5	prot	died	died	died	died
LANCL1_mrna	LANCL1	mrna	died	died	died	died
LANCL1_prot	LANCL1	prot	died	died	died	died
LANCL2_mrna	LANCL2	mrna	died	died	died	died
LANCL2_prot	LANCL2	prot	died	died	died	died
LAP3_prot	LAP3	prot	died	died	died	died
LAPTM4B_mrna	LAPTM4B	mrna	died	died	died	died
LAPTM5_mrna	LAPTM5	mrna	died	died	died	died
LARP1B_prot	LARP1B	prot	died	died	died	died
LARP1_mrna	LARP1	mrna	died	died	died	died
LARP1_prot	LARP1	prot	died	died	died	died
LARP4B_mrna	LARP4B	mrna	died	died	died	died
LARP4B_prot	LARP4B	prot	died	died	died	died
LARP4_mrna	LARP4	mrna	died	died	died	died
LARP4_prot	LARP4	prot	died	died	died	died
LARP7_mrna	LARP7	mrna	died	died	died	died
LARP7_prot	LARP7	prot	died	died	died	died
LARS2_mrna	LARS2	mrna	died	died	died	died
LARS2_prot	LARS2	prot	died	died	died	died
LARS_mrna	LARS	mrna	died	died	died	died
LARS_prot	LARS	prot	died	died	died	died
LAS1L_mrna	LAS1L	mrna	died	died	died	died
LAS1L_prot	LAS1L	prot	died	died	died	died
LASP1_mrna	LASP1	mrna	died	died	died	died
LASP1_prot	LASP1	prot	died	died	died	died
LAT2_mrna	LAT2	mrna	died	died	died	died
LATS1_mrna	LATS1	mrna	died	died	died	died
LATS1_prot	LATS1	prot	died	died	died	died
LATS2_mrna	LATS2	mrna	died	died	died	died
LAT_mrna	LAT	mrna	died	died	died	died
LAYN_mrna	LAYN	mrna	died	died	died	died
LBHD1_mrna	LBHD1	mrna	died	died	died	died
LBH_prot	LBH	prot	died	died	died	died
LBP_mrna	LBP	mrna	died	died	died	died
LBP_prot	LBP	prot	died	died	died	died
LBR_mrna	LBR	mrna	died	died	died	died
LBR_prot	LBR	prot	died	died	died	died
LCA5L_mrna	LCA5L	mrna	died	died	died	died
LCAT_mrna	LCAT	mrna	died	died	died	died
LCAT_prot	LCAT	prot	died	died	died	died
LCK_mrna	LCK	mrna	died	died	died	died
LCLAT1_prot	LCLAT1	prot	died	died	died	died
LCMT1_mrna	LCMT1	mrna	died	died	died	died
LCMT1_prot	LCMT1	prot	died	died	died	died
LCMT2_prot	LCMT2	prot	died	died	died	died
LCN12_mrna	LCN12	mrna	died	died	died	died
LCN2_mrna	LCN2	mrna	died	died	died	died
LCN2_prot	LCN2	prot	died	died	died	died
LCORL_mrna	LCORL	mrna	died	died	died	died
LCP1_mrna	LCP1	mrna	died	died	died	died
LCP1_prot	LCP1	prot	died	died	died	died
LCP2_mrna	LCP2	mrna	died	died	died	died
LCP2_prot	LCP2	prot	died	died	died	died
LCT_mrna	LCT	mrna	died	died	died	died
LDAH_mrna	LDAH	mrna	died	died	died	died
LDB1_mrna	LDB1	mrna	died	died	died	died
LDB1_prot	LDB1	prot	died	died	died	prot
LDB2_mrna	LDB2	mrna	died	died	died	died
LDB3_mrna	LDB3	mrna	died	died	died	died
LDHA_mrna	LDHA	mrna	died	died	died	died
LDHA_prot	LDHA	prot	died	died	died	prot
LDHB_mrna	LDHB	mrna	died	died	died	died
LDHB_prot	LDHB	prot	prot	died	died	died
LDHC_mrna	LDHC	mrna	died	died	died	died
LDHD_prot	LDHD	prot	died	died	died	died
LDLRAD3_mrna	LDLRAD3	mrna	died	died	died	died
LDLRAD4_mrna	LDLRAD4	mrna	mrna	died	died	mrna
LDLRAP1_mrna	LDLRAP1	mrna	died	died	died	died
LDLRAP1_prot	LDLRAP1	prot	died	died	died	died
LDLR_mrna	LDLR	mrna	died	died	died	died
LDOC1L_mrna	LDOC1L	mrna	died	died	died	died
LEF1_mrna	LEF1	mrna	died	died	died	died
LEFTY1_mrna	LEFTY1	mrna	died	died	died	died
LEMD2_mrna	LEMD2	mrna	died	died	died	died
LEMD2_prot	LEMD2	prot	died	died	died	died
LEMD3_mrna	LEMD3	mrna	died	died	died	died
LEMD3_prot	LEMD3	prot	died	died	died	died
LENEP_mrna	LENEP	mrna	died	died	died	died
LENG1_prot	LENG1	prot	died	died	died	died
LENG8_prot	LENG8	prot	died	died	died	died
LEO1_mrna	LEO1	mrna	died	died	died	died
LEO1_prot	LEO1	prot	died	died	died	died
LEPROT_mrna	LEPROT	mrna	died	died	died	died
LEPR_mrna	LEPR	mrna	died	died	died	died
LEP_mrna	LEP	mrna	died	died	died	died
LETM1_mrna	LETM1	mrna	died	died	died	died
LETM1_prot	LETM1	prot	died	died	died	died
LETMD1_mrna	LETMD1	mrna	died	died	died	died
LFNG_mrna	LFNG	mrna	died	died	died	died
LFNG_prot	LFNG	prot	died	died	died	died
LGALS1_mrna	LGALS1	mrna	died	died	died	died
LGALS1_prot	LGALS1	prot	died	died	died	died
LGALS3BP_mrna	LGALS3BP	mrna	died	died	died	died
LGALS3BP_prot	LGALS3BP	prot	died	died	died	died
LGALS3_mrna	LGALS3	mrna	mrna	died	died	died
LGALS3_prot	LGALS3	prot	died	died	died	died
LGALS7_prot	LGALS7	prot	died	died	died	died
LGALS8_mrna	LGALS8	mrna	died	died	died	died
LGALS8_prot	LGALS8	prot	died	died	died	died
LGALS9_mrna	LGALS9	mrna	died	died	died	died
LGALS9_prot	LGALS9	prot	died	died	died	died
LGALSL_prot	LGALSL	prot	died	died	died	died
LGI4_mrna	LGI4	mrna	died	died	died	died
LGMN_prot	LGMN	prot	died	died	died	died
LGR4_mrna	LGR4	mrna	died	died	died	died
LGR5_mrna	LGR5	mrna	died	died	died	died
LGR6_mrna	LGR6	mrna	died	died	died	died
LHFPL2_mrna	LHFPL2	mrna	died	died	died	died
LHFP_mrna	LHFP	mrna	died	died	died	died
LHPP_mrna	LHPP	mrna	died	died	died	died
LHX6_mrna	LHX6	mrna	died	died	died	died
LIAS_mrna	LIAS	mrna	died	died	died	died
LIFR_mrna	LIFR	mrna	died	died	died	died
LIF_mrna	LIF	mrna	died	died	died	died
LIG1_mrna	LIG1	mrna	died	died	mrna	died
LIG1_prot	LIG1	prot	died	died	prot	prot
LIG3_mrna	LIG3	mrna	died	died	died	died
LIG3_prot	LIG3	prot	died	died	died	died
LIG4_mrna	LIG4	mrna	died	died	died	died
LIG4_prot	LIG4	prot	died	died	died	died
LILRB1_mrna	LILRB1	mrna	died	died	died	died
LILRB2_mrna	LILRB2	mrna	died	died	died	died
LILRB3_mrna	LILRB3	mrna	died	died	died	died
LIMA1_mrna	LIMA1	mrna	died	died	died	died
LIMA1_prot	LIMA1	prot	died	died	died	died
LIMCH1_mrna	LIMCH1	mrna	died	died	died	mrna
LIMCH1_prot	LIMCH1	prot	died	died	died	prot
LIMD1_mrna	LIMD1	mrna	died	died	died	died
LIMD1_prot	LIMD1	prot	died	died	died	died
LIMK1_mrna	LIMK1	mrna	died	died	died	died
LIMK1_prot	LIMK1	prot	died	died	died	died
LIMK2_mrna	LIMK2	mrna	died	died	died	died
LIMK2_prot	LIMK2	prot	died	died	died	died
LIMS1_mrna	LIMS1	mrna	died	died	died	died
LIMS1_prot	LIMS1	prot	died	died	died	died
LIMS2_prot	LIMS2	prot	died	died	died	died
LIN37_mrna	LIN37	mrna	died	died	died	died
LIN37_prot	LIN37	prot	died	died	died	died
LIN52_mrna	LIN52	mrna	died	died	died	died
LIN54_mrna	LIN54	mrna	died	died	died	died
LIN54_prot	LIN54	prot	died	died	died	died
LIN7A_prot	LIN7A	prot	died	died	died	died
LIN7B_mrna	LIN7B	mrna	died	died	died	died
LIN7C_mrna	LIN7C	mrna	died	died	died	died
LIN7C_prot	LIN7C	prot	died	died	died	died
LIN9_mrna	LIN9	mrna	died	died	mrna	died
LIN9_prot	LIN9	prot	died	died	died	died
LINGO1_mrna	LINGO1	mrna	died	died	died	died
LINS1_mrna	LINS1	mrna	died	died	died	died
LIPA_mrna	LIPA	mrna	died	died	died	died
LIPA_prot	LIPA	prot	died	died	died	died
LIPC_mrna	LIPC	mrna	died	died	died	died
LIPE_mrna	LIPE	mrna	mrna	died	died	died
LIPE_prot	LIPE	prot	died	died	died	died
LIPT1_mrna	LIPT1	mrna	died	died	died	died
LIPT2_mrna	LIPT2	mrna	died	died	died	died
LITAF_mrna	LITAF	mrna	died	died	died	died
LLGL1_mrna	LLGL1	mrna	died	died	died	died
LLGL1_prot	LLGL1	prot	died	died	died	died
LLGL2_prot	LLGL2	prot	died	died	died	died
LLPH_mrna	LLPH	mrna	died	died	died	died
LLPH_prot	LLPH	prot	died	died	died	died
LMAN1_mrna	LMAN1	mrna	died	died	died	died
LMAN1_prot	LMAN1	prot	died	died	died	died
LMAN2L_mrna	LMAN2L	mrna	died	died	died	died
LMAN2L_prot	LMAN2L	prot	died	died	died	died
LMAN2_mrna	LMAN2	mrna	died	died	died	died
LMAN2_prot	LMAN2	prot	died	died	died	died
LMBR1L_mrna	LMBR1L	mrna	died	died	died	died
LMBR1_mrna	LMBR1	mrna	died	died	died	died
LMBRD1_mrna	LMBRD1	mrna	died	died	died	died
LMBRD1_prot	LMBRD1	prot	died	died	died	died
LMBRD2_mrna	LMBRD2	mrna	died	died	died	died
LMBRD2_prot	LMBRD2	prot	died	died	died	died
LMCD1_mrna	LMCD1	mrna	died	died	died	died
LMCD1_prot	LMCD1	prot	died	died	died	died
LMF1_mrna	LMF1	mrna	died	died	died	died
LMF2_prot	LMF2	prot	died	died	died	died
LMNA_mrna	LMNA	mrna	died	died	died	died
LMNA_prot	LMNA	prot	died	died	died	died
LMNB1_mrna	LMNB1	mrna	died	died	mrna	died
LMNB1_prot	LMNB1	prot	died	died	died	prot
LMNB2_mrna	LMNB2	mrna	mrna	died	mrna	died
LMNB2_prot	LMNB2	prot	died	died	died	died
LMO4_mrna	LMO4	mrna	died	died	died	died
LMO4_prot	LMO4	prot	died	died	died	died
LMO7_mrna	LMO7	mrna	died	died	died	died
LMO7_prot	LMO7	prot	died	died	died	died
LMOD1_mrna	LMOD1	mrna	died	died	died	died
LMTK2_mrna	LMTK2	mrna	died	died	died	died
LMTK2_prot	LMTK2	prot	died	died	died	died
LMX1B_mrna	LMX1B	mrna	died	died	died	died
LMX1B_prot	LMX1B	prot	died	died	died	died
LNPEP_mrna	LNPEP	mrna	died	died	died	died
LNPEP_prot	LNPEP	prot	died	died	died	died
LNX2_mrna	LNX2	mrna	died	died	died	died
LOC81691_mrna	LOC81691	mrna	died	died	died	died
LONP1_mrna	LONP1	mrna	died	died	died	died
LONP1_prot	LONP1	prot	died	died	died	died
LONP2_prot	LONP2	prot	died	died	died	died
LONRF2_mrna	LONRF2	mrna	died	died	died	died
LOXL1_mrna	LOXL1	mrna	died	died	died	died
LOXL1_prot	LOXL1	prot	died	died	died	died
LOXL2_mrna	LOXL2	mrna	died	died	died	died
LOXL2_prot	LOXL2	prot	died	died	died	died
LOXL4_mrna	LOXL4	mrna	died	died	died	died
LOX_mrna	LOX	mrna	died	died	died	died
LOX_prot	LOX	prot	died	died	died	died
LPA_prot	LPA	prot	died	died	died	died
LPCAT1_mrna	LPCAT1	mrna	died	died	died	died
LPCAT1_prot	LPCAT1	prot	died	died	died	died
LPCAT2_mrna	LPCAT2	mrna	died	died	died	died
LPCAT2_prot	LPCAT2	prot	died	died	died	died
LPCAT3_mrna	LPCAT3	mrna	died	died	died	died
LPCAT3_prot	LPCAT3	prot	died	died	died	died
LPCAT4_mrna	LPCAT4	mrna	died	died	died	died
LPGAT1_mrna	LPGAT1	mrna	died	died	died	mrna
LPGAT1_prot	LPGAT1	prot	died	died	died	died
LPIN1_mrna	LPIN1	mrna	died	died	died	died
LPIN1_prot	LPIN1	prot	died	died	died	died
LPIN2_prot	LPIN2	prot	died	died	died	died
LPIN3_mrna	LPIN3	mrna	died	died	died	died
LPIN3_prot	LPIN3	prot	died	died	died	died
LPL_mrna	LPL	mrna	died	died	died	died
LPO_mrna	LPO	mrna	died	died	died	died
LPPR2_mrna	LPPR2	mrna	died	died	died	died
LPP_mrna	LPP	mrna	died	died	died	died
LPP_prot	LPP	prot	died	died	died	died
LPXN_mrna	LPXN	mrna	died	died	died	died
LPXN_prot	LPXN	prot	died	died	died	died
LRAT_mrna	LRAT	mrna	died	died	died	died
LRBA_mrna	LRBA	mrna	died	died	died	died
LRBA_prot	LRBA	prot	died	died	died	died
LRCH1_mrna	LRCH1	mrna	died	died	died	died
LRCH1_prot	LRCH1	prot	died	died	died	died
LRCH2_mrna	LRCH2	mrna	died	died	died	died
LRCH3_mrna	LRCH3	mrna	died	died	died	died
LRCH3_prot	LRCH3	prot	died	died	died	died
LRCH4_mrna	LRCH4	mrna	died	died	died	died
LRCH4_prot	LRCH4	prot	died	died	died	died
LRFN3_mrna	LRFN3	mrna	died	died	died	died
LRFN4_mrna	LRFN4	mrna	died	died	died	died
LRG1_mrna	LRG1	mrna	died	died	died	died
LRG1_prot	LRG1	prot	died	died	died	died
LRGUK_mrna	LRGUK	mrna	died	died	died	died
LRIF1_mrna	LRIF1	mrna	died	died	died	died
LRIF1_prot	LRIF1	prot	died	died	died	prot
LRIG2_mrna	LRIG2	mrna	died	died	died	died
LRMP_mrna	LRMP	mrna	died	died	died	died
LRP11_mrna	LRP11	mrna	mrna	died	died	mrna
LRP1_mrna	LRP1	mrna	died	died	died	died
LRP1_prot	LRP1	prot	died	died	died	died
LRP2_prot	LRP2	prot	died	died	died	died
LRP5_mrna	LRP5	mrna	died	died	died	died
LRP8_mrna	LRP8	mrna	died	died	died	died
LRPAP1_prot	LRPAP1	prot	died	died	died	died
LRPPRC_mrna	LRPPRC	mrna	died	died	died	died
LRPPRC_prot	LRPPRC	prot	died	died	died	died
LRRC10B_mrna	LRRC10B	mrna	died	died	died	died
LRRC14_prot	LRRC14	prot	died	died	died	died
LRRC15_mrna	LRRC15	mrna	died	died	died	died
LRRC15_prot	LRRC15	prot	died	died	died	died
LRRC16A_mrna	LRRC16A	mrna	died	died	died	died
LRRC16A_prot	LRRC16A	prot	died	died	died	died
LRRC1_mrna	LRRC1	mrna	died	died	died	died
LRRC1_prot	LRRC1	prot	died	died	died	died
LRRC20_mrna	LRRC20	mrna	died	died	died	died
LRRC20_prot	LRRC20	prot	died	died	died	died
LRRC25_prot	LRRC25	prot	died	died	died	died
LRRC27_mrna	LRRC27	mrna	died	died	died	died
LRRC28_mrna	LRRC28	mrna	died	died	died	died
LRRC29_mrna	LRRC29	mrna	died	died	died	died
LRRC32_mrna	LRRC32	mrna	died	died	died	died
LRRC37B_mrna	LRRC37B	mrna	died	died	died	died
LRRC3_mrna	LRRC3	mrna	died	died	died	died
LRRC40_mrna	LRRC40	mrna	died	died	died	died
LRRC40_prot	LRRC40	prot	died	died	died	died
LRRC41_mrna	LRRC41	mrna	died	died	died	died
LRRC41_prot	LRRC41	prot	died	died	died	died
LRRC42_mrna	LRRC42	mrna	died	died	died	died
LRRC42_prot	LRRC42	prot	died	died	died	died
LRRC43_mrna	LRRC43	mrna	died	died	died	died
LRRC45_prot	LRRC45	prot	died	died	died	died
LRRC46_mrna	LRRC46	mrna	died	died	died	died
LRRC47_mrna	LRRC47	mrna	died	died	died	died
LRRC47_prot	LRRC47	prot	died	died	died	died
LRRC48_mrna	LRRC48	mrna	died	died	died	died
LRRC4C_mrna	LRRC4C	mrna	died	died	died	died
LRRC56_mrna	LRRC56	mrna	died	died	died	died
LRRC57_prot	LRRC57	prot	died	died	died	died
LRRC58_mrna	LRRC58	mrna	died	died	died	died
LRRC59_mrna	LRRC59	mrna	died	died	mrna	died
LRRC59_prot	LRRC59	prot	died	died	died	prot
LRRC6_mrna	LRRC6	mrna	died	died	died	died
LRRC71_mrna	LRRC71	mrna	died	died	died	mrna
LRRC75B_mrna	LRRC75B	mrna	died	died	died	died
LRRC8A_mrna	LRRC8A	mrna	died	died	died	died
LRRC8A_prot	LRRC8A	prot	died	died	died	died
LRRC8B_mrna	LRRC8B	mrna	died	died	died	died
LRRC8C_mrna	LRRC8C	mrna	died	died	died	died
LRRC8D_mrna	LRRC8D	mrna	died	died	died	died
LRRCC1_prot	LRRCC1	prot	died	died	died	died
LRRD1_mrna	LRRD1	mrna	died	died	died	died
LRRFIP1_mrna	LRRFIP1	mrna	died	died	died	died
LRRFIP1_prot	LRRFIP1	prot	died	died	died	died
LRRFIP2_mrna	LRRFIP2	mrna	died	died	died	died
LRRFIP2_prot	LRRFIP2	prot	died	died	died	died
LRRIQ3_mrna	LRRIQ3	mrna	died	died	died	died
LRRK2_mrna	LRRK2	mrna	died	died	died	died
LRSAM1_mrna	LRSAM1	mrna	died	died	died	mrna
LRSAM1_prot	LRSAM1	prot	died	died	died	died
LRTM2_mrna	LRTM2	mrna	died	died	died	died
LRTOMT_mrna	LRTOMT	mrna	died	died	died	died
